,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Apt Size
4143,ce,t0030834,Rent Change,8/31/2018,M0020F,9/30/2016,,759.0,0,875,2,1.5,1.0,,medium
4144,ce,t0030834,Rent Change,9/30/2018,M0020F,9/30/2016,,790.0,0,875,2,1.5,31.0,,medium
4145,sh,t0030837,Rent Change,9/30/2017,WC5940J,9/23/2016,8/31/2018,684.0,1,950,2,2.0,0.0,335 days 00:00:00.000000000,medium
4146,sh,t0030845,Rent Change,10/31/2017,WC5933J,10/14/2016,,655.0,0,963,2,1.5,0.0,,medium
4147,sh,t0030845,Rent Change,12/1/2017,WC5933J,10/14/2016,,666.0,0,963,2,1.5,11.0,,medium
4148,sh,t0030845,Rent Change,10/31/2018,WC5933J,10/14/2016,11/9/2018,694.0,1,963,2,1.5,28.0,9 days 00:00:00.000000000,medium
4149,sh,t0030854,Rent Change,8/31/2017,WC5970J,9/30/2016,,610.0,0,950,2,1.0,0.0,,medium
4150,sh,t0030854,Rent Change,9/30/2017,WC5970J,9/30/2016,,634.0,0,950,2,1.0,24.0,,medium
4151,sh,t0030854,Rent Change,9/30/2018,WC5970J,9/30/2016,,675.0,0,950,2,1.0,41.0,,medium
4152,sh,t0030882,Rent Change,10/31/2017,FT5880E,10/18/2016,,645.0,0,984,2,1.0,0.0,,medium
4153,sh,t0030882,Rent Change,10/31/2018,FT5880E,10/18/2016,,685.0,0,984,2,1.0,40.0,,medium
4154,ce,t0030901,Rent Change,9/30/2017,C5307H,10/22/2016,,660.0,0,675,1,1.0,0.0,,medium
4155,ce,t0030901,Rent Change,10/31/2017,C5307H,10/22/2016,,667.0,0,675,1,1.0,7.0,,medium
4156,ce,t0030901,Rent Change,9/30/2018,C5307H,10/22/2016,,677.0,0,675,1,1.0,10.0,,medium
4157,ce,t0030901,Rent Change,10/31/2018,C5307H,10/22/2016,,697.0,0,675,1,1.0,20.0,,medium
4158,ce,t0030902,Rent Change,10/21/2016,S1500-5C,10/31/2016,,799.0,0,955,2,1.5,0.0,,medium
4159,ce,t0030902,Rent Change,10/31/2016,M0028C,11/1/2016,,748.0,0,875,2,1.5,-51.0,,medium
4160,ce,t0030902,Rent Change,10/31/2017,M0028C,11/19/2016,,752.0,0,875,2,1.5,4.0,,medium
4161,ce,t0030902,Rent Change,12/1/2017,M0028C,11/19/2016,,758.0,0,875,2,1.5,6.0,,medium
4162,ce,t0030902,Rent Change,10/31/2018,M0028C,11/19/2016,,771.0,0,875,2,1.5,13.0,,medium
4163,ce,t0030902,Rent Change,11/30/2018,M0028C,11/19/2016,11/30/2018,790.0,1,875,2,1.5,19.0,0 days 00:00:00.000000000,medium
4164,ce,t0030915,Rent Change,9/30/2017,C05278,10/1/2016,9/30/2018,1049.0,1,1088,2,1.5,0.0,365 days 00:00:00.000000000,large
4165,ce,t0030917,Rent Change,11/29/2016,S1452E,12/1/2016,11/30/2017,677.0,1,675,1,1.0,0.0,366 days 00:00:00.000000000,medium
4166,ce,t0030920,Rent Change,9/30/2017,C5305B,10/21/2016,,650.0,0,675,1,1.0,0.0,,medium
4167,ce,t0030920,Rent Change,10/31/2017,C5305B,10/21/2016,,657.0,0,675,1,1.0,7.0,,medium
4168,ce,t0030920,Rent Change,10/31/2018,C5305B,10/21/2016,,675.0,0,675,1,1.0,18.0,,medium
4169,ce,t0030924,Rent Change,9/22/2016,S1500-2J,10/1/2016,,789.0,0,955,2,1.0,0.0,,medium
4170,ce,t0030941,Rent Change,10/14/2016,C5307L,10/14/2016,10/13/2017,667.0,1,675,1,1.0,0.0,364 days 00:00:00.000000000,medium
4171,ce,t0030942,Rent Change,10/31/2016,C0003L,11/15/2016,,769.0,0,905,2,1.0,0.0,,medium
4172,sh,t0030956,Rent Change,10/31/2017,WC5960J,10/15/2016,,654.0,0,963,2,1.5,0.0,,medium
4173,sh,t0030956,Rent Change,12/1/2017,WC5960J,10/15/2016,10/24/2018,666.0,1,963,2,1.5,12.0,327 days 00:00:00.000000000,medium
4174,ce,t0030961,Rent Change,11/16/2016,M0001A,11/12/2016,,888.0,0,875,2,1.5,0.0,,medium
4175,ce,t0030961,Rent Change,11/30/2016,M0001A,11/12/2016,11/11/2017,728.0,1,875,2,1.5,-160.0,346 days 00:00:00.000000000,medium
4176,sh,t0030988,Rent Change,9/30/2017,AC1089,10/15/2016,,1024.0,0,1350,3,1.5,0.0,,large
4177,sh,t0030988,Rent Change,10/31/2017,AC1089,10/15/2016,10/15/2018,1035.0,1,1350,3,1.5,11.0,349 days 00:00:00.000000000,large
4178,ce,t0031004,Rent Change,10/5/2016,S1500-3C,10/3/2016,,769.0,0,955,2,1.0,0.0,,medium
4179,ce,t0031004,Rent Change,10/31/2016,S1500-3C,10/3/2016,7/12/2017,739.0,1,955,2,1.0,-30.0,254 days 00:00:00.000000000,medium
4180,ce,t0031022,Rent Change,10/7/2016,C5322D,10/8/2016,,667.0,0,675,1,1.0,0.0,,medium
4181,ce,t0031022,Rent Change,10/7/2016,C5322D,10/8/2016,1/25/2017,654.0,1,675,1,1.0,-13.0,110 days 00:00:00.000000000,medium
4182,ce,t0031036,Rent Change,12/1/2017,C5254M,11/4/2016,5/31/2018,803.0,1,955,2,2.0,0.0,181 days 00:00:00.000000000,medium
4183,ce,t0031048,Rent Change,9/30/2017,C0007G,10/15/2016,,672.0,0,675,1,1.0,0.0,,medium
4184,ce,t0031048,Rent Change,10/31/2017,C0007G,10/15/2016,,677.0,0,675,1,1.0,5.0,,medium
4185,ce,t0031048,Rent Change,12/31/2018,C0007G,10/15/2016,,709.0,0,675,1,1.0,32.0,,medium
4186,ce,t0031072,Rent Change,10/28/2016,C5324L,11/12/2016,,687.0,0,675,1,1.0,0.0,,medium
4187,ce,t0031072,Rent Change,12/1/2017,C5324L,11/12/2016,,697.0,0,675,1,1.0,10.0,,medium
4188,ce,t0031077,Rent Change,9/30/2017,M0016F,10/22/2016,,762.0,0,875,2,1.5,0.0,,medium
4189,ce,t0031077,Rent Change,10/31/2017,M0016F,10/22/2016,,768.0,0,875,2,1.5,6.0,,medium
4190,ce,t0031077,Rent Change,9/30/2018,M0016F,10/22/2016,,779.0,0,875,2,1.5,11.0,,medium
4191,ce,t0031077,Rent Change,10/31/2018,M0016F,10/22/2016,,800.0,0,875,2,1.5,21.0,,medium
4192,sh,t0031084,Rent Change,10/18/2016,WC5970L,10/31/2016,,609.0,0,950,2,1.0,0.0,,medium
4193,sh,t0031084,Rent Change,10/31/2016,SH5954,10/31/2016,,709.0,0,1006,2,1.5,100.0,,large
4194,sh,t0031084,Rent Change,12/31/2016,WC5970L,10/31/2016,,609.0,0,950,2,1.0,-100.0,,medium
4195,sh,t0031084,Rent Change,10/31/2017,WC5970L,10/31/2016,12/21/2017,634.0,1,950,2,1.0,25.0,51 days 00:00:00.000000000,medium
4196,sh,t0031085,Rent Change,10/15/2016,TT1166,10/31/2016,,1010.0,0,1350,3,1.5,0.0,,large
4197,sh,t0031085,Rent Change,10/31/2017,TT1166,10/21/2016,,1018.0,0,1350,3,1.5,8.0,,large
4198,sh,t0031085,Rent Change,12/1/2017,TT1166,10/21/2016,10/25/2018,1035.0,1,1350,3,1.5,17.0,328 days 00:00:00.000000000,large
4199,sh,t0031092,Rent Change,9/30/2017,SH5859,10/19/2016,,720.0,0,1006,2,1.5,0.0,,large
4200,sh,t0031092,Rent Change,10/31/2017,SH5859,10/19/2016,,734.0,0,1006,2,1.5,14.0,,large
4201,sh,t0031094,Rent Change,11/30/2016,SH5864,10/14/2016,5/12/2017,709.0,1,1006,2,1.5,0.0,163 days 00:00:00.000000000,large
4202,sh,t0031106,Rent Change,10/31/2016,TH5787,10/28/2016,,609.0,0,1006,2,1.5,0.0,,large
4203,sh,t0031106,Rent Change,11/1/2016,SH5833,10/28/2016,11/27/2017,709.0,1,1006,2,1.5,100.0,391 days 00:00:00.000000000,large
4204,ce,t0031107,Rent Change,12/31/2017,S1500-2J,10/17/2016,,799.0,0,955,2,1.0,0.0,,medium
4205,ce,t0031107,Rent Change,9/30/2018,S1500-2J,10/17/2016,,814.0,0,955,2,1.0,15.0,,medium
4206,ce,t0031107,Rent Change,10/31/2018,S1500-2J,10/17/2016,,830.0,0,955,2,1.0,16.0,,medium
4207,ce,t0031133,Rent Change,12/1/2017,C5254G,11/18/2016,11/30/2018,748.0,1,905,1,2.0,0.0,364 days 00:00:00.000000000,medium
4208,ce,t0031135,Rent Change,11/12/2016,C0011L,11/12/2016,11/11/2017,769.0,1,905,2,1.0,0.0,364 days 00:00:00.000000000,medium
4209,ce,t0031141,Rent Change,10/31/2017,M0013B,11/1/2016,,709.0,0,635,1,1.0,0.0,,medium
4210,ce,t0031141,Rent Change,10/31/2018,M0013B,11/1/2016,,749.0,0,635,1,1.0,40.0,,medium
4211,ce,t0031145,Rent Change,12/31/2016,S1500-4L,11/30/2016,,779.0,0,955,2,1.0,0.0,,medium
4212,ce,t0031145,Rent Change,12/1/2017,S1500-4L,11/30/2016,,789.0,0,955,2,1.0,10.0,,medium
4213,ce,t0031145,Rent Change,10/31/2018,S1500-4L,11/30/2016,,790.0,0,955,2,1.0,1.0,,medium
4214,ce,t0031145,Rent Change,11/30/2018,S1500-4L,11/30/2016,,820.0,0,955,2,1.0,30.0,,medium
4215,ce,t0031162,Rent Change,10/25/2016,M0012F,12/1/2016,,758.0,0,875,2,1.5,0.0,,medium
4216,ce,t0031162,Rent Change,12/1/2017,M0012F,12/1/2016,,768.0,0,875,2,1.5,10.0,,medium
4217,ce,t0031162,Rent Change,11/30/2018,M0012F,12/1/2016,,799.0,0,875,2,1.5,31.0,,medium
4218,sh,t0031166,Rent Change,12/1/2017,FT5824,11/18/2016,,1022.0,0,1350,3,1.5,0.0,,large
4219,sh,t0031166,Rent Change,12/31/2017,FT5824,11/18/2016,6/18/2018,1035.0,1,1350,3,1.5,13.0,169 days 00:00:00.000000000,large
4220,ce,t0031169,Rent Change,8/31/2017,M0014A,8/16/2017,,779.0,0,875,2,1.5,0.0,,medium
4221,ce,t0031169,Rent Change,12/1/2017,M0014A,8/16/2017,,807.0,0,875,2,1.5,28.0,,medium
4222,ce,t0031169,Rent Change,12/31/2017,M0014A,8/16/2017,1/2/2018,779.0,1,875,2,1.5,-28.0,2 days 00:00:00.000000000,medium
4223,ce,t0031175,Rent Change,10/12/2018,C0011E,10/13/2018,,859.0,0,905,2,1.0,0.0,,medium
4224,ce,t0031206,Rent Change,11/30/2016,M0014F,10/31/2016,8/15/2017,908.0,1,875,2,1.5,0.0,258 days 00:00:00.000000000,medium
4225,ce,t0031223,Rent Change,1/31/2017,C5303F,11/12/2016,11/12/2017,657.0,1,675,1,1.0,0.0,285 days 00:00:00.000000000,medium
4226,sh,t0031229,Rent Change,12/31/2017,AC1083,11/4/2016,,1035.0,0,1350,3,1.5,0.0,,large
4227,sh,t0031229,Rent Change,11/30/2018,AC1083,11/4/2016,12/11/2018,1181.0,1,1350,3,1.5,146.0,11 days 00:00:00.000000000,large
4228,ce,t0031241,Rent Change,11/30/2016,M0003A,11/12/2016,,888.0,0,875,2,1.5,0.0,,medium
4229,ce,t0031241,Rent Change,10/31/2018,M0003A,11/12/2016,,907.0,0,875,2,1.5,19.0,,medium
4230,ce,t0031241,Rent Change,11/30/2018,M0003A,11/12/2016,,918.0,0,875,2,1.5,11.0,,medium
4231,sh,t0031254,Rent Change,1/16/2017,WC5966A,2/28/2017,,641.0,0,963,2,1.5,0.0,,medium
4232,sh,t0031254,Rent Change,2/14/2017,SH5908,2/28/2017,2/21/2018,709.0,1,1006,2,1.5,68.0,372 days 00:00:00.000000000,large
4233,ce,t0031261,Rent Change,11/18/2016,M0036D,11/19/2016,,738.0,0,875,2,1.5,0.0,,medium
4234,ce,t0031261,Rent Change,11/19/2016,M0008A,11/19/2016,,728.0,0,875,2,1.5,-10.0,,medium
4235,ce,t0031261,Rent Change,10/31/2017,M0008A,11/19/2016,,732.0,0,875,2,1.5,4.0,,medium
4236,ce,t0031261,Rent Change,12/1/2017,M0008A,11/19/2016,,738.0,0,875,2,1.5,6.0,,medium
4237,ce,t0031261,Rent Change,10/31/2018,M0008A,11/19/2016,,751.0,0,875,2,1.5,13.0,,medium
4238,ce,t0031261,Rent Change,11/30/2018,M0008A,11/19/2016,,770.0,0,875,2,1.5,19.0,,medium
4239,ce,t0031262,Rent Change,11/30/2016,C5269L,11/26/2016,,677.0,0,675,1,1.0,0.0,,medium
4240,ce,t0031262,Rent Change,12/1/2017,C5269L,11/26/2016,11/25/2018,687.0,1,675,1,1.0,10.0,359 days 00:00:00.000000000,medium
4241,sh,t0031263,Rent Change,11/15/2016,TH5787,11/30/2016,2/14/2017,709.0,1,1006,2,1.5,0.0,91 days 00:00:00.000000000,large
4242,sh,t0031266,Rent Change,12/1/2017,TH5971,11/23/2016,,743.0,0,1006,3,1.5,0.0,,large
4243,sh,t0031266,Rent Change,12/31/2017,TH5971,11/23/2016,,760.0,0,1006,3,1.5,17.0,,large
4244,ce,t0031274,Rent Change,11/5/2016,C5305E,12/1/2016,,657.0,0,675,1,1.0,0.0,,medium
4245,ce,t0031274,Rent Change,11/17/2016,C5269K,11/20/2016,,677.0,0,675,1,1.0,20.0,,medium
4246,ce,t0031274,Rent Change,10/31/2017,C5269K,11/19/2016,,681.0,0,675,1,1.0,4.0,,medium
4247,ce,t0031274,Rent Change,12/1/2017,C5269K,11/19/2016,11/19/2018,687.0,1,675,1,1.0,6.0,353 days 00:00:00.000000000,medium
4248,ce,t0031285,Rent Change,12/31/2017,C5254B,12/31/2016,,758.0,0,955,2,2.0,0.0,,medium
4249,ce,t0031285,Rent Change,11/30/2018,C5254B,12/31/2016,,763.0,0,955,2,2.0,5.0,,medium
4250,ce,t0031285,Rent Change,12/31/2018,C5254B,12/31/2016,,899.0,0,955,2,2.0,136.0,,medium
4251,sh,t0031294,Rent Change,10/31/2017,SH5914,11/15/2016,,722.0,0,1006,2,1.5,0.0,,large
4252,sh,t0031294,Rent Change,12/1/2017,SH5914,11/15/2016,11/15/2017,734.0,1,1006,2,1.5,12.0,-16 days +00:00:00.000000000,large
4253,ce,t0031318,Rent Change,11/30/2016,M0018F,10/27/2016,10/9/2017,748.0,1,875,2,1.5,0.0,313 days 00:00:00.000000000,medium
4254,sh,t0031319,Rent Change,6/30/2017,AC1099,8/10/2017,5/14/2018,1195.0,1,1350,2,1.5,0.0,318 days 00:00:00.000000000,large
4255,sh,t0031330,Rent Change,11/28/2016,TT1211,11/28/2016,,995.0,0,1350,2,1.5,0.0,,large
4256,sh,t0031330,Rent Change,12/31/2017,TT1211,11/28/2016,7/5/2018,1040.0,1,1350,2,1.5,45.0,186 days 00:00:00.000000000,large
4257,ce,t0031362,Rent Change,12/1/2017,C0003J,11/30/2016,,779.0,0,905,2,1.0,0.0,,medium
4258,ce,t0031362,Rent Change,10/31/2018,C0003J,11/30/2016,,782.0,0,905,2,1.0,3.0,,medium
4259,ce,t0031362,Rent Change,11/30/2018,C0003J,11/30/2016,,859.0,0,905,2,1.0,77.0,,medium
4260,sh,t0031371,Rent Change,12/1/2017,WC5956S,11/22/2016,,646.0,0,963,2,1.5,0.0,,medium
4261,sh,t0031371,Rent Change,12/31/2017,WC5956S,11/22/2016,,656.0,0,963,2,1.5,10.0,,medium
4262,sh,t0031371,Rent Change,12/31/2018,WC5956S,11/22/2016,,715.0,0,963,2,1.5,59.0,,medium
4263,ce,t0031377,Rent Change,12/31/2016,C5305E,12/10/2016,,657.0,0,675,1,1.0,0.0,,medium
4264,ce,t0031377,Rent Change,12/1/2017,C5305E,12/10/2016,,671.0,0,675,1,1.0,14.0,,medium
4265,ce,t0031377,Rent Change,12/31/2017,C5305E,12/10/2016,12/9/2018,677.0,1,675,1,1.0,6.0,343 days 00:00:00.000000000,medium
4266,ce,t0031394,Rent Change,12/31/2016,M0038C,12/10/2016,,738.0,0,875,2,1.5,0.0,,medium
4267,ce,t0031394,Rent Change,12/1/2017,M0038C,12/10/2016,,752.0,0,875,2,1.5,14.0,,medium
4268,ce,t0031394,Rent Change,12/31/2017,M0038C,12/10/2016,12/9/2018,758.0,1,875,2,1.5,6.0,343 days 00:00:00.000000000,medium
4269,ce,t0031409,Rent Change,12/2/2016,C0007A,12/31/2016,12/2/2017,657.0,1,675,1,1.0,0.0,365 days 00:00:00.000000000,medium
4270,ce,t0031423,Rent Change,12/1/2017,C0003K,11/30/2016,6/16/2018,779.0,1,905,2,1.0,0.0,197 days 00:00:00.000000000,medium
4271,ce,t0031432,Rent Change,1/31/2017,S1458C,1/7/2017,,657.0,0,675,1,1.0,0.0,,medium
4272,ce,t0031432,Rent Change,6/30/2017,S1458C,1/7/2017,8/4/2017,679.0,1,675,1,1.0,22.0,35 days 00:00:00.000000000,medium
4273,sh,t0031451,Rent Change,1/31/2018,TH5765,12/30/2016,,740.0,0,1006,2,1.5,0.0,,large
4274,ce,t0031452,Rent Change,12/12/2016,C5303L,1/20/2017,,667.0,0,675,1,1.0,0.0,,medium
4275,ce,t0031452,Rent Change,12/31/2016,C5252C,1/20/2017,,718.0,0,905,1,1.0,51.0,,medium
4276,sh,t0031474,Rent Change,12/7/2016,FT5862G,12/31/2017,2/1/2018,599.0,1,932,2,1.0,0.0,421 days 00:00:00.000000000,medium
4277,ce,t0031476,Rent Change,1/31/2018,C5322J,12/31/2016,12/31/2018,697.0,1,675,1,1.0,0.0,334 days 00:00:00.000000000,medium
4278,sh,t0031481,Rent Change,1/31/2018,TH5821,12/29/2016,,740.0,0,1006,2,1.5,0.0,,large
4279,ce,t0031484,Rent Change,12/31/2017,M0005D,1/23/2017,,660.0,0,635,1,1.0,0.0,,medium
4280,ce,t0031484,Rent Change,1/31/2018,M0005D,1/23/2017,,719.0,0,635,1,1.0,59.0,,medium
4281,ce,t0031503,Rent Change,12/31/2017,S1500-7E,12/16/2016,,1064.0,0,1400,3,2.5,0.0,,large
4282,ce,t0031503,Rent Change,12/31/2018,S1500-7E,12/16/2016,,1209.0,0,1400,3,2.5,145.0,,large
4283,sh,t0031504,Rent Change,12/6/2016,FT5773,12/24/2016,,1120.0,0,1350,2,1.5,0.0,,large
4284,sh,t0031504,Rent Change,7/31/2017,FT5773,12/22/2016,1/31/2018,1100.0,1,1350,2,1.5,-20.0,184 days 00:00:00.000000000,large
4285,sh,t0031520,Rent Change,12/31/2017,TH5967,12/23/2016,,744.0,0,1006,3,1.5,0.0,,large
4286,sh,t0031520,Rent Change,1/31/2018,TH5967,12/23/2016,,765.0,0,1006,3,1.5,21.0,,large
4287,ce,t0031528,Rent Change,12/1/2017,M0024F,12/29/2016,,750.0,0,875,2,1.5,0.0,,medium
4288,ce,t0031528,Rent Change,12/31/2017,M0024F,12/29/2016,,768.0,0,875,2,1.5,18.0,,medium
4289,ce,t0031528,Rent Change,11/30/2018,M0024F,12/29/2016,,770.0,0,875,2,1.5,2.0,,medium
4290,ce,t0031528,Rent Change,12/31/2018,M0024F,12/29/2016,,799.0,0,875,2,1.5,29.0,,medium
4291,ce,t0031558,Rent Change,10/31/2017,C0007K,9/27/2017,,657.0,0,675,1,1.0,0.0,,medium
4292,ce,t0031558,Rent Change,12/31/2017,C0007K,9/27/2017,5/2/2018,667.0,1,675,1,1.0,10.0,122 days 00:00:00.000000000,medium
4293,sh,t0031564,Rent Change,2/15/2018,SH5853,2/13/2018,,775.0,0,1006,2,1.5,0.0,,large
4295,sh,t0031564,Rent Change,3/31/2018,SH5853,2/13/2018,,1198.0,0,1006,2,1.5,-176.0,,large
4297,sh,t0031565,Rent Change,12/22/2016,FT5880M,12/30/2016,,620.0,0,984,2,1.0,0.0,,medium
4298,sh,t0031587,Rent Change,12/16/2016,FT5880M,12/31/2016,,620.0,0,984,2,1.0,0.0,,medium
4299,sh,t0031587,Rent Change,12/20/2016,SH5908,12/26/2016,12/4/2017,709.0,1,1006,2,1.5,89.0,349 days 00:00:00.000000000,large
4300,sh,t0031594,Rent Change,1/31/2018,WC5933V,12/29/2016,,671.0,0,963,2,1.5,0.0,,medium
4301,ce,t0031602,Rent Change,12/31/2017,M0006A,1/2/2017,2/6/2018,918.0,1,875,2,1.5,0.0,37 days 00:00:00.000000000,medium
4302,sh,t0031603,Rent Change,1/6/2017,SH5863,3/21/2017,,709.0,0,1006,2,1.5,0.0,,large
4303,sh,t0031603,Rent Change,1/6/2017,WAIT-2B,4/3/2017,,609.0,0,930,0,,-100.0,,medium
4304,sh,t0031603,Rent Change,1/6/2017,WAIT-2B,4/3/2017,,609.0,0,950,2,,0.0,,medium
4305,ce,t0031620,Rent Change,12/31/2017,S1500-5C,1/14/2017,,819.0,0,955,2,1.5,0.0,,medium
4306,ce,t0031620,Rent Change,1/31/2018,S1500-5C,1/14/2017,,834.0,0,955,2,1.5,15.0,,medium
4307,ce,t0031620,Rent Change,12/31/2018,S1500-5C,1/14/2017,,855.0,0,955,2,1.5,21.0,,medium
4308,sh,t0031626,Rent Change,12/29/2016,TH5769,1/31/2017,,824.0,0,1006,2,1.5,0.0,,large
4309,sh,t0031626,Rent Change,1/3/2017,TH5836,1/31/2017,,709.0,0,1006,2,1.5,-115.0,,large
4310,sh,t0031626,Rent Change,1/12/2017,WC5960N,1/20/2017,12/12/2017,641.0,1,963,2,1.5,-68.0,334 days 00:00:00.000000000,medium
4311,sh,t0031673,Rent Change,1/31/2018,TH5836,1/13/2017,,738.0,0,1006,2,1.5,0.0,,large
4312,sh,t0031673,Rent Change,2/28/2018,TH5836,1/13/2017,8/20/2018,760.0,1,1006,2,1.5,22.0,173 days 00:00:00.000000000,large
4313,sh,t0031687,Rent Change,12/31/2017,FT5906K,1/12/2017,2/12/2018,619.0,1,932,2,1.0,0.0,43 days 00:00:00.000000000,medium
4314,sh,t0031688,Rent Change,1/31/2018,WC5933O,1/5/2017,,671.0,0,963,2,1.5,0.0,,medium
4315,sh,t0031688,Rent Change,2/28/2018,WC5933O,1/5/2017,,675.0,0,963,2,1.5,4.0,,medium
4316,ce,t0031690,Rent Change,1/31/2017,S1454J,1/4/2017,5/1/2017,644.0,1,675,1,1.0,0.0,90 days 00:00:00.000000000,medium
4317,ce,t0031694,Rent Change,12/31/2017,M0026A,1/14/2017,,748.0,0,875,2,1.5,0.0,,medium
4318,ce,t0031694,Rent Change,1/31/2018,M0026A,1/14/2017,,763.0,0,875,2,1.5,15.0,,medium
4319,ce,t0031695,Rent Change,1/4/2017,C5303C,1/28/2017,5/31/2017,647.0,1,675,1,1.0,0.0,147 days 00:00:00.000000000,medium
4320,sh,t0031706,Rent Change,1/31/2017,WC5966G,1/7/2017,,1282.0,0,963,2,1.5,0.0,,medium
4322,ce,t0031748,Rent Change,1/18/2017,C5303L,2/14/2017,8/1/2017,667.0,1,675,1,1.0,0.0,195 days 00:00:00.000000000,medium
4323,sh,t0031754,Rent Change,1/16/2017,WAIT-2A,1/20/2017,,599.0,0,895,0,,0.0,,medium
4324,sh,t0031754,Rent Change,1/16/2017,WAIT-2A,1/20/2017,,599.0,0,932,2,,0.0,,medium
4325,sh,t0031775,Rent Change,1/18/2017,AC1047,2/15/2017,,1210.0,0,1350,3,1.5,0.0,,large
4326,sh,t0031775,Rent Change,2/8/2017,AC1120,4/10/2017,,1010.0,0,1350,3,1.5,-200.0,,large
4327,sh,t0031784,Rent Change,2/13/2017,TT1183,3/30/2017,,995.0,0,1350,2,1.5,0.0,,large
4328,sh,t0031784,Rent Change,2/28/2018,TT1183,3/30/2017,,1002.0,0,1350,2,1.5,7.0,,large
4329,sh,t0031784,Rent Change,3/31/2018,TT1183,3/30/2017,,1095.0,0,1350,2,1.5,93.0,,large
4330,ce,t0031826,Rent Change,1/25/2017,C5303J,1/27/2017,,667.0,0,675,1,1.0,0.0,,medium
4331,ce,t0031826,Rent Change,6/30/2017,C5303J,1/27/2017,,668.0,0,675,1,1.0,1.0,,medium
4332,ce,t0031826,Rent Change,7/31/2017,C5303J,1/27/2017,1/23/2018,677.0,1,675,1,1.0,9.0,176 days 00:00:00.000000000,medium
4333,ce,t0031829,Rent Change,1/31/2018,C5252C,2/25/2017,,735.0,0,905,1,1.0,0.0,,medium
4334,ce,t0031829,Rent Change,2/28/2018,C5252C,2/25/2017,5/1/2018,839.0,1,905,1,1.0,104.0,62 days 00:00:00.000000000,medium
4335,ce,t0031832,Rent Change,1/27/2017,C5322D,2/4/2017,,667.0,0,675,1,1.0,0.0,,medium
4336,ce,t0031832,Rent Change,1/31/2018,C5322D,2/6/2017,,692.0,0,675,1,1.0,25.0,,medium
4337,ce,t0031832,Rent Change,2/28/2018,C5322D,2/6/2017,,697.0,0,675,1,1.0,5.0,,medium
4338,ce,t0031835,Rent Change,1/31/2018,S1500-6G,2/17/2017,,781.0,0,955,2,1.0,0.0,,medium
4339,ce,t0031835,Rent Change,2/28/2018,S1500-6G,2/17/2017,,799.0,0,955,2,1.0,18.0,,medium
4340,sh,t0031844,Rent Change,1/30/2017,TH5826,1/31/2017,,709.0,0,1006,2,1.5,0.0,,large
4341,sh,t0031844,Rent Change,1/30/2017,SH5826,1/31/2017,2/7/2018,735.0,1,1006,3,1.5,26.0,373 days 00:00:00.000000000,large
4342,sh,t0031847,Rent Change,2/28/2018,FT5892B,2/1/2017,,650.0,0,984,2,1.0,0.0,,medium
4343,ce,t0031859,Rent Change,1/31/2018,C5307E,2/24/2017,,660.0,0,675,1,1.0,0.0,,medium
4344,ce,t0031859,Rent Change,2/28/2018,C5307E,2/24/2017,,672.0,0,675,1,1.0,12.0,,medium
4345,ce,t0031907,Rent Change,3/1/2017,S1500-1H,4/8/2017,,789.0,0,955,2,2.0,0.0,,medium
4346,ce,t0031913,Rent Change,2/2/2017,S1500-5F,2/25/2017,,799.0,0,955,2,1.5,0.0,,medium
4347,ce,t0031913,Rent Change,1/31/2018,S1500-5F,2/25/2017,,803.0,0,955,2,1.5,4.0,,medium
4348,ce,t0031913,Rent Change,2/28/2018,S1500-5F,2/25/2017,,829.0,0,955,2,1.5,26.0,,medium
4349,ce,t0031913,Rent Change,9/30/2018,S1500-5F,2/25/2017,,840.0,0,955,2,1.5,11.0,,medium
4350,ce,t0031913,Rent Change,11/30/2018,S1500-5F,2/25/2017,,829.0,0,955,2,1.5,-11.0,,medium
4351,sh,t0031938,Rent Change,3/31/2018,WC5970C,3/17/2017,,633.0,0,950,2,1.0,0.0,,medium
4352,sh,t0031938,Rent Change,4/30/2018,WC5970C,3/17/2017,,659.0,0,950,2,1.0,26.0,,medium
4353,sh,t0031966,Rent Change,2/16/2017,SH5824,3/1/2017,,735.0,0,1006,3,1.5,0.0,,large
4354,sh,t0032272,Rent Change,3/3/2017,AC1116,3/20/2017,10/9/2017,1010.0,1,1350,3,1.5,0.0,220 days 00:00:00.000000000,large
4355,sh,t0032273,Rent Change,1/31/2018,SH5843,2/20/2017,,725.0,0,1006,2,1.5,0.0,,large
4356,sh,t0032273,Rent Change,2/28/2018,SH5843,2/20/2017,,760.0,0,1006,2,1.5,35.0,,large
4357,sh,t0032287,Rent Change,2/13/2017,TH5787,2/28/2017,,709.0,0,1006,2,1.5,0.0,,large
4358,sh,t0032287,Rent Change,2/14/2017,SH5808,2/28/2017,12/14/2017,735.0,1,1006,3,1.5,26.0,303 days 00:00:00.000000000,large
4359,ce,t0032288,Rent Change,6/30/2017,C5326K,6/1/2017,,657.0,0,675,1,1.0,0.0,,medium
4360,ce,t0032288,Rent Change,2/28/2018,C5326K,6/1/2017,,687.0,0,675,1,1.0,30.0,,medium
4361,sh,t0032334,Rent Change,1/31/2018,WC5956I,2/25/2017,,645.0,0,963,2,1.5,0.0,,medium
