,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Lenght of Stay,Vacancy
72282,sh,t0028978,Rent Change,2016-04-20,WC5950I,2016-04-25,,639.0,0.0,,0
72283,sh,t0028978,Rent Change,2016-04-20,WC5950I,2016-04-25,,639.0,0.0,,0
72284,sh,t0028978,Rent Change,2016-04-20,WC5950I,2016-04-25,,639.0,0.0,,0
72285,sh,t0028978,Rent Change,2016-04-20,WC5950I,2016-04-25,,639.0,0.0,,0
72290,sh,t0028978,Rent Change,2016-04-25,WC5956N,2016-04-28,,628.0,0.0,,0
72291,sh,t0028978,Rent Change,2016-04-25,WC5956N,2016-04-28,,628.0,0.0,,0
72292,sh,t0028978,Rent Change,2016-04-25,WC5956N,2016-04-28,,628.0,0.0,,0
72293,sh,t0028978,Rent Change,2016-04-25,WC5956N,2016-04-28,,628.0,0.0,,0
72318,sh,t0028978,Rent Change,2017-05-31,WC5956N,2016-04-30,,653.0,0.0,,0
72319,sh,t0028978,Rent Change,2017-05-31,WC5956N,2016-04-30,,653.0,0.0,,0
72320,sh,t0028978,Rent Change,2017-05-31,WC5956N,2016-04-30,,653.0,0.0,,0
72321,sh,t0028978,Rent Change,2017-05-31,WC5956N,2016-04-30,,653.0,0.0,,0
72326,sh,t0028978,Rent Change,2018-05-31,WC5956N,2016-04-30,,692.18,0.0,,0
72327,sh,t0028978,Rent Change,2018-05-31,WC5956N,2016-04-30,,692.18,0.0,,0
72328,sh,t0028978,Rent Change,2018-05-31,WC5956N,2016-04-30,,692.18,0.0,,0
72329,sh,t0028978,Rent Change,2018-05-31,WC5956N,2016-04-30,,692.18,0.0,,0
72344,ce,t0029024,Rent Change,2016-04-04,M0028A,2016-05-21,,714.0,0.0,,0
72345,ce,t0029024,Rent Change,2016-04-04,M0028A,2016-05-21,,714.0,0.0,,0
72358,ce,t0029024,Rent Change,2016-06-30,M0028A,2016-06-03,,699.0,0.0,,0
72359,ce,t0029024,Rent Change,2016-06-30,M0028A,2016-06-03,,699.0,0.0,,0
72374,ce,t0029024,Move Out,2018-04-26,M0028A,2016-06-03,2018-04-13,699.0,0.0,679 days 00:00:00.000000000,1
72375,ce,t0029024,Move Out,2018-04-26,M0028A,2016-06-03,2018-04-13,699.0,0.0,679 days 00:00:00.000000000,1
72382,ce,t0029024,Move Out,2018-04-26,M0028A,2016-06-03,2018-04-06,699.0,0.0,672 days 00:00:00.000000000,1
72383,ce,t0029024,Move Out,2018-04-26,M0028A,2016-06-03,2018-04-06,699.0,0.0,672 days 00:00:00.000000000,1
72410,sh,t0029033,Rent Change,2017-04-30,FT5892G,2016-04-15,,621.0,0.0,,0
72411,sh,t0029033,Rent Change,2017-04-30,FT5892G,2016-04-15,,621.0,0.0,,0
72412,sh,t0029033,Rent Change,2017-04-30,FT5892G,2016-04-15,,621.0,0.0,,0
72413,sh,t0029033,Rent Change,2017-05-31,FT5892G,2016-04-15,,633.0,0.0,,0
72414,sh,t0029033,Rent Change,2017-05-31,FT5892G,2016-04-15,,633.0,0.0,,0
72415,sh,t0029033,Rent Change,2017-05-31,FT5892G,2016-04-15,,633.0,0.0,,0
72419,sh,t0029033,Rent Change,2018-05-31,FT5892G,2016-04-15,,670.98,0.0,,0
72420,sh,t0029033,Rent Change,2018-05-31,FT5892G,2016-04-15,,670.98,0.0,,0
72421,sh,t0029033,Rent Change,2018-05-31,FT5892G,2016-04-15,,670.98,0.0,,0
72450,ce,t0028963,Rent Change,2017-03-31,C5322B,2016-04-15,,644.0,0.0,,0
72451,ce,t0028963,Rent Change,2017-03-31,C5322B,2016-04-15,,644.0,0.0,,0
72452,ce,t0028963,Rent Change,2017-03-31,C5322B,2016-04-15,,644.0,0.0,,0
72453,ce,t0028963,Rent Change,2017-03-31,C5322B,2016-04-15,,644.0,0.0,,0
72454,ce,t0028963,Rent Change,2017-04-30,C5322B,2016-04-15,,657.0,0.0,,0
72455,ce,t0028963,Rent Change,2017-04-30,C5322B,2016-04-15,,657.0,0.0,,0
72456,ce,t0028963,Rent Change,2017-04-30,C5322B,2016-04-15,,657.0,0.0,,0
72457,ce,t0028963,Rent Change,2017-04-30,C5322B,2016-04-15,,657.0,0.0,,0
72462,ce,t0028963,Rent Change,2018-03-31,C5322B,2016-04-15,,675.0,0.0,,0
72463,ce,t0028963,Rent Change,2018-03-31,C5322B,2016-04-15,,675.0,0.0,,0
72464,ce,t0028963,Rent Change,2018-03-31,C5322B,2016-04-15,,675.0,0.0,,0
72465,ce,t0028963,Rent Change,2018-03-31,C5322B,2016-04-15,,675.0,0.0,,0
72466,ce,t0028963,Rent Change,2018-04-30,C5322B,2016-04-15,,690.0,0.0,,0
72467,ce,t0028963,Rent Change,2018-04-30,C5322B,2016-04-15,,690.0,0.0,,0
72468,ce,t0028963,Rent Change,2018-04-30,C5322B,2016-04-15,,690.0,0.0,,0
72469,ce,t0028963,Rent Change,2018-04-30,C5322B,2016-04-15,,690.0,0.0,,0
72490,sh,t0029064,Rent Change,2017-04-30,FT5833,2016-04-15,,1005.0,0.0,,0
72491,sh,t0029064,Rent Change,2017-04-30,FT5833,2016-04-15,,1005.0,0.0,,0
72494,sh,t0029064,Rent Change,2017-05-31,FT5833,2016-04-15,2017-07-29,1020.0,0.0,470 days 00:00:00.000000000,0
72495,sh,t0029064,Rent Change,2017-05-31,FT5833,2016-04-15,2017-07-29,1020.0,0.0,470 days 00:00:00.000000000,0
72496,sh,t0029064,Move Out,2017-07-31,FT5833,2016-04-15,2017-07-29,1020.0,0.0,470 days 00:00:00.000000000,1
72497,sh,t0029064,Move Out,2017-07-31,FT5833,2016-04-15,2017-07-29,1020.0,0.0,470 days 00:00:00.000000000,1
72520,sh,t0029117,Rent Change,2017-04-30,SH5841,2016-04-15,,707.0,0.0,,0
72521,sh,t0029117,Rent Change,2017-04-30,SH5841,2016-04-15,,707.0,0.0,,0
72522,sh,t0029117,Rent Change,2017-04-30,SH5841,2016-04-15,,707.0,0.0,,0
72523,sh,t0029117,Rent Change,2017-05-31,SH5841,2016-04-15,,720.0,0.0,,0
72524,sh,t0029117,Rent Change,2017-05-31,SH5841,2016-04-15,,720.0,0.0,,0
72525,sh,t0029117,Rent Change,2017-05-31,SH5841,2016-04-15,,720.0,0.0,,0
72529,sh,t0029117,Rent Change,2018-05-31,SH5841,2016-04-15,,763.2,0.0,,0
72530,sh,t0029117,Rent Change,2018-05-31,SH5841,2016-04-15,,763.2,0.0,,0
72531,sh,t0029117,Rent Change,2018-05-31,SH5841,2016-04-15,,763.2,0.0,,0
72549,ce,t0028409,Rent Change,2017-04-30,C5324G,2016-04-16,,667.0,0.0,,0
72551,ce,t0028409,Move Out,2018-04-16,C5324G,2016-04-16,2018-04-15,667.0,0.0,729 days 00:00:00.000000000,1
72570,ce,t0028429,Rent Change,2017-03-31,C5250F,2016-04-16,,724.0,0.0,,0
72571,ce,t0028429,Rent Change,2017-03-31,C5250F,2016-04-16,,724.0,0.0,,0
72576,ce,t0028429,Rent Change,2017-04-30,C5250F,2016-04-16,2017-06-05,709.0,0.0,415 days 00:00:00.000000000,0
72577,ce,t0028429,Rent Change,2017-04-30,C5250F,2016-04-16,2017-06-05,709.0,0.0,415 days 00:00:00.000000000,0
72578,ce,t0028429,Move Out,2017-06-07,C5250F,2016-04-16,2017-06-05,709.0,0.0,415 days 00:00:00.000000000,1
72579,ce,t0028429,Move Out,2017-06-07,C5250F,2016-04-16,2017-06-05,709.0,0.0,415 days 00:00:00.000000000,1
72589,ce,t0028844,Rent Change,2016-03-21,M0014C,2016-04-16,,719.0,0.0,,0
72601,sh,t0027815,Rent Change,2017-04-30,WC5933I,2016-04-19,,638.0,0.0,,0
72602,sh,t0027815,Rent Change,2017-04-30,WC5933I,2016-04-19,,638.0,0.0,,0
72603,sh,t0027815,Rent Change,2017-04-30,WC5933I,2016-04-19,,638.0,0.0,,0
72604,sh,t0027815,Rent Change,2017-05-31,WC5933I,2016-04-19,,653.0,0.0,,0
72605,sh,t0027815,Rent Change,2017-05-31,WC5933I,2016-04-19,,653.0,0.0,,0
72606,sh,t0027815,Rent Change,2017-05-31,WC5933I,2016-04-19,,653.0,0.0,,0
72613,sh,t0027815,Move Out,2018-05-22,WC5933I,2016-04-19,2018-05-19,653.0,0.0,760 days 00:00:00.000000000,1
72614,sh,t0027815,Move Out,2018-05-22,WC5933I,2016-04-19,2018-05-19,653.0,0.0,760 days 00:00:00.000000000,1
72615,sh,t0027815,Move Out,2018-05-22,WC5933I,2016-04-19,2018-05-19,653.0,0.0,760 days 00:00:00.000000000,1
72637,sh,t0027815,Rent Change,2016-03-28,WC5933I,2016-06-17,,628.0,0.0,,0
72638,sh,t0027815,Rent Change,2016-03-28,WC5933I,2016-06-17,,628.0,0.0,,0
72639,sh,t0027815,Rent Change,2016-03-28,WC5933I,2016-06-17,,628.0,0.0,,0
72647,mpg,t0034182,Rent Change,2018-04-30,1976-02A,2016-04-19,,1100.0,0.0,,0
72658,sh,t0039638,Rent Change,2017-04-30,FT5880I,2016-04-20,,615.0,0.0,,0
72659,sh,t0039638,Rent Change,2017-04-30,FT5880I,2016-04-20,,615.0,0.0,,0
72660,sh,t0039638,Rent Change,2017-05-31,FT5880I,2016-04-20,,633.0,0.0,,0
72661,sh,t0039638,Rent Change,2017-05-31,FT5880I,2016-04-20,,633.0,0.0,,0
72670,sh,t0039638,Move Out,2018-06-22,FT5880I,2016-04-20,2018-06-22,633.0,0.0,793 days 00:00:00.000000000,1
72671,sh,t0039638,Move Out,2018-06-22,FT5880I,2016-04-20,2018-06-22,633.0,0.0,793 days 00:00:00.000000000,1
72689,ce,t0039204,Rent Change,2016-03-11,M0036B,2016-04-22,,699.0,0.0,,0
72690,ce,t0039204,Rent Change,2016-03-11,M0036B,2016-04-22,,699.0,0.0,,0
72691,ce,t0039204,Rent Change,2016-03-11,M0036B,2016-04-22,,699.0,0.0,,0
72707,ce,t0039204,Rent Change,2017-03-31,M0036B,2016-04-22,,707.0,0.0,,0
72708,ce,t0039204,Rent Change,2017-03-31,M0036B,2016-04-22,,707.0,0.0,,0
72709,ce,t0039204,Rent Change,2017-03-31,M0036B,2016-04-22,,707.0,0.0,,0
72710,ce,t0039204,Rent Change,2017-04-30,M0036B,2016-04-22,,728.0,0.0,,0
72711,ce,t0039204,Rent Change,2017-04-30,M0036B,2016-04-22,,728.0,0.0,,0
72712,ce,t0039204,Rent Change,2017-04-30,M0036B,2016-04-22,,728.0,0.0,,0
72731,ce,t0039204,Move Out,2018-06-06,M0036B,2016-04-22,2018-06-02,728.0,0.0,771 days 00:00:00.000000000,1
72732,ce,t0039204,Move Out,2018-06-06,M0036B,2016-04-22,2018-06-02,728.0,0.0,771 days 00:00:00.000000000,1
72733,ce,t0039204,Move Out,2018-06-06,M0036B,2016-04-22,2018-06-02,728.0,0.0,771 days 00:00:00.000000000,1
72748,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-04-22,,699.0,0.0,,0
72749,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-04-22,,699.0,0.0,,0
72750,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-04-22,,699.0,0.0,,0
72751,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-04-22,,699.0,0.0,,0
72752,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-04-22,,699.0,0.0,,0
72753,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-04-22,,699.0,0.0,,0
72754,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-04-22,,699.0,0.0,,0
72755,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-04-22,,699.0,0.0,,0
72772,ce,t0028946,Rent Change,2016-06-06,M0018C,2016-04-22,,724.0,0.0,,0
72773,ce,t0028946,Rent Change,2016-06-06,M0018C,2016-04-22,,724.0,0.0,,0
72774,ce,t0028946,Rent Change,2016-06-06,M0018C,2016-04-22,,724.0,0.0,,0
72775,ce,t0028946,Rent Change,2016-06-06,M0018C,2016-04-22,,724.0,0.0,,0
72776,ce,t0028946,Rent Change,2016-06-06,M0018C,2016-04-22,,724.0,0.0,,0
72777,ce,t0028946,Rent Change,2016-06-06,M0018C,2016-04-22,,724.0,0.0,,0
72778,ce,t0028946,Rent Change,2016-06-06,M0018C,2016-04-22,,724.0,0.0,,0
72779,ce,t0028946,Rent Change,2016-06-06,M0018C,2016-04-22,,724.0,0.0,,0
72788,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-05-01,,714.0,0.0,,0
72789,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-05-01,,714.0,0.0,,0
72790,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-05-01,,714.0,0.0,,0
72791,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-05-01,,714.0,0.0,,0
72792,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-05-01,,714.0,0.0,,0
72793,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-05-01,,714.0,0.0,,0
72794,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-05-01,,714.0,0.0,,0
72795,ce,t0028946,Rent Change,2016-04-05,M0022A,2016-05-01,,714.0,0.0,,0
72836,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72837,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72838,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72839,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72840,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72841,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72842,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72843,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72852,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72853,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72854,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72855,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72856,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72857,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72858,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72859,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72868,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72869,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72870,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72871,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72872,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72873,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72874,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72875,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,714.0,0.0,,0
72876,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72877,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72878,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72879,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72880,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72881,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72882,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72883,ce,t0028946,Rent Change,2016-05-17,M0026A,2016-06-14,,699.0,0.0,,0
72908,ce,t0028946,Rent Change,2016-06-17,S1500-2C,2016-06-24,,754.0,0.0,,0
72909,ce,t0028946,Rent Change,2016-06-17,S1500-2C,2016-06-24,,754.0,0.0,,0
72910,ce,t0028946,Rent Change,2016-06-17,S1500-2C,2016-06-24,,754.0,0.0,,0
72911,ce,t0028946,Rent Change,2016-06-17,S1500-2C,2016-06-24,,754.0,0.0,,0
72912,ce,t0028946,Rent Change,2016-06-17,S1500-2C,2016-06-24,,754.0,0.0,,0
72913,ce,t0028946,Rent Change,2016-06-17,S1500-2C,2016-06-24,,754.0,0.0,,0
72914,ce,t0028946,Rent Change,2016-06-17,S1500-2C,2016-06-24,,754.0,0.0,,0
72915,ce,t0028946,Rent Change,2016-06-17,S1500-2C,2016-06-24,,754.0,0.0,,0
72980,ce,t0028946,Move Out,2017-06-26,S1500-2A,2016-06-24,2017-06-23,754.0,0.0,364 days 00:00:00.000000000,1
72981,ce,t0028946,Move Out,2017-06-26,S1500-2A,2016-06-24,2017-06-23,754.0,0.0,364 days 00:00:00.000000000,1
72982,ce,t0028946,Move Out,2017-06-26,S1500-2A,2016-06-24,2017-06-23,754.0,0.0,364 days 00:00:00.000000000,1
72983,ce,t0028946,Move Out,2017-06-26,S1500-2A,2016-06-24,2017-06-23,754.0,0.0,364 days 00:00:00.000000000,1
72984,ce,t0028946,Move Out,2017-06-26,S1500-2A,2016-06-24,2017-06-23,754.0,0.0,364 days 00:00:00.000000000,1
72985,ce,t0028946,Move Out,2017-06-26,S1500-2A,2016-06-24,2017-06-23,754.0,0.0,364 days 00:00:00.000000000,1
72986,ce,t0028946,Move Out,2017-06-26,S1500-2A,2016-06-24,2017-06-23,754.0,0.0,364 days 00:00:00.000000000,1
72987,ce,t0028946,Move Out,2017-06-26,S1500-2A,2016-06-24,2017-06-23,754.0,0.0,364 days 00:00:00.000000000,1
73048,sh,t0029127,Rent Change,2017-04-30,SH5861,2016-04-22,,702.0,0.0,,0
73049,sh,t0029127,Rent Change,2017-04-30,SH5861,2016-04-22,,702.0,0.0,,0
73050,sh,t0029127,Rent Change,2017-05-31,SH5861,2016-04-22,,720.0,0.0,,0
73051,sh,t0029127,Rent Change,2017-05-31,SH5861,2016-04-22,,720.0,0.0,,0
73064,sh,t0029127,Move Out,2018-06-01,SH5861,2016-04-22,2018-05-31,720.0,0.0,769 days 00:00:00.000000000,1
73065,sh,t0029127,Move Out,2018-06-01,SH5861,2016-04-22,2018-05-31,720.0,0.0,769 days 00:00:00.000000000,1
73088,ce,t0029218,Rent Change,2017-03-31,C5271J,2016-04-22,,678.0,0.0,,0
73089,ce,t0029218,Rent Change,2017-03-31,C5271J,2016-04-22,,678.0,0.0,,0
73090,ce,t0029218,Rent Change,2017-04-30,C5271J,2016-04-22,,687.0,0.0,,0
73091,ce,t0029218,Rent Change,2017-04-30,C5271J,2016-04-22,,687.0,0.0,,0
73094,ce,t0029218,Move Out,2018-04-23,C5271J,2016-04-22,2018-04-21,687.0,0.0,729 days 00:00:00.000000000,1
73095,ce,t0029218,Move Out,2018-04-23,C5271J,2016-04-22,2018-04-21,687.0,0.0,729 days 00:00:00.000000000,1
73115,sh,t0028601,Rent Change,2016-02-26,WAIT-2TH,2016-04-26,,695.0,0.0,,0
73116,sh,t0028601,Rent Change,2016-02-26,WAIT-2TH,2016-04-26,,695.0,0.0,,0
73117,sh,t0028601,Rent Change,2016-02-26,WAIT-2TH,2016-04-26,,695.0,0.0,,0
73118,sh,t0028601,Rent Change,2016-02-26,WAIT-2TH,2016-04-26,,695.0,0.0,,0
73119,sh,t0028601,Rent Change,2016-02-26,WAIT-2TH,2016-04-26,,695.0,0.0,,0
73125,sh,t0028601,Rent Change,2016-04-12,TH5818,2016-04-30,,721.0,0.0,,0
73126,sh,t0028601,Rent Change,2016-04-12,TH5818,2016-04-30,,721.0,0.0,,0
73127,sh,t0028601,Rent Change,2016-04-12,TH5818,2016-04-30,,721.0,0.0,,0
73128,sh,t0028601,Rent Change,2016-04-12,TH5818,2016-04-30,,721.0,0.0,,0
73129,sh,t0028601,Rent Change,2016-04-12,TH5818,2016-04-30,,721.0,0.0,,0
73135,sh,t0028601,Rent Change,2016-04-13,SH5861,2016-04-30,,695.0,0.0,,0
73136,sh,t0028601,Rent Change,2016-04-13,SH5861,2016-04-30,,695.0,0.0,,0
73137,sh,t0028601,Rent Change,2016-04-13,SH5861,2016-04-30,,695.0,0.0,,0
73138,sh,t0028601,Rent Change,2016-04-13,SH5861,2016-04-30,,695.0,0.0,,0
73139,sh,t0028601,Rent Change,2016-04-13,SH5861,2016-04-30,,695.0,0.0,,0
73185,sh,t0028601,Rent Change,2017-06-30,TH5785,2016-04-30,,720.0,0.0,,0
73186,sh,t0028601,Rent Change,2017-06-30,TH5785,2016-04-30,,720.0,0.0,,0
73187,sh,t0028601,Rent Change,2017-06-30,TH5785,2016-04-30,,720.0,0.0,,0
73188,sh,t0028601,Rent Change,2017-06-30,TH5785,2016-04-30,,720.0,0.0,,0
73189,sh,t0028601,Rent Change,2017-06-30,TH5785,2016-04-30,,720.0,0.0,,0
73195,sh,t0028601,Rent Change,2018-05-31,TH5785,2016-04-30,,763.2,0.0,,0
73196,sh,t0028601,Rent Change,2018-05-31,TH5785,2016-04-30,,763.2,0.0,,0
73197,sh,t0028601,Rent Change,2018-05-31,TH5785,2016-04-30,,763.2,0.0,,0
73198,sh,t0028601,Rent Change,2018-05-31,TH5785,2016-04-30,,763.2,0.0,,0
73199,sh,t0028601,Rent Change,2018-05-31,TH5785,2016-04-30,,763.2,0.0,,0
73205,sh,t0028601,Move Out,2018-06-18,TH5785,2016-04-30,2018-05-31,763.2,0.0,761 days 00:00:00.000000000,1
73206,sh,t0028601,Move Out,2018-06-18,TH5785,2016-04-30,2018-05-31,763.2,0.0,761 days 00:00:00.000000000,1
73207,sh,t0028601,Move Out,2018-06-18,TH5785,2016-04-30,2018-05-31,763.2,0.0,761 days 00:00:00.000000000,1
73208,sh,t0028601,Move Out,2018-06-18,TH5785,2016-04-30,2018-05-31,763.2,0.0,761 days 00:00:00.000000000,1
73209,sh,t0028601,Move Out,2018-06-18,TH5785,2016-04-30,2018-05-31,763.2,0.0,761 days 00:00:00.000000000,1
73246,sh,t0029098,Rent Change,2017-05-31,WC5933A,2016-04-28,,653.0,0.0,,0
73247,sh,t0029098,Rent Change,2017-05-31,WC5933A,2016-04-28,,653.0,0.0,,0
73248,sh,t0029098,Rent Change,2017-05-31,WC5933A,2016-04-28,,653.0,0.0,,0
73252,sh,t0029098,Rent Change,2018-05-31,WC5933A,2016-04-28,,692.18,0.0,,0
73253,sh,t0029098,Rent Change,2018-05-31,WC5933A,2016-04-28,,692.18,0.0,,0
73254,sh,t0029098,Rent Change,2018-05-31,WC5933A,2016-04-28,,692.18,0.0,,0
73255,sh,t0029098,Rent Change,2018-06-08,WC5933A,2016-04-28,,628.0,0.0,,0
73256,sh,t0029098,Rent Change,2018-06-08,WC5933A,2016-04-28,,628.0,0.0,,0
73257,sh,t0029098,Rent Change,2018-06-08,WC5933A,2016-04-28,,628.0,0.0,,0
73296,ce,t0029122,Rent Change,2017-03-31,M0007B,2016-04-29,,615.0,0.0,,0
73297,ce,t0029122,Rent Change,2017-03-31,M0007B,2016-04-29,,615.0,0.0,,0
73298,ce,t0029122,Rent Change,2017-03-31,M0007B,2016-04-29,,615.0,0.0,,0
73299,ce,t0029122,Rent Change,2017-03-31,M0007B,2016-04-29,,615.0,0.0,,0
73300,ce,t0029122,Rent Change,2017-04-30,M0007B,2016-04-29,,626.0,0.0,,0
73301,ce,t0029122,Rent Change,2017-04-30,M0007B,2016-04-29,,626.0,0.0,,0
73302,ce,t0029122,Rent Change,2017-04-30,M0007B,2016-04-29,,626.0,0.0,,0
73303,ce,t0029122,Rent Change,2017-04-30,M0007B,2016-04-29,,626.0,0.0,,0
73308,ce,t0029122,Rent Change,2018-03-31,M0007B,2016-04-29,,628.0,0.0,,0
73309,ce,t0029122,Rent Change,2018-03-31,M0007B,2016-04-29,,628.0,0.0,,0
73310,ce,t0029122,Rent Change,2018-03-31,M0007B,2016-04-29,,628.0,0.0,,0
73311,ce,t0029122,Rent Change,2018-03-31,M0007B,2016-04-29,,628.0,0.0,,0
73312,ce,t0029122,Rent Change,2018-04-30,M0007B,2016-04-29,,658.0,0.0,,0
73313,ce,t0029122,Rent Change,2018-04-30,M0007B,2016-04-29,,658.0,0.0,,0
73314,ce,t0029122,Rent Change,2018-04-30,M0007B,2016-04-29,,658.0,0.0,,0
73315,ce,t0029122,Rent Change,2018-04-30,M0007B,2016-04-29,,658.0,0.0,,0
73331,sh,t0029221,Rent Change,2016-05-02,TH5825,2016-04-30,,824.0,0.0,,0
73332,sh,t0029221,Rent Change,2016-05-02,TH5825,2016-04-30,,824.0,0.0,,0
73333,sh,t0029221,Rent Change,2016-05-02,TH5825,2016-04-30,,824.0,0.0,,0
73337,sh,t0029221,Rent Change,2016-06-02,TH5825,2016-06-24,,721.0,0.0,,0
73338,sh,t0029221,Rent Change,2016-06-02,TH5825,2016-06-24,,721.0,0.0,,0
73339,sh,t0029221,Rent Change,2016-06-02,TH5825,2016-06-24,,721.0,0.0,,0
73346,sh,t0029221,Rent Change,2016-06-09,WAIT-3TB,2016-06-24,,824.0,0.0,,0
73347,sh,t0029221,Rent Change,2016-06-09,WAIT-3TB,2016-06-24,,824.0,0.0,,0
73348,sh,t0029221,Rent Change,2016-06-09,WAIT-3TB,2016-06-24,,824.0,0.0,,0
73379,sh,t0040133,Rent Change,2017-04-30,FT5841,2016-04-29,,991.0,0.0,,0
73380,sh,t0040133,Rent Change,2017-04-30,FT5841,2016-04-29,,991.0,0.0,,0
73381,sh,t0040133,Rent Change,2017-04-30,FT5841,2016-04-29,,991.0,0.0,,0
73382,sh,t0040133,Rent Change,2017-05-31,FT5841,2016-04-29,,1015.0,0.0,,0
73383,sh,t0040133,Rent Change,2017-05-31,FT5841,2016-04-29,,1015.0,0.0,,0
73384,sh,t0040133,Rent Change,2017-05-31,FT5841,2016-04-29,,1015.0,0.0,,0
73388,sh,t0040133,Rent Change,2018-05-31,FT5841,2016-04-29,,1075.9,0.0,,0
73389,sh,t0040133,Rent Change,2018-05-31,FT5841,2016-04-29,,1075.9,0.0,,0
73390,sh,t0040133,Rent Change,2018-05-31,FT5841,2016-04-29,,1075.9,0.0,,0
73400,sh,t0040133,Move Out,2018-07-09,FT5841,2016-04-29,2018-07-03,1075.9,0.0,795 days 00:00:00.000000000,1
73401,sh,t0040133,Move Out,2018-07-09,FT5841,2016-04-29,2018-07-03,1075.9,0.0,795 days 00:00:00.000000000,1
73402,sh,t0040133,Move Out,2018-07-09,FT5841,2016-04-29,2018-07-03,1075.9,0.0,795 days 00:00:00.000000000,1
73442,sh,t0029274,Rent Change,2016-04-30,SH5757,2016-04-29,,722.0,0.0,,0
73443,sh,t0029274,Rent Change,2016-04-30,SH5757,2016-04-29,,722.0,0.0,,0
73446,sh,t0029274,Rent Change,2017-05-31,SH5757,2016-04-29,,747.0,0.0,,0
73447,sh,t0029274,Rent Change,2017-05-31,SH5757,2016-04-29,,747.0,0.0,,0
73502,sh,t0028609,Rent Change,2016-03-24,WAIT-2V,2016-04-30,,975.0,0.0,,0
73523,sh,t0029189,Rent Change,2017-04-30,TH5823,2016-04-30,,696.0,0.0,,0
73524,sh,t0029189,Rent Change,2017-04-30,TH5823,2016-04-30,,696.0,0.0,,0
