,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Length of Stay,Vacancy,City,State,Zip_Code,SQFT,BedRooms,Bathroom
13622,ce,t0014634,Rent Change,2014-09-01,M0032E,2013-08-30,,750.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13624,ce,t0014634,Rent Change,2015-08-31,M0032E,2013-08-30,,780.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13642,ce,t0038128,Rent Change,2018-12-31,M0032E,2018-01-27,,765.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13648,ce,t0014209,Rent Change,2013-08-01,M0032F,2012-08-01,,675.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13650,ce,t0014209,Rent Change,2013-09-30,M0032F,2012-08-01,,660.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13652,ce,t0014209,Rent Change,2014-11-30,M0032F,2012-08-01,,680.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13654,ce,t0014209,Rent Change,2015-11-30,M0032F,2012-08-01,,719.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13656,ce,t0014209,Rent Change,2016-11-30,M0032F,2012-08-01,,748.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13658,ce,t0014209,Rent Change,2017-12-01,M0032F,2012-08-01,,758.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13660,ce,t0014209,Rent Change,2018-11-30,M0032F,2012-08-01,,790.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13664,ce,t0014210,Rent Change,2013-06-30,M0034A,2001-12-15,,635.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13666,ce,t0014210,Rent Change,2014-06-30,M0034A,2001-12-15,,654.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13668,ce,t0014210,Rent Change,2015-06-30,M0034A,2001-12-15,,674.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13670,ce,t0014210,Rent Change,2016-06-30,M0034A,2001-12-15,,704.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13675,ce,t0014210,Rent Change,2017-06-30,M0034A,2001-12-15,,751.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13676,ce,t0014210,Rent Change,2017-07-31,M0034A,2001-12-15,,728.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13678,ce,t0014210,Rent Change,2018-06-30,M0034A,2001-12-15,,770.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13680,ce,t0014212,Move Out,2018-09-04,M0034C,2010-08-01,2018-08-31,748.0,0.0,2952 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
13685,ce,t0014212,Rent Change,2013-06-30,M0034C,2010-08-01,,655.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13687,ce,t0014212,Rent Change,2014-07-31,M0034C,2010-08-01,,675.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13690,ce,t0014212,Rent Change,2015-08-31,M0034C,2010-08-01,,695.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13694,ce,t0014212,Rent Change,2016-08-31,M0034C,2010-08-01,,734.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13696,ce,t0014212,Rent Change,2017-08-31,M0034C,2010-08-01,,748.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13703,ce,t0014213,Rent Change,2013-06-30,M0034D,2012-05-01,,645.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13704,ce,t0014213,Rent Change,2014-06-30,M0034D,2012-05-01,,664.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13707,ce,t0014213,Rent Change,2015-06-30,M0034D,2012-05-01,,684.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13709,ce,t0014213,Rent Change,2016-06-30,M0034D,2012-05-01,,715.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13711,ce,t0014213,Rent Change,2017-06-30,M0034D,2012-05-01,,738.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13713,ce,t0014213,Rent Change,2018-06-30,M0034D,2012-05-01,,780.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13715,ce,t0014216,Rent Change,2013-09-01,M0036A,2012-09-01,,655.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13719,ce,t0014216,Rent Change,2014-09-30,M0036A,2012-09-01,,665.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13721,ce,t0014216,Rent Change,2015-08-31,M0036A,2012-09-01,,692.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13723,ce,t0014216,Rent Change,2016-08-31,M0036A,2012-09-01,,722.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13725,ce,t0014216,Rent Change,2017-08-31,M0036A,2012-09-01,,727.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13727,ce,t0014216,Rent Change,2018-08-31,M0036A,2012-09-01,,770.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13728,ce,t0014220,Move Out,2015-06-30,M0036E,2012-02-24,2015-06-30,669.0,0.0,1222 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
13734,ce,t0014220,Rent Change,2014-02-28,M0036E,2012-02-24,,669.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13738,ce,t0025504,Rent Change,2015-07-10,M0036E,2015-07-15,,685.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13739,ce,t0025504,Rent Change,2015-07-15,M0036E,2015-07-15,,680.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13744,ce,t0025504,Rent Change,2015-07-31,M0036E,2015-07-15,,685.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13746,ce,t0025504,Rent Change,2016-06-30,M0036E,2015-07-15,,686.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13747,ce,t0025504,Rent Change,2016-07-31,M0036E,2015-07-15,,714.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13749,ce,t0025504,Rent Change,2017-06-30,M0036E,2015-07-15,,732.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13750,ce,t0025504,Rent Change,2017-07-31,M0036E,2015-07-15,,748.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13752,ce,t0025504,Rent Change,2018-06-30,M0036E,2015-07-15,,771.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13753,ce,t0025504,Rent Change,2018-07-31,M0036E,2015-07-15,,790.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13757,ce,t0014222,Rent Change,2014-05-31,M0038A,1995-06-01,,644.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13759,ce,t0014222,Rent Change,2015-05-31,M0038A,1995-06-01,,663.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13761,ce,t0014222,Rent Change,2016-05-31,M0038A,1995-06-01,,699.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13763,ce,t0014222,Rent Change,2017-05-31,M0038A,1995-06-01,,728.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13766,ce,t0014223,Move Out,2015-04-30,M0038B,2010-12-11,2015-04-30,655.0,0.0,1601 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
13771,ce,t0014223,Rent Change,2013-12-31,M0038B,2010-12-11,,655.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13777,ce,t0029820,Rent Change,2017-09-30,M0038B,2016-09-23,2017-11-27,728.0,0.0,430 days 00:00:00.000000000,0,Fairfield,OH,45014,875,2,1.5
13779,ce,t0029820,Move Out,2017-11-04,M0038B,2016-09-23,2017-11-04,728.0,0.0,407 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
13783,ce,t0029820,Rent Change,2017-08-31,M0038B,2016-09-23,2017-10-04,753.0,0.0,376 days 00:00:00.000000000,0,Fairfield,OH,45014,875,2,1.5
13791,ce,t0029820,Rent Change,2016-08-17,M0038B,2016-09-24,,728.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13807,ce,t0037959,Rent Change,2018-11-30,M0038B,2017-12-28,,733.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13808,ce,t0037959,Rent Change,2018-12-31,M0038B,2017-12-28,,770.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13810,ce,t0014226,Move Out,2015-04-30,M0038E,2010-07-18,2015-04-30,695.0,0.0,1747 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
13814,ce,t0014226,Rent Change,2013-09-30,M0038E,2010-07-18,,675.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13817,ce,t0014226,Rent Change,2014-07-31,M0038E,2010-07-18,,695.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13820,ce,t0024836,Move Out,2018-05-17,M0038E,2015-05-15,2018-05-15,738.0,0.0,1096 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
13834,ce,t0024836,Rent Change,2016-05-01,M0038E,2015-05-15,,688.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13835,ce,t0024836,Rent Change,2016-05-31,M0038E,2015-05-15,,699.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13837,ce,t0024836,Rent Change,2017-04-30,M0038E,2015-05-15,,721.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13838,ce,t0024836,Rent Change,2017-05-31,M0038E,2015-05-15,,738.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13844,ce,t0039735,Rent Change,2018-06-30,M0038E,2018-05-30,,830.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13846,ce,t0014227,Move Out,2017-08-31,M0038F,2011-03-24,2017-08-31,744.0,0.0,2352 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
13851,ce,t0014227,Rent Change,2013-06-30,M0038F,2011-03-24,,665.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13853,ce,t0014227,Rent Change,2014-07-31,M0038F,2011-03-24,,685.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13855,ce,t0014227,Rent Change,2015-07-31,M0038F,2011-03-24,,726.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13857,ce,t0014227,Rent Change,2015-08-31,M0038F,2011-03-24,,705.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13859,ce,t0014227,Rent Change,2016-08-31,M0038F,2011-03-24,,744.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13866,ce,t0036299,Rent Change,2017-09-28,M0038F,2017-09-30,,758.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13875,ce,t0036299,Rent Change,2018-10-31,M0038F,2017-10-28,,800.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13877,ce,t0014232,Move Out,2014-06-02,S1454A,2013-05-31,2014-05-31,560.0,0.0,365 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13880,ce,t0014232,Rent Change,2013-04-19,S1454A,2013-05-24,,560.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13889,ce,t0021548,Move Out,2018-06-30,S1454A,2014-06-14,2018-06-30,677.0,0.0,1477 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13900,ce,t0021548,Rent Change,2015-06-30,S1454A,2014-06-14,,627.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13902,ce,t0021548,Rent Change,2016-06-30,S1454A,2014-06-14,,657.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13904,ce,t0021548,Rent Change,2017-06-30,S1454A,2014-06-14,,677.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13906,ce,t0041054,Rent Change,2018-10-26,S1454A,2018-11-30,,675.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13911,ce,t0041054,Rent Change,2018-12-31,S1454A,2018-11-30,,743.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13916,ce,t0021913,Move Out,2015-10-02,M0013F,2014-07-01,2015-10-01,621.0,0.0,457 days 00:00:00.000000000,1,Fairfield,OH,45014,635,1,1.0
13921,ce,t0021913,Move Out,2015-09-30,M0013F,2014-07-01,2015-09-30,621.0,0.0,456 days 00:00:00.000000000,1,Fairfield,OH,45014,635,1,1.0
13924,ce,t0021913,Rent Change,2014-06-30,M0013F,2014-07-01,,603.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
13931,ce,t0021913,Rent Change,2015-06-30,M0013F,2014-07-01,,621.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
13932,ce,t0025279,Rent Change,2015-06-01,M0013F,2015-07-17,,615.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
13937,ce,t0026785,Move Out,2016-11-21,M0013F,2015-11-20,2016-11-19,619.0,0.0,365 days 00:00:00.000000000,1,Fairfield,OH,45014,635,1,1.0
13946,ce,t0026785,Rent Change,2015-10-26,M0013F,,,619.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
13950,ce,t0014235,Move Out,2014-06-09,C0011D,2013-04-13,2014-06-08,0.0,0.0,421 days 00:00:00.000000000,1,Fairfield,OH,45014,905,2,1.0
13957,ce,t0014235,Rent Change,2013-04-26,C0011D,2013-04-13,,0.0,0.0,,0,Fairfield,OH,45014,905,2,1.0
13959,ce,t0014235,Rent Change,2013-04-30,C0011D,2013-04-13,,630.0,0.0,,0,Fairfield,OH,45014,905,2,1.0
13961,ce,t0014235,Rent Change,2014-04-30,C0011D,2013-04-13,,0.0,0.0,,0,Fairfield,OH,45014,905,2,1.0
13964,ce,t0021918,Move Out,2016-07-07,C0011D,2014-07-01,2016-07-05,680.0,0.0,735 days 00:00:00.000000000,1,Fairfield,OH,45014,905,2,1.0
13968,ce,t0021918,Move Out,2016-06-30,C0011D,2014-07-01,2016-06-30,680.0,0.0,730 days 00:00:00.000000000,1,Fairfield,OH,45014,905,2,1.0
13976,ce,t0021918,Rent Change,2015-06-30,C0011D,2014-07-01,,680.0,0.0,,0,Fairfield,OH,45014,905,2,1.0
13984,ce,t0036958,Rent Change,2018-10-31,C0011D,2017-11-01,,799.0,0.0,,0,Fairfield,OH,45014,905,2,1.0
13990,ce,t0014236,Move Out,2016-08-22,C5303K,2013-05-01,2016-08-22,639.0,0.0,1209 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13997,ce,t0014236,Rent Change,2014-04-30,C5303K,2013-05-01,,587.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13999,ce,t0014236,Rent Change,2015-04-30,C5303K,2013-05-01,,619.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14001,ce,t0014236,Rent Change,2016-05-01,C5303K,2013-05-01,,639.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14003,ce,t0030701,Move Out,2017-11-21,C5303K,2016-09-17,2017-11-18,677.0,0.0,427 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14013,ce,t0030701,Rent Change,2017-08-31,C5303K,2016-09-17,,672.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14014,ce,t0030701,Rent Change,2017-09-30,C5303K,2016-09-17,,677.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14019,ce,t0037934,Move Out,2018-12-10,C5303K,2017-12-09,2018-12-08,667.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14022,ce,t0037934,Rent Change,2017-12-07,C5303K,2017-12-09,,667.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14027,ce,t0014238,Move Out,2014-04-30,S1452K,2013-04-12,2014-04-30,580.0,0.0,383 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14032,ce,t0014238,Rent Change,2013-04-26,S1452K,2013-04-12,,0.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14033,ce,t0014238,Rent Change,2013-04-30,S1452K,2013-04-12,,580.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14042,ce,t0014242,Move Out,2014-07-10,M0005D,2013-05-01,2014-07-10,561.0,0.0,435 days 00:00:00.000000000,1,Fairfield,OH,45014,635,1,1.0
14050,ce,t0014242,Rent Change,2014-04-30,M0005D,2013-05-01,,561.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
14054,ce,t0024839,Move Out,2016-05-31,M0005D,2015-04-25,2016-05-30,619.0,0.0,401 days 00:00:00.000000000,1,Fairfield,OH,45014,635,1,1.0
14067,ce,t0024839,Rent Change,2015-11-30,M0005D,2015-04-25,,619.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
14083,ce,t0031484,Rent Change,2017-12-31,M0005D,2017-01-23,,660.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
14084,ce,t0031484,Rent Change,2018-01-31,M0005D,2017-01-23,,719.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
14085,ce,t0041402,Rent Change,2019-01-02,M0005D,2019-02-02,,770.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
14088,ce,t0014246,Move Out,2016-08-31,C05268,2013-06-01,2016-08-31,940.0,0.0,1187 days 00:00:00.000000000,1,Fairfield,OH,45014,1400,3,2.5
14095,ce,t0014246,Rent Change,2014-05-31,C05268,2013-06-01,,891.0,0.0,,0,Fairfield,OH,45014,1400,3,2.5
14097,ce,t0014246,Rent Change,2015-08-31,C05268,2013-06-01,,940.0,0.0,,0,Fairfield,OH,45014,1400,3,2.5
14102,ce,t0023087,Rent Change,2018-09-30,C05268,2017-09-22,,1209.0,0.0,,0,Fairfield,OH,45014,1400,3,2.5
14105,ce,t0030499,Move Out,2017-09-06,C05268,2016-09-28,2017-08-31,1034.0,0.0,337 days 00:00:00.000000000,1,Fairfield,OH,45014,1400,3,2.5
14115,ce,t0030499,Rent Change,2016-10-31,C05268,2016-09-28,,1034.0,0.0,,0,Fairfield,OH,45014,1400,3,2.5
14118,ce,t0014247,Move Out,2014-04-30,C5254M,2013-04-19,2014-04-30,670.0,0.0,376 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
14123,ce,t0014247,Rent Change,2013-04-26,C5254M,2013-04-19,,0.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14125,ce,t0014247,Rent Change,2013-04-30,C5254M,2013-04-19,,670.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14129,ce,t0031036,Move Out,2018-06-01,C5254M,2016-11-04,2018-05-31,803.0,0.0,573 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
14143,ce,t0031036,Rent Change,2017-12-01,C5254M,2016-11-04,,803.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14149,ce,t0014277,Move Out,2017-06-30,C5326D,2013-06-08,2017-06-30,629.0,0.0,1483 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14157,ce,t0014277,Rent Change,2013-06-12,C5326D,2013-06-08,,560.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14159,ce,t0014277,Rent Change,2014-06-30,C5326D,2013-06-08,,577.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14161,ce,t0014277,Rent Change,2015-06-30,C5326D,2013-06-08,,594.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14163,ce,t0014277,Rent Change,2016-06-30,C5326D,2013-06-08,,629.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14165,ce,t0014291,Move Out,2018-07-13,C5254F,2013-06-08,2018-07-13,748.0,0.0,1861 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
14171,ce,t0014291,Rent Change,2014-06-30,C5254F,2013-06-08,,670.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14173,ce,t0014291,Rent Change,2015-06-30,C5254F,2013-06-08,,690.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14175,ce,t0014291,Rent Change,2016-06-30,C5254F,2013-06-08,,720.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14177,ce,t0014291,Rent Change,2017-06-30,C5254F,2013-06-08,,748.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14184,ce,t0014295,Move Out,2016-08-16,C5254K,2013-05-18,2016-08-15,729.0,0.0,1185 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
14195,ce,t0014295,Rent Change,2014-05-31,C5254K,2013-05-18,,680.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14197,ce,t0014295,Rent Change,2015-05-31,C5254K,2013-05-18,,700.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14199,ce,t0014295,Rent Change,2016-05-31,C5254K,2013-05-18,,729.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14201,ce,t0030765,Move Out,2018-09-14,C5254K,2016-09-10,2018-09-09,879.0,0.0,729 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
14213,ce,t0030765,Rent Change,2017-08-31,C5254K,2016-09-10,,842.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14214,ce,t0030765,Rent Change,2017-09-30,C5254K,2016-09-10,,879.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14217,ce,t0014301,Move Out,2015-11-10,S1456D,2013-05-10,2015-11-07,594.0,0.0,911 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14220,ce,t0014301,Move Out,2015-12-18,S1456D,2013-05-10,2015-10-31,594.0,0.0,904 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14233,ce,t0014301,Rent Change,2014-05-31,S1456D,2013-05-10,,577.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14236,ce,t0014301,Rent Change,2015-05-31,S1456D,2013-05-10,,594.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14237,ce,t0025147,Rent Change,2015-05-06,S1456D,2015-07-31,,609.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14241,ce,t0029152,Move Out,2017-01-31,S1456D,2016-05-02,2017-01-31,744.0,0.0,274 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14252,ce,t0039157,Move Out,2018-08-03,S1456D,2018-05-05,2018-08-03,802.0,0.0,90 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14255,ce,t0039157,Rent Change,2018-03-13,S1456D,2018-05-05,,729.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14258,ce,t0039157,Rent Change,2018-05-31,S1456D,2018-05-05,,802.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14259,ce,t0040494,Rent Change,2018-08-07,S1456D,2018-08-31,,770.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14270,ce,t0014523,Move Out,2015-08-02,S1500-3D,2013-07-23,2015-07-31,711.0,0.0,738 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
14280,ce,t0014523,Rent Change,2014-11-01,S1500-3D,2013-07-23,,711.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14282,ce,t0030188,Move Out,2018-09-04,S1500-3D,2016-08-27,2018-09-02,789.0,0.0,736 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
14285,ce,t0030188,Move Out,2018-09-04,S1500-3D,2016-08-27,2018-08-28,789.0,0.0,731 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
14297,ce,t0030188,Rent Change,2017-07-31,S1500-3D,2016-08-27,,776.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14298,ce,t0030188,Rent Change,2017-08-31,S1500-3D,2016-08-27,,789.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
14301,ce,t0014326,Move Out,2014-08-26,M0018D,2013-05-31,2014-08-26,654.0,0.0,452 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
14311,ce,t0014326,Rent Change,2013-06-30,M0018D,2013-05-31,,655.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
14312,ce,t0014326,Rent Change,2013-07-01,M0018D,2013-05-31,,635.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
14315,ce,t0014326,Rent Change,2014-05-31,M0018D,2013-05-31,,654.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
14317,ce,t0027806,Move Out,2017-05-22,M0018D,2016-01-21,2017-05-22,819.0,0.0,487 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
14323,ce,t0027806,Rent Change,2016-01-21,M0018D,2016-01-21,,869.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
14328,ce,t0027806,Rent Change,2016-01-31,M0018D,2016-01-21,,799.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
14332,ce,t0027806,Rent Change,2017-02-28,M0018D,2016-01-21,,1618.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
14335,ce,t0027806,Rent Change,2017-03-31,M0018D,2016-01-21,,819.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
14343,ce,t0014428,Move Out,2016-09-30,C5303F,2013-06-10,2016-09-30,614.0,0.0,1208 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14352,ce,t0014428,Rent Change,2014-09-30,C5303F,2013-06-10,,582.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14354,ce,t0014428,Rent Change,2015-09-30,C5303F,2013-06-10,,614.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14356,ce,t0031223,Move Out,2017-11-13,C5303F,2016-11-12,2017-11-12,657.0,0.0,365 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14365,ce,t0031223,Rent Change,2017-01-31,C5303F,2016-11-12,,657.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14372,ce,t0037970,Rent Change,2018-11-30,C5303F,2017-12-16,,674.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14373,ce,t0037970,Rent Change,2018-12-31,C5303F,2017-12-16,,689.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14375,ce,t0014329,Move Out,2013-09-30,S1454F,2013-06-01,2013-09-30,570.0,0.0,121 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14383,ce,t0014329,Rent Change,2013-08-01,S1454F,2013-06-01,,570.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14385,ce,t0015950,Move Out,2014-07-31,S1454F,2013-10-05,2014-07-31,737.0,0.0,299 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14394,ce,t0015950,Rent Change,2014-01-31,S1454F,2013-10-05,,737.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14396,ce,t0023169,Move Out,2015-02-03,S1454F,2014-09-08,2015-02-03,619.0,0.0,148 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14402,ce,t0023169,Rent Change,2014-09-02,S1454F,2014-09-06,,619.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14409,ce,t0024856,Move Out,2016-06-17,S1454F,2015-03-20,2016-06-16,639.0,0.0,454 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14419,ce,t0024856,Rent Change,2016-03-31,S1454F,2015-03-20,,639.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14429,ce,t0032908,Rent Change,2018-04-30,S1454F,2017-05-06,,701.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14430,ce,t0032908,Rent Change,2018-05-31,S1454F,2017-05-06,,707.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14433,ce,t0014335,Move Out,2013-10-01,M0004A,2013-05-17,2013-09-30,625.0,0.0,136 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
14439,ce,t0014335,Rent Change,2013-05-20,M0004A,2013-05-17,,625.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
14443,ce,t0016100,Move Out,2014-12-01,M0004A,2013-11-09,2014-11-30,716.0,0.0,386 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
14449,ce,t0016100,Rent Change,2013-11-11,M0004A,2013-11-09,,655.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
