,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Property_Code_ce,Property_Code_fh,Property_Code_mpg,Property_Code_sh,Apt Size_0,Apt Size_large,Apt Size_medium,Apt Size_small
4986,729.0,1,635,1,1.0,-10.0,334,1,0,0,0,0,0,1,0
4988,799.0,1,955,2,1.5,14.0,185,1,0,0,0,0,0,1,0
4991,1099.0,1,835,1,1.0,49.0,230,0,0,1,0,0,0,1,0
4993,760.0,1,1006,2,1.5,51.0,370,0,0,0,1,0,1,0,0
5001,664.0,1,950,2,2.0,9.0,139,0,0,0,1,0,0,1,0
5002,1499.0,1,1040,2,2.0,0.0,149,0,0,1,0,0,1,0,0
5021,743.0,1,875,2,1.5,0.0,20,1,0,0,0,0,0,1,0
5044,1499.0,1,1040,2,2.0,0.0,233,0,0,1,0,0,1,0,0
5046,775.0,1,1006,2,1.5,58.0,14,0,0,0,1,0,1,0,0
5047,671.0,1,675,1,1.0,0.0,13,1,0,0,0,0,0,1,0
5055,1099.0,1,835,1,1.0,49.0,183,0,0,1,0,0,0,1,0
5056,850.0,1,700,1,1.0,0.0,283,0,1,0,0,0,0,1,0
5074,709.0,1,1006,2,1.5,0.0,341,0,0,0,1,0,1,0,0
5077,1020.0,1,1350,2,1.5,5.0,67,0,0,0,1,0,1,0,0
5086,1099.0,1,835,1,1.0,150.0,243,0,0,1,0,0,0,1,0
5091,1399.0,1,930,2,2.0,0.0,183,0,0,1,0,0,0,1,0
5106,657.0,1,675,1,1.0,0.0,117,1,0,0,0,0,0,1,0
5111,745.0,1,1006,3,1.5,4.0,365,0,0,0,1,0,1,0,0
5117,1499.0,1,1040,2,2.0,0.0,313,0,0,1,0,0,1,0,0
5119,1040.0,1,1350,3,1.5,-20.0,259,0,0,0,1,0,1,0,0
5124,1050.0,1,835,1,1.0,0.0,381,0,0,1,0,0,0,1,0
5133,1499.0,1,1040,2,2.0,0.0,120,0,0,1,0,0,1,0,0
5138,667.0,1,675,1,1.0,0.0,366,1,0,0,0,0,0,1,0
5152,1265.0,1,1040,2,2.0,-235.0,257,0,0,1,0,0,1,0,0
5158,1060.0,1,1350,3,1.5,0.0,200,0,0,0,1,0,1,0,0
5167,728.0,1,875,2,1.5,14.0,104,1,0,0,0,0,0,1,0
5174,1155.0,1,835,1,1.0,0.0,183,0,0,1,0,0,0,1,0
5185,792.0,1,950,2,2.0,72.0,169,0,0,0,1,0,0,1,0
5189,1040.0,1,1350,2,1.5,0.0,226,0,0,0,1,0,1,0,0
5198,814.0,1,1006,3,1.5,39.0,208,0,0,0,1,0,1,0,0
5224,770.0,1,963,2,1.5,0.0,142,0,0,0,1,0,0,1,0
5228,1010.0,1,1350,3,1.5,20.0,244,0,0,0,1,0,1,0,0
5236,1119.0,1,835,1,1.0,69.0,161,0,0,1,0,0,0,1,0
5251,883.0,1,875,2,1.5,0.0,15,1,0,0,0,0,0,1,0
5264,685.0,1,984,2,1.0,-115.0,188,0,0,0,1,0,0,1,0
5267,685.0,1,984,2,1.0,35.0,126,0,0,0,1,0,0,1,0
5274,1399.0,1,930,2,2.0,300.0,89,0,0,1,0,0,0,1,0
5313,741.0,1,875,2,1.5,0.0,23,1,0,0,0,0,0,1,0
5316,756.0,1,950,2,2.0,0.0,240,0,0,0,1,0,0,1,0
5334,1227.0,1,1350,2,1.5,52.0,216,0,0,0,1,0,1,0,0
5338,802.0,1,675,1,1.0,73.0,64,1,0,0,0,0,0,1,0
5342,809.0,1,675,1,1.0,0.0,135,1,0,0,0,0,0,1,0
5357,659.0,1,675,1,1.0,20.0,37,1,0,0,0,0,0,1,0
5360,728.0,1,875,2,1.5,21.0,398,1,0,0,0,0,0,1,0
5365,679.0,1,675,1,1.0,8.0,120,1,0,0,0,0,0,1,0
5369,728.0,1,875,2,1.5,12.0,320,1,0,0,0,0,0,1,0
5373,734.0,1,1006,2,1.5,23.0,105,0,0,0,1,0,1,0,0
5374,800.0,1,1006,3,1.5,0.0,206,0,0,0,1,0,1,0,0
5375,1449.0,1,1040,2,2.0,0.0,227,0,0,1,0,0,1,0,0
5381,836.0,1,1006,3,1.5,36.0,40,0,0,0,1,0,1,0,0
5395,786.5,1,963,2,1.5,71.5,14,0,0,0,1,0,0,1,0
5397,814.0,1,1006,3,1.5,0.0,216,0,0,0,1,0,1,0,0
5398,792.0,1,950,2,2.0,0.0,145,0,0,0,1,0,0,1,0
5411,667.0,1,675,1,1.0,22.0,264,1,0,0,0,0,0,1,0
5412,657.0,1,675,1,1.0,0.0,294,1,0,0,0,0,0,1,0
5414,667.0,1,675,1,1.0,8.0,297,1,0,0,0,0,0,1,0
5416,667.0,1,675,1,1.0,11.0,236,1,0,0,0,0,0,1,0
5417,677.0,1,675,1,1.0,0.0,292,1,0,0,0,0,0,1,0
5418,677.0,1,675,1,1.0,0.0,401,1,0,0,0,0,0,1,0
5421,759.0,1,675,1,1.0,0.0,139,1,0,0,0,0,0,1,0
5422,667.0,1,675,1,1.0,0.0,415,1,0,0,0,0,0,1,0
5424,775.0,1,1006,2,1.5,60.0,105,0,0,0,1,0,1,0,0
5426,909.0,1,700,1,1.0,-75.0,92,0,1,0,0,0,0,1,0
5446,657.0,1,675,1,1.0,13.0,207,1,0,0,0,0,0,1,0
5447,870.0,1,950,2,2.0,0.0,71,0,0,0,1,0,0,1,0
5448,748.0,1,875,2,1.5,0.0,365,1,0,0,0,0,0,1,0
5450,689.0,1,675,1,1.0,10.0,139,1,0,0,0,0,0,1,0
5465,759.0,1,905,2,1.0,30.0,368,1,0,0,0,0,0,1,0
5476,975.0,1,1088,2,1.5,0.0,216,1,0,0,0,0,1,0,0
5498,1135.0,1,912,2,1.0,-75.0,173,0,1,0,0,0,0,1,0
5508,1119.0,1,835,1,1.0,0.0,106,0,0,1,0,0,0,1,0
5516,775.0,1,1006,2,1.5,0.0,118,0,0,0,1,0,1,0,0
5522,758.0,1,875,2,1.5,29.0,365,1,0,0,0,0,0,1,0
5543,1349.0,1,960,2,2.0,249.0,154,0,0,1,0,0,0,1,0
5547,984.0,1,700,1,1.0,0.0,249,0,1,0,0,0,0,1,0
5549,835.0,1,700,1,1.0,0.0,249,0,1,0,0,0,0,1,0
5554,633.0,1,984,2,1.0,18.0,387,0,0,0,1,0,0,1,0
5555,720.0,1,950,2,2.0,0.0,104,0,0,0,1,0,0,1,0
5558,1166.0,1,912,2,1.0,0.0,154,0,1,0,0,0,0,1,0
5571,760.0,1,1006,2,1.5,0.0,157,0,0,0,1,0,1,0,0
5585,715.0,1,963,2,1.5,0.0,203,0,0,0,1,0,0,1,0
5595,715.0,1,963,2,1.5,0.0,205,0,0,0,1,0,0,1,0
5598,1077.0,1,1350,2,1.5,0.0,31,0,0,0,1,0,1,0,0
5600,653.0,1,963,2,1.5,0.0,346,0,0,0,1,0,0,1,0
5611,1192.0,1,912,2,1.0,0.0,134,0,1,0,0,0,0,1,0
5614,984.0,1,700,1,1.0,0.0,124,0,1,0,0,0,0,1,0
5616,1331.0,1,912,2,1.0,0.0,58,0,1,0,0,0,0,1,0
5617,984.0,1,700,1,1.0,0.0,66,0,1,0,0,0,0,1,0
5621,839.0,1,905,1,1.0,61.0,339,1,0,0,0,0,0,1,0
5624,1210.0,1,912,2,1.0,226.0,210,0,1,0,0,0,0,1,0
5637,1449.0,1,1040,2,2.0,349.0,108,0,0,1,0,0,1,0,0
5649,809.0,1,955,2,1.5,6.0,338,1,0,0,0,0,0,1,0
5663,758.0,1,875,2,1.5,4.0,242,1,0,0,0,0,0,1,0
5665,1449.0,1,1040,2,2.0,0.0,118,0,0,1,0,0,1,0,0
5671,1075.9,1,1350,3,1.5,60.9,33,0,0,0,1,0,1,0,0
5675,858.0,1,875,2,1.5,0.0,128,1,0,0,0,0,0,1,0
5681,1375.0,1,1350,2,1.5,0.0,69,0,0,0,1,0,1,0,0
5714,1249.0,1,895,2,2.0,13.0,329,0,0,1,0,0,0,1,0
5716,707.0,1,675,1,1.0,8.0,135,1,0,0,0,0,0,1,0
5730,1119.0,1,835,1,1.0,0.0,86,0,0,1,0,0,0,1,0
5742,879.0,1,905,2,1.0,0.0,101,1,0,0,0,0,0,1,0
5753,1135.0,1,912,2,1.0,-100.0,191,0,1,0,0,0,0,1,0
5767,850.0,1,1156,3,1.5,26.0,106,0,0,0,1,0,1,0,0
5790,984.0,1,912,2,1.0,0.0,97,0,1,0,0,0,0,1,0
5796,900.0,1,1156,3,1.5,0.0,135,0,0,0,1,0,1,0,0
5802,730.0,1,675,1,1.0,0.0,15,1,0,0,0,0,0,1,0
5818,1082.0,1,700,1,1.0,0.0,77,0,1,0,0,0,0,1,0
5826,810.0,1,955,2,1.0,0.0,39,1,0,0,0,0,0,1,0
5827,1048.0,1,700,1,1.0,0.0,49,0,1,0,0,0,0,1,0
5831,1082.0,1,700,1,1.0,0.0,43,0,1,0,0,0,0,1,0
5832,1220.0,1,1040,2,2.0,0.0,363,0,0,1,0,0,1,0,0
5841,657.0,1,675,1,1.0,-20.0,332,1,0,0,0,0,0,1,0
5853,694.0,1,1006,2,1.5,-23.0,336,0,0,0,1,0,1,0,0
5855,999.0,1,912,2,1.0,124.0,89,0,1,0,0,0,0,1,0
5856,1060.0,1,912,2,1.0,0.0,74,0,1,0,0,0,0,1,0
5858,1010.0,1,912,2,1.0,-50.0,133,0,1,0,0,0,0,1,0
5859,925.0,1,700,1,1.0,0.0,41,0,1,0,0,0,0,1,0
5866,955.0,1,912,2,1.0,-180.0,14,0,1,0,0,0,0,1,0
5874,780.0,1,875,2,1.5,20.0,118,1,0,0,0,0,0,1,0
5881,792.0,1,950,2,2.0,0.0,57,0,0,0,1,0,0,1,0
5891,1248.0,1,912,2,1.0,113.0,9,0,1,0,0,0,0,1,0
5913,839.0,1,905,1,1.0,121.0,285,1,0,0,0,0,0,1,0
5922,1084.0,1,700,1,1.0,0.0,91,0,1,0,0,0,0,1,0
5924,814.0,1,955,2,1.0,0.0,285,1,0,0,0,0,0,1,0
5933,799.0,1,955,2,2.0,14.0,363,1,0,0,0,0,0,1,0
5944,1210.0,1,912,2,1.0,0.0,60,0,1,0,0,0,0,1,0
5952,760.0,1,1006,3,1.5,24.0,378,0,0,0,1,0,1,0,0
5956,1185.0,1,1040,2,2.0,0.0,20,0,0,1,0,0,1,0,0
5970,839.0,1,905,2,1.0,0.0,111,1,0,0,0,0,0,1,0
5978,867.0,1,875,2,1.5,30.0,293,1,0,0,0,0,0,1,0
5981,1133.0,1,895,2,2.0,0.0,54,0,0,1,0,0,0,1,0
5989,900.0,1,1156,3,1.5,54.0,40,0,0,0,1,0,1,0,0
5990,1098.0,1,700,1,1.0,0.0,203,0,1,0,0,0,0,1,0
5993,882.0,1,955,2,2.0,0.0,18,1,0,0,0,0,0,1,0
6000,1035.0,1,1350,3,1.5,23.0,274,0,0,0,1,0,1,0,0
6051,735.0,1,1006,3,1.5,-40.0,335,0,0,0,1,0,1,0,0
6053,1033.0,1,1088,2,1.5,0.0,122,1,0,0,0,0,1,0,0
6069,1135.0,1,912,2,1.0,-75.0,40,0,1,0,0,0,0,1,0
6130,1098.0,1,700,1,1.0,99.0,148,0,1,0,0,0,0,1,0
6162,1250.0,1,1350,3,1.5,0.0,88,0,0,0,1,0,1,0,0
6174,1210.0,1,912,2,1.0,0.0,86,0,1,0,0,0,0,1,0
6203,1099.0,1,835,1,1.0,0.0,180,0,0,1,0,0,0,1,0
