,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Property_Code_ce,Property_Code_fh,Property_Code_mpg,Property_Code_sh,Apt Size_0,Apt Size_large,Apt Size_medium,Apt Size_small
1998,800.0,1,1156,3,1.5,0.0,385,0,0,0,1,0,1,0,0
1999,645.0,1,950,2,2.0,25.0,366,0,0,0,1,0,0,1,0
2002,724.0,1,955,2,2.0,34.0,355,1,0,0,0,0,0,1,0
2003,610.0,1,984,2,1.0,20.0,366,0,0,0,1,0,0,1,0
2005,621.0,1,635,1,1.0,18.0,92,1,0,0,0,0,0,1,0
2006,680.0,1,905,2,1.0,0.0,366,1,0,0,0,0,0,1,0
2011,1015.0,1,1350,3,1.5,25.0,132,0,0,0,1,0,1,0,0
2012,879.0,1,875,2,1.5,0.0,92,1,0,0,0,0,0,1,0
2019,740.0,1,1006,2,1.5,25.0,127,0,0,0,1,0,1,0,0
2023,720.0,1,1006,2,1.5,20.0,274,0,0,0,1,0,1,0,0
2024,715.0,1,955,2,1.0,0.0,325,1,0,0,0,0,0,1,0
2027,675.0,1,1006,2,1.5,0.0,417,0,0,0,1,0,1,0,0
2029,744.0,1,875,2,1.5,39.0,365,1,0,0,0,0,0,1,0
2030,635.0,1,963,2,1.5,25.0,183,0,0,0,1,0,0,1,0
2033,700.0,1,1006,2,1.5,0.0,374,0,0,0,1,0,1,0,0
2035,644.0,1,675,1,1.0,22.0,273,1,0,0,0,0,0,1,0
2038,839.0,1,905,1,1.0,124.0,122,1,0,0,0,0,0,1,0
2041,1040.0,1,1350,2,1.5,25.0,153,0,0,0,1,0,1,0,0
2044,809.0,1,955,2,1.5,55.0,365,1,0,0,0,0,0,1,0
2045,610.0,1,963,2,1.5,0.0,413,0,0,0,1,0,0,1,0
2047,695.0,1,1006,2,1.5,20.0,701,0,0,0,1,0,1,0,0
2050,748.0,1,875,2,1.5,14.0,348,1,0,0,0,0,0,1,0
2052,635.0,1,984,2,1.0,25.0,366,0,0,0,1,0,0,1,0
2053,636.0,1,635,1,1.0,0.0,366,1,0,0,0,0,0,1,0
2055,695.0,1,1006,2,1.5,20.0,93,0,0,0,1,0,1,0,0
2058,758.0,1,905,1,2.0,14.0,166,1,0,0,0,0,0,1,0
2060,942.0,1,1350,2,1.5,30.0,271,0,0,0,1,0,1,0,0
2061,628.0,1,963,2,1.5,0.0,314,0,0,0,1,0,0,1,0
2068,645.0,1,950,2,2.0,0.0,353,0,0,0,1,0,0,1,0
2070,605.0,1,950,2,1.0,0.0,368,0,0,0,1,0,0,1,0
2071,965.0,1,1350,3,1.5,0.0,367,0,0,0,1,0,1,0,0
2072,685.0,1,1006,2,1.5,0.0,244,0,0,0,1,0,1,0,0
2083,639.0,1,950,2,2.0,19.0,365,0,0,0,1,0,0,1,0
2085,952.0,1,1350,2,1.5,40.0,366,0,0,0,1,0,1,0,0
2087,784.0,1,955,2,2.0,40.0,365,1,0,0,0,0,0,1,0
2095,663.0,1,675,1,1.0,30.0,365,1,0,0,0,0,0,1,0
2096,695.0,1,1006,2,1.5,0.0,374,0,0,0,1,0,1,0,0
2106,675.0,1,1006,2,1.5,0.0,392,0,0,0,1,0,1,0,0
2109,965.0,1,1350,3,1.5,-25.0,392,0,0,0,1,0,1,0,0
2110,623.0,1,675,1,1.0,0.0,366,1,0,0,0,0,0,1,0
2113,744.0,1,875,2,1.5,35.0,92,1,0,0,0,0,0,1,0
2125,668.0,1,675,1,1.0,5.0,197,1,0,0,0,0,0,1,0
2126,1050.0,1,1350,3,1.5,0.0,244,0,0,0,1,0,1,0,0
2127,1050.0,1,1350,3,1.5,0.0,244,0,0,0,1,0,1,0,0
2129,632.0,1,675,1,1.0,0.0,28,1,0,0,0,0,0,1,0
2131,771.0,1,1006,3,1.5,50.0,203,0,0,0,1,0,1,0,0
2135,735.0,1,1006,2,1.5,25.0,359,0,0,0,1,0,1,0,0
2136,1000.0,1,1350,3,1.5,0.0,259,0,0,0,1,0,1,0,0
2137,1004.0,1,1350,2,1.5,0.0,366,0,0,0,1,0,1,0,0
2141,759.0,1,905,2,1.0,10.0,365,1,0,0,0,0,0,1,0
2148,1000.0,1,1350,3,1.5,-10.0,366,0,0,0,1,0,1,0,0
2151,779.0,1,875,2,1.5,20.0,365,1,0,0,0,0,0,1,0
2152,669.0,1,675,1,1.0,50.0,0,1,0,0,0,0,0,1,0
2153,699.0,1,905,1,2.0,0.0,229,1,0,0,0,0,0,1,0
2158,619.0,1,675,1,1.0,0.0,154,1,0,0,0,0,0,1,0
2159,994.0,1,1350,3,1.5,0.0,30,0,0,0,1,0,1,0,0
2161,709.0,1,875,2,1.5,0.0,365,1,0,0,0,0,0,1,0
2166,675.0,1,875,2,1.5,0.0,505,1,0,0,0,0,0,1,0
2167,719.0,1,875,2,1.5,0.0,366,1,0,0,0,0,0,1,0
2168,675.0,1,875,2,1.5,0.0,415,1,0,0,0,0,0,1,0
2170,590.0,1,932,2,1.0,3.0,87,0,0,0,1,0,0,1,0
2171,639.0,1,950,2,2.0,0.0,367,0,0,0,1,0,0,1,0
2172,975.0,1,1350,2,1.5,0.0,411,0,0,0,1,0,1,0,0
2174,738.0,1,905,2,1.0,58.0,366,1,0,0,0,0,0,1,0
2178,759.0,1,905,2,1.0,-90.0,280,1,0,0,0,0,0,1,0
2179,660.0,1,675,1,1.0,0.0,213,1,0,0,0,0,0,1,0
2181,759.0,1,955,2,1.0,0.0,30,1,0,0,0,0,0,1,0
2182,670.0,1,905,2,1.0,0.0,240,1,0,0,0,0,0,1,0
2184,700.0,1,955,2,1.5,15.0,397,1,0,0,0,0,0,1,0
2186,889.0,1,875,2,1.5,-55.0,266,1,0,0,0,0,0,1,0
2188,699.0,1,875,2,1.5,0.0,366,1,0,0,0,0,0,1,0
2190,609.0,1,675,1,1.0,-10.0,100,1,0,0,0,0,0,1,0
2191,1200.0,1,1350,3,1.5,0.0,364,0,0,0,1,0,1,0,0
2197,629.0,1,675,1,1.0,-56.0,391,1,0,0,0,0,0,1,0
2199,639.0,1,675,1,1.0,20.0,365,1,0,0,0,0,0,1,0
2202,667.0,1,675,1,1.0,13.0,365,1,0,0,0,0,0,1,0
2204,721.0,1,1006,3,1.5,16.0,350,0,0,0,1,0,1,0,0
2208,689.0,1,675,1,1.0,10.0,47,1,0,0,0,0,0,1,0
2209,699.0,1,905,2,1.0,0.0,36,1,0,0,0,0,0,1,0
2211,677.0,1,1006,3,1.5,0.0,31,0,0,0,1,0,1,0,0
2213,638.0,1,963,2,1.5,10.0,230,0,0,0,1,0,0,1,0
2214,628.0,1,963,2,1.5,0.0,244,0,0,0,1,0,0,1,0
2215,800.0,1,1156,3,1.5,0.0,463,0,0,0,1,0,1,0,0
2223,679.0,1,905,1,1.0,15.0,335,1,0,0,0,0,0,1,0
2228,679.0,1,675,1,1.0,13.0,354,1,0,0,0,0,0,1,0
2230,740.0,1,875,2,1.5,-90.0,381,1,0,0,0,0,0,1,0
2231,990.0,1,1350,3,1.5,0.0,636,0,0,0,1,0,1,0,0
2233,649.0,1,675,1,1.0,9.0,350,1,0,0,0,0,0,1,0
2235,587.0,1,932,2,1.0,8.0,260,0,0,0,1,0,0,1,0
2237,615.0,1,932,2,1.0,28.0,371,0,0,0,1,0,0,1,0
2238,649.0,1,675,1,1.0,0.0,122,1,0,0,0,0,0,1,0
2241,655.0,1,675,1,1.0,6.0,15,1,0,0,0,0,0,1,0
2245,811.0,1,1006,3,1.5,111.0,102,0,0,0,1,0,1,0,0
2246,599.0,1,932,2,1.0,0.0,116,0,0,0,1,0,0,1,0
2249,721.0,1,1006,3,1.5,3.0,264,0,0,0,1,0,1,0,0
2250,750.0,1,1006,2,1.5,0.0,21,0,0,0,1,0,1,0,0
2252,949.0,1,1350,3,1.5,0.0,221,0,0,0,1,0,1,0,0
2253,659.0,1,1006,2,1.5,0.0,449,0,0,0,1,0,1,0,0
2254,604.0,1,963,2,1.5,0.0,95,0,0,0,1,0,0,1,0
2255,644.0,1,675,1,1.0,0.0,43,1,0,0,0,0,0,1,0
2261,677.0,1,675,1,1.0,5.0,212,1,0,0,0,0,0,1,0
2264,624.0,1,950,2,2.0,25.0,196,0,0,0,1,0,0,1,0
2266,1025.0,1,1350,2,1.5,50.0,194,0,0,0,1,0,1,0,0
2268,890.0,1,1156,3,1.5,25.0,130,0,0,0,1,0,1,0,0
2271,729.0,1,955,2,2.0,15.0,25,1,0,0,0,0,0,1,0
2273,633.0,1,675,1,1.0,2.0,337,1,0,0,0,0,0,1,0
2274,785.0,1,1156,3,1.5,0.0,157,0,0,0,1,0,1,0,0
2275,599.0,1,950,2,2.0,0.0,404,0,0,0,1,0,0,1,0
2277,1045.0,1,1350,3,1.5,25.0,373,0,0,0,1,0,1,0,0
2280,599.0,1,950,2,2.0,-21.0,826,0,0,0,1,0,0,1,0
2284,779.0,1,955,2,1.0,20.0,214,1,0,0,0,0,0,1,0
2285,719.0,1,905,1,2.0,0.0,60,1,0,0,0,0,0,1,0
2287,659.0,1,1006,2,1.5,-20.0,390,0,0,0,1,0,1,0,0
2288,659.0,1,1006,2,1.5,0.0,163,0,0,0,1,0,1,0,0
2298,655.0,1,963,2,1.5,27.0,125,0,0,0,1,0,0,1,0
2309,699.0,1,1006,3,1.5,-22.0,340,0,0,0,1,0,1,0,0
2313,643.0,1,675,1,1.0,7.0,690,1,0,0,0,0,0,1,0
2318,738.0,1,875,2,1.5,16.0,349,1,0,0,0,0,0,1,0
2319,695.0,1,1006,2,1.5,0.0,6,0,0,0,1,0,1,0,0
2321,644.0,1,675,1,1.0,5.0,338,1,0,0,0,0,0,1,0
2322,629.0,1,675,1,1.0,0.0,381,1,0,0,0,0,0,1,0
2326,1044.0,1,1350,3,1.5,24.0,365,0,0,0,1,0,1,0,0
2328,769.0,1,955,2,1.5,69.0,342,1,0,0,0,0,0,1,0
2341,705.0,1,1006,2,1.5,21.0,176,0,0,0,1,0,1,0,0
2345,1015.0,1,1350,3,1.5,1.0,83,0,0,0,1,0,1,0,0
2350,700.0,1,1006,3,1.5,-21.0,159,0,0,0,1,0,1,0,0
2352,587.0,1,932,2,1.0,11.0,134,0,0,0,1,0,0,1,0
2353,689.0,1,875,2,1.5,0.0,328,1,0,0,0,0,0,1,0
2354,639.0,1,675,1,1.0,0.0,185,1,0,0,0,0,0,1,0
2358,639.0,1,950,2,2.0,19.0,349,0,0,0,1,0,0,1,0
2362,641.0,1,963,2,1.5,6.0,372,0,0,0,1,0,0,1,0
2363,659.0,1,675,1,1.0,0.0,353,1,0,0,0,0,0,1,0
2370,748.0,1,875,2,1.5,10.0,61,1,0,0,0,0,0,1,0
2371,675.0,1,1006,2,1.5,0.0,416,0,0,0,1,0,1,0,0
2372,620.0,1,984,2,1.0,0.0,114,0,0,0,1,0,0,1,0
2373,709.0,1,875,2,1.5,0.0,547,1,0,0,0,0,0,1,0
2374,628.0,1,963,2,1.5,0.0,296,0,0,0,1,0,0,1,0
2376,629.0,1,675,1,1.0,3.0,327,1,0,0,0,0,0,1,0
2380,720.0,1,1006,2,1.5,17.0,178,0,0,0,1,0,1,0,0
2381,695.0,1,1006,2,1.5,0.0,276,0,0,0,1,0,1,0,0
2383,683.7,1,950,2,2.0,38.7,4,0,0,0,1,0,0,1,0
2387,750.0,1,1006,2,1.5,-12.0,315,0,0,0,1,0,1,0,0
2389,1020.0,1,1350,3,1.5,15.0,396,0,0,0,1,0,1,0,0
2390,639.0,1,675,1,1.0,0.0,337,1,0,0,0,0,0,1,0
2395,700.0,1,1006,2,1.5,25.0,347,0,0,0,1,0,1,0,0
2396,629.0,1,675,1,1.0,0.0,196,1,0,0,0,0,0,1,0
2398,629.0,1,675,1,1.0,4.0,424,1,0,0,0,0,0,1,0
2402,1015.0,1,1350,3,1.5,14.0,80,0,0,0,1,0,1,0,0
2414,643.0,1,963,2,1.5,8.0,220,0,0,0,1,0,0,1,0
2419,721.0,1,905,2,1.0,0.0,187,1,0,0,0,0,0,1,0
2420,1023.0,1,1350,3,1.5,0.0,8,0,0,0,1,0,1,0,0
2423,705.0,1,955,2,1.0,-10.0,154,1,0,0,0,0,0,1,0
2426,695.0,1,1006,2,1.5,17.0,134,0,0,0,1,0,1,0,0
2431,664.0,1,950,2,2.0,21.0,365,0,0,0,1,0,0,1,0
2432,690.0,1,875,2,1.5,0.0,322,1,0,0,0,0,0,1,0
2435,630.0,1,963,2,1.5,2.0,416,0,0,0,1,0,0,1,0
2439,645.0,1,950,2,1.0,22.0,365,0,0,0,1,0,0,1,0
2445,685.0,1,950,2,2.0,33.0,269,0,0,0,1,0,0,1,0
2447,619.0,1,675,1,1.0,4.0,345,1,0,0,0,0,0,1,0
2449,675.0,1,1006,2,1.5,-45.0,187,0,0,0,1,0,1,0,0
2458,630.0,1,963,2,1.5,20.0,356,0,0,0,1,0,0,1,0
2459,639.0,1,675,1,1.0,0.0,92,1,0,0,0,0,0,1,0
2463,636.0,1,635,1,1.0,1.0,335,1,0,0,0,0,0,1,0
2465,630.0,1,963,2,1.5,20.0,389,0,0,0,1,0,0,1,0
2470,635.0,1,963,2,1.5,16.0,193,0,0,0,1,0,0,1,0
2472,610.0,1,963,2,1.5,-20.0,115,0,0,0,1,0,0,1,0
2476,638.0,1,963,2,1.5,5.0,260,0,0,0,1,0,0,1,0
2482,700.0,1,675,1,1.0,17.0,243,1,0,0,0,0,0,1,0
2484,1010.0,1,1350,3,1.5,20.0,99,0,0,0,1,0,1,0,0
2489,675.0,1,875,2,1.5,0.0,411,1,0,0,0,0,0,1,0
2491,720.0,1,1006,2,1.5,25.0,29,0,0,0,1,0,1,0,0
2495,738.0,1,875,2,1.5,17.0,349,1,0,0,0,0,0,1,0
2499,1020.0,1,1350,2,1.5,21.0,92,0,0,0,1,0,1,0,0
2506,619.0,1,635,1,1.0,0.0,182,1,0,0,0,0,0,1,0
2508,639.0,1,675,1,1.0,9.0,349,1,0,0,0,0,0,1,0
2509,639.0,1,675,1,1.0,0.0,77,1,0,0,0,0,0,1,0
2510,587.0,1,932,2,1.0,0.0,364,0,0,0,1,0,0,1,0
2511,700.0,1,1156,3,1.5,0.0,185,0,0,0,1,0,1,0,0
2521,729.0,1,955,2,1.0,15.0,13,1,0,0,0,0,0,1,0
2522,721.0,1,1006,3,1.5,0.0,393,0,0,0,1,0,1,0,0
2525,699.0,1,875,2,1.5,44.0,187,1,0,0,0,0,0,1,0
2529,667.0,1,675,1,1.0,24.0,73,1,0,0,0,0,0,1,0
2531,595.0,1,984,2,1.0,0.0,371,0,0,0,1,0,0,1,0
2536,639.0,1,675,1,1.0,2.0,338,1,0,0,0,0,0,1,0
2550,640.0,1,963,2,1.5,0.0,11,0,0,0,1,0,0,1,0
2551,824.0,1,1156,3,1.5,0.0,430,0,0,0,1,0,1,0,0
2554,728.0,1,875,2,1.5,15.0,94,1,0,0,0,0,0,1,0
2555,675.0,1,1006,2,1.5,0.0,427,0,0,0,1,0,1,0,0
2561,789.0,1,875,2,1.5,24.0,354,1,0,0,0,0,0,1,0
2563,770.0,1,875,2,1.5,24.0,298,1,0,0,0,0,0,1,0
2568,785.0,1,1006,3,1.5,39.0,-2,0,0,0,1,0,1,0,0
2571,761.0,1,1006,3,1.5,25.0,191,0,0,0,1,0,1,0,0
2579,777.0,1,950,2,1.0,156.0,176,0,0,0,1,0,0,1,0
2590,1110.0,1,1350,2,1.5,100.0,245,0,0,0,1,0,1,0,0
2592,639.0,1,675,1,1.0,11.0,364,1,0,0,0,0,0,1,0
2593,695.0,1,1006,2,1.5,0.0,388,0,0,0,1,0,1,0,0
2594,643.0,1,963,2,1.5,0.0,400,0,0,0,1,0,0,1,0
2595,639.0,1,950,2,2.0,0.0,208,0,0,0,1,0,0,1,0
2597,759.0,1,955,2,2.0,33.0,365,1,0,0,0,0,0,1,0
2602,687.0,1,675,1,1.0,13.0,349,1,0,0,0,0,0,1,0
2604,653.0,1,963,2,1.5,12.0,269,0,0,0,1,0,0,1,0
2605,603.0,1,675,1,1.0,0.0,23,1,0,0,0,0,0,1,0
2617,685.0,1,875,2,1.5,0.0,383,1,0,0,0,0,0,1,0
2623,709.0,1,905,1,1.0,18.0,37,1,0,0,0,0,0,1,0
2624,756.0,1,955,2,1.0,0.0,365,1,0,0,0,0,0,1,0
2626,609.0,1,675,1,1.0,0.0,370,1,0,0,0,0,0,1,0
2628,628.0,1,984,2,1.0,0.0,396,0,0,0,1,0,0,1,0
2629,640.0,1,675,1,1.0,0.0,363,1,0,0,0,0,0,1,0
2632,705.0,1,1006,2,1.5,4.0,349,0,0,0,1,0,1,0,0
2641,975.0,1,1350,2,1.5,0.0,393,0,0,0,1,0,1,0,0
2645,761.0,1,1006,3,1.5,17.0,110,0,0,0,1,0,1,0,0
2648,1115.0,1,1350,3,1.5,100.0,0,0,0,0,1,0,1,0,0
2652,619.0,1,675,1,1.0,-12.0,336,1,0,0,0,0,0,1,0
2655,689.0,1,905,1,1.0,16.0,179,1,0,0,0,0,0,1,0
2659,657.0,1,675,1,1.0,14.0,0,1,0,0,0,0,0,1,0
2662,649.0,1,675,1,1.0,44.0,394,1,0,0,0,0,0,1,0
2665,724.0,1,905,2,1.0,15.0,61,1,0,0,0,0,0,1,0
2668,779.0,1,955,2,1.0,25.0,36,1,0,0,0,0,0,1,0
2672,729.0,1,905,2,1.0,6.0,365,1,0,0,0,0,0,1,0
2674,995.0,1,1350,2,1.5,18.0,332,0,0,0,1,0,1,0,0
2675,700.0,1,955,2,2.0,0.0,350,1,0,0,0,0,0,1,0
2684,745.0,1,1006,2,1.5,19.0,358,0,0,0,1,0,1,0,0
2685,631.0,1,675,1,1.0,0.0,391,1,0,0,0,0,0,1,0
2687,771.0,1,1006,3,1.5,25.0,365,0,0,0,1,0,1,0,0
2688,721.0,1,1006,3,1.5,0.0,340,0,0,0,1,0,1,0,0
2707,714.0,1,675,1,1.0,34.0,189,1,0,0,0,0,0,1,0
2716,667.0,1,675,1,1.0,13.0,231,1,0,0,0,0,0,1,0
2728,587.0,1,932,2,1.0,-12.0,377,0,0,0,1,0,0,1,0
2734,667.0,1,675,1,1.0,12.0,210,1,0,0,0,0,0,1,0
2735,648.0,1,963,2,1.5,0.0,15,0,0,0,1,0,0,1,0
2743,1015.0,1,1350,3,1.5,25.0,323,0,0,0,1,0,1,0,0
2744,628.0,1,963,2,1.5,0.0,355,0,0,0,1,0,0,1,0
2746,654.0,1,675,1,1.0,7.0,342,1,0,0,0,0,0,1,0
2748,1015.0,1,1350,3,1.5,25.0,39,0,0,0,1,0,1,0,0
2750,721.0,1,1006,3,1.5,-103.0,433,0,0,0,1,0,1,0,0
2753,990.0,1,1350,3,1.5,205.0,376,0,0,0,1,0,1,0,0
2756,849.0,1,1156,3,1.5,24.0,377,0,0,0,1,0,1,0,0
2757,628.0,1,963,2,1.5,0.0,405,0,0,0,1,0,0,1,0
2761,1075.0,1,1350,3,1.5,58.0,0,0,0,0,1,0,1,0,0
2763,720.0,1,1006,2,1.5,2.0,239,0,0,0,1,0,1,0,0
2766,720.0,1,1006,2,1.5,24.0,364,0,0,0,1,0,1,0,0
2778,1012.0,1,1350,2,1.5,24.0,364,0,0,0,1,0,1,0,0
2779,669.0,1,675,1,1.0,0.0,86,1,0,0,0,0,0,1,0
2785,700.0,1,932,2,1.0,92.0,82,0,0,0,1,0,0,1,0
2786,695.0,1,1006,2,1.5,0.0,394,0,0,0,1,0,1,0,0
2787,674.0,1,675,1,1.0,0.0,364,1,0,0,0,0,0,1,0
2788,720.0,1,1006,2,1.5,0.0,365,0,0,0,1,0,1,0,0
2789,1215.0,1,1350,2,1.5,0.0,370,0,0,0,1,0,1,0,0
2795,744.0,1,955,2,2.0,16.0,347,1,0,0,0,0,0,1,0
2797,789.0,1,955,2,1.0,15.0,366,1,0,0,0,0,0,1,0
2799,644.0,1,675,1,1.0,11.0,127,1,0,0,0,0,0,1,0
2801,651.0,1,950,2,2.0,5.0,317,0,0,0,1,0,0,1,0
2803,659.0,1,950,2,2.0,10.0,350,0,0,0,1,0,0,1,0
2807,674.0,1,675,1,1.0,14.0,184,1,0,0,0,0,0,1,0
2808,666.0,1,675,1,1.0,0.0,380,1,0,0,0,0,0,1,0
2810,634.0,1,675,1,1.0,7.0,343,1,0,0,0,0,0,1,0
2811,779.0,1,955,2,1.5,0.0,365,1,0,0,0,0,0,1,0
2813,754.0,1,955,2,1.5,12.0,226,1,0,0,0,0,0,1,0
2816,865.0,1,875,2,1.5,10.0,365,1,0,0,0,0,0,1,0
2817,720.0,1,1006,2,1.5,0.0,337,0,0,0,1,0,1,0,0
2818,707.0,1,1006,2,1.5,0.0,180,0,0,0,1,0,1,0,0
2831,667.0,1,675,1,1.0,10.0,357,1,0,0,0,0,0,1,0
2835,679.0,1,675,1,1.0,7.0,334,1,0,0,0,0,0,1,0
2840,719.0,1,905,1,1.0,20.0,87,1,0,0,0,0,0,1,0
2842,649.0,1,675,1,1.0,-210.0,337,1,0,0,0,0,0,1,0
2847,839.0,1,1156,3,1.5,0.0,367,0,0,0,1,0,1,0,0
2849,1002.0,1,1350,3,1.5,12.0,351,0,0,0,1,0,1,0,0
2855,1025.0,1,1350,3,1.5,25.0,345,0,0,0,1,0,1,0,0
2858,648.0,1,984,2,1.0,24.0,365,0,0,0,1,0,0,1,0
2860,674.0,1,675,1,1.0,18.0,182,1,0,0,0,0,0,1,0
2861,1002.0,1,1350,3,1.5,0.0,273,0,0,0,1,0,1,0,0
2863,864.0,1,1088,2,1.5,11.0,357,1,0,0,0,0,1,0,0
2864,879.0,1,875,2,1.5,0.0,335,1,0,0,0,0,0,1,0
2865,1015.0,1,1350,3,1.5,0.0,78,0,0,0,1,0,1,0,0
2873,607.0,1,950,2,1.0,-232.0,9,0,0,0,1,0,0,1,0
2874,629.0,1,675,1,1.0,0.0,394,1,0,0,0,0,0,1,0
2875,909.0,1,875,2,1.5,0.0,341,1,0,0,0,0,0,1,0
2876,909.0,1,875,2,1.5,0.0,65,1,0,0,0,0,0,1,0
2881,889.0,1,875,2,1.5,-45.0,212,1,0,0,0,0,0,1,0
2887,629.0,1,675,1,1.0,0.0,140,1,0,0,0,0,0,1,0
2890,608.0,1,984,2,1.0,21.0,375,0,0,0,1,0,0,1,0
2893,705.0,1,1006,2,1.5,10.0,57,0,0,0,1,0,1,0,0
2899,740.0,1,955,2,1.0,0.0,26,1,0,0,0,0,0,1,0
2903,789.0,1,905,2,1.0,2.0,334,1,0,0,0,0,0,1,0
2904,909.0,1,875,2,1.5,0.0,365,1,0,0,0,0,0,1,0
2913,679.0,1,675,1,1.0,20.0,6,1,0,0,0,0,0,1,0
2919,624.0,1,635,1,1.0,13.0,380,1,0,0,0,0,0,1,0
2923,1000.0,1,1350,3,1.5,6.0,65,0,0,0,1,0,1,0,0
2924,834.0,1,1156,3,1.5,0.0,9,0,0,0,1,0,1,0,0
2927,834.0,1,1156,3,1.5,9.0,28,0,0,0,1,0,1,0,0
2935,849.0,1,905,2,1.0,52.0,402,1,0,0,0,0,0,1,0
2937,638.0,1,963,2,1.5,9.0,78,0,0,0,1,0,0,1,0
2939,684.0,1,675,1,1.0,20.0,359,1,0,0,0,0,0,1,0
2940,731.0,1,1006,3,1.5,0.0,68,0,0,0,1,0,1,0,0
2948,990.0,1,1350,3,1.5,0.0,403,0,0,0,1,0,1,0,0
2966,985.0,1,1350,2,1.5,0.0,366,0,0,0,1,0,1,0,0
2969,710.0,1,1006,2,1.5,0.0,369,0,0,0,1,0,1,0,0
2970,629.0,1,963,2,1.5,0.0,33,0,0,0,1,0,0,1,0
2974,674.0,1,675,1,1.0,9.0,360,1,0,0,0,0,0,1,0
2976,725.0,1,1006,3,1.5,0.0,289,0,0,0,1,0,1,0,0
2979,639.0,1,675,1,1.0,10.0,347,1,0,0,0,0,0,1,0
2980,834.0,1,1156,3,1.5,0.0,309,0,0,0,1,0,1,0,0
2982,648.0,1,984,2,1.0,25.0,304,0,0,0,1,0,0,1,0
2998,684.0,1,675,1,1.0,20.0,66,1,0,0,0,0,0,1,0
3005,624.0,1,635,1,1.0,7.0,175,1,0,0,0,0,0,1,0
3006,656.0,1,963,2,1.5,0.0,365,0,0,0,1,0,0,1,0
3007,922.0,1,1350,3,1.5,0.0,63,0,0,0,1,0,1,0,0
3010,687.0,1,675,1,1.0,13.0,365,1,0,0,0,0,0,1,0
3012,654.0,1,675,1,1.0,11.0,74,1,0,0,0,0,0,1,0
3013,628.0,1,963,2,1.5,0.0,253,0,0,0,1,0,0,1,0
3015,1004.0,1,1350,2,1.5,14.0,136,0,0,0,1,0,1,0,0
3018,1007.0,1,1350,2,1.5,32.0,44,0,0,0,1,0,1,0,0
3020,990.0,1,1350,3,1.5,166.0,315,0,0,0,1,0,1,0,0
3022,874.0,1,875,2,1.5,12.0,365,1,0,0,0,0,0,1,0
3030,619.0,1,635,1,1.0,0.0,390,1,0,0,0,0,0,1,0
3032,679.0,1,905,1,1.0,-20.0,296,1,0,0,0,0,0,1,0
3034,1025.0,1,1350,3,1.5,25.0,125,0,0,0,1,0,1,0,0
3038,1019.0,1,1350,3,1.5,0.0,344,0,0,0,1,0,1,0,0
3044,667.0,1,675,1,1.0,7.0,53,1,0,0,0,0,0,1,0
3046,695.0,1,1006,2,1.5,0.0,397,0,0,0,1,0,1,0,0
3048,1029.0,1,1350,2,1.5,25.0,395,0,0,0,1,0,1,0,0
3053,633.0,1,984,2,1.0,19.0,348,0,0,0,1,0,0,1,0
3055,625.0,1,950,2,1.0,13.0,351,0,0,0,1,0,0,1,0
3056,599.0,1,635,1,1.0,0.0,211,1,0,0,0,0,0,1,0
3059,913.0,1,875,2,1.5,-6.0,61,1,0,0,0,0,0,1,0
3061,709.0,1,1006,2,1.5,14.0,366,0,0,0,1,0,1,0,0
3064,626.0,1,635,1,1.0,18.0,34,1,0,0,0,0,0,1,0
3067,775.0,1,1006,3,1.5,25.0,90,0,0,0,1,0,1,0,0
3069,699.0,1,1006,3,1.5,38.0,92,0,0,0,1,0,1,0,0
3072,715.0,1,1006,2,1.5,17.0,345,0,0,0,1,0,1,0,0
3084,641.0,1,963,2,1.5,2.0,376,0,0,0,1,0,0,1,0
3086,789.0,1,955,2,1.0,20.0,357,1,0,0,0,0,0,1,0
3088,610.0,1,932,2,1.0,4.0,346,0,0,0,1,0,0,1,0
3094,646.0,1,635,1,1.0,12.0,348,1,0,0,0,0,0,1,0
3095,789.0,1,955,2,2.0,0.0,132,1,0,0,0,0,0,1,0
3099,677.0,1,675,1,1.0,18.0,361,1,0,0,0,0,0,1,0
3111,749.0,1,955,2,1.0,0.0,279,1,0,0,0,0,0,1,0
3118,762.0,1,905,1,1.0,24.0,36,1,0,0,0,0,0,1,0
3124,858.0,1,875,2,1.5,16.0,49,1,0,0,0,0,0,1,0
3134,775.0,1,1006,3,1.5,19.0,-8,0,0,0,1,0,1,0,0
3135,975.0,1,1350,2,1.5,0.0,258,0,0,0,1,0,1,0,0
3137,628.0,1,963,2,1.5,-67.0,414,0,0,0,1,0,0,1,0
3141,860.0,1,1156,3,1.5,35.0,203,0,0,0,1,0,1,0,0
3147,721.0,1,1006,3,1.5,-24.0,104,0,0,0,1,0,1,0,0
3149,738.0,1,875,2,1.5,5.0,343,1,0,0,0,0,0,1,0
3152,709.0,1,1006,2,1.5,0.0,366,0,0,0,1,0,1,0,0
3154,819.0,1,1156,3,1.5,20.0,107,0,0,0,1,0,1,0,0
3165,840.0,1,1156,3,1.5,-100.0,20,0,0,0,1,0,1,0,0
3169,799.0,1,1156,3,1.5,0.0,413,0,0,0,1,0,1,0,0
3172,653.0,1,963,2,1.5,15.0,353,0,0,0,1,0,0,1,0
3174,639.0,1,675,1,1.0,-10.0,709,1,0,0,0,0,0,1,0
