,Property_Code_x,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,DateLeaseFrom,DateLeaseTo,Deposit,Sqft,Notes_x,Reason,Length of Stay,Rental_Type,City,State,Zip_Code,Rent_y,SQFT,BedRooms,Attributes_1,Notes_y
18478,sh,t0021836,Move Out,2015-06-30,FT5892H,2014-06-30,2015-06-30,2014-06-30,2015-06-30,99.0,0.0,Move Out,,365 days 00:00:00.000000000,Residential,Toledo,OH,43615,685,984,2,1.0,
18479,sh,t0021836,Deposit Change,2015-07-20,FT5892H,2014-06-30,2015-06-30,2014-06-30,2015-06-30,0.0,0.0,,,365 days 00:00:00.000000000,Residential,Toledo,OH,43615,685,984,2,1.0,
18480,sh,t0021836,Deposit Accounting,2015-07-20,FT5892H,2014-06-30,2015-06-30,2014-06-30,2015-06-30,0.0,0.0,,,365 days 00:00:00.000000000,Residential,Toledo,OH,43615,685,984,2,1.0,
18481,sh,t0017764,Skip,2014-05-27,FT5892H,2012-09-14,2014-05-27,2013-09-01,2014-08-31,99.0,0.0,Skip,,620 days 00:00:00.000000000,Residential,Toledo,OH,43615,685,984,2,1.0,
18482,sh,t0017764,Move Out,2014-05-27,FT5892H,2012-09-14,2014-05-27,2013-09-01,2014-08-31,99.0,0.0,Move Out,,620 days 00:00:00.000000000,Residential,Toledo,OH,43615,685,984,2,1.0,
18483,sh,t0017764,Deposit Change,2014-10-13,FT5892H,2012-09-14,2014-05-27,2013-09-01,2014-08-31,0.0,0.0,,,620 days 00:00:00.000000000,Residential,Toledo,OH,43615,685,984,2,1.0,
18484,sh,t0017764,Deposit Accounting,2014-10-13,FT5892H,2012-09-14,2014-05-27,2013-09-01,2014-08-31,0.0,0.0,,,620 days 00:00:00.000000000,Residential,Toledo,OH,43615,685,984,2,1.0,
18485,sh,t0017622,Early Termination,2015-04-27,WC5956M,2004-10-19,2015-05-31,2015-03-01,2016-02-29,99.0,0.0,Management,,3876 days 00:00:00.000000000,Down,Toledo,OH,43615,715,963,2,1.5,"DOWN UNIT DO NOT RENT IT Flooded unit, waiting on gas to be turned on 5/4 and quote for drywall from Kenzy 5/4"
18486,sh,t0017622,Adjust Moveout Dates,2015-05-04,WC5956M,2004-10-19,2015-05-04,2015-03-01,2016-02-29,99.0,0.0,Management,,3849 days 00:00:00.000000000,Down,Toledo,OH,43615,715,963,2,1.5,"DOWN UNIT DO NOT RENT IT Flooded unit, waiting on gas to be turned on 5/4 and quote for drywall from Kenzy 5/4"
18487,sh,t0017622,Move Out,2015-05-04,WC5956M,2004-10-19,2015-05-04,2015-03-01,2016-02-29,99.0,0.0,Move Out,,3849 days 00:00:00.000000000,Down,Toledo,OH,43615,715,963,2,1.5,"DOWN UNIT DO NOT RENT IT Flooded unit, waiting on gas to be turned on 5/4 and quote for drywall from Kenzy 5/4"
18488,sh,t0017622,Deposit Change,2015-12-30,WC5956M,2004-10-19,2015-05-04,2015-03-01,2016-02-29,0.0,0.0,,,3849 days 00:00:00.000000000,Down,Toledo,OH,43615,715,963,2,1.5,"DOWN UNIT DO NOT RENT IT Flooded unit, waiting on gas to be turned on 5/4 and quote for drywall from Kenzy 5/4"
18489,sh,t0017622,Deposit Accounting,2015-12-30,WC5956M,2004-10-19,2015-05-04,2015-03-01,2016-02-29,0.0,0.0,,,3849 days 00:00:00.000000000,Down,Toledo,OH,43615,715,963,2,1.5,"DOWN UNIT DO NOT RENT IT Flooded unit, waiting on gas to be turned on 5/4 and quote for drywall from Kenzy 5/4"
18490,sh,t0017415,Early Termination,2015-04-25,TH5843,2013-08-21,2015-06-30,2014-09-01,2015-08-31,365.0,0.0,Job Transfer,,678 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18491,sh,t0017415,Adjust Moveout Dates,2015-04-27,TH5843,2013-08-21,2015-08-31,2014-09-01,2015-08-31,365.0,0.0,Job Transfer,,740 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18492,sh,t0017415,Adjust Moveout Dates,2015-07-09,TH5843,2013-08-21,2015-07-09,2014-09-01,2015-08-31,365.0,0.0,Skip,,687 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18493,sh,t0017415,Move Out,2015-07-09,TH5843,2013-08-21,2015-07-09,2014-09-01,2015-08-31,365.0,0.0,Move Out,,687 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18494,sh,t0017415,Deposit Change,2015-07-22,TH5843,2013-08-21,2015-07-09,2014-09-01,2015-08-31,0.0,0.0,,,687 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18495,sh,t0017415,Deposit Accounting,2015-07-22,TH5843,2013-08-21,2015-07-09,2014-09-01,2015-08-31,0.0,0.0,,,687 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18496,sh,t0017415,Adjust Deposit Accounting,2015-07-22,TH5843,2013-08-21,2015-07-09,2014-09-01,2015-08-31,0.0,0.0,,,687 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18497,sh,t0017415,Notice Given,2014-08-25,TH5843,2013-08-21,2014-09-22,2013-08-21,2014-08-20,365.0,0.0,Cannot Afford Apartment,,397 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18498,sh,t0017415,Early Termination,2014-04-28,TH5843,2013-08-21,2014-05-30,2013-08-21,2014-08-20,365.0,0.0,Management,,282 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
18499,sh,t0020952,Skip,2015-04-20,WC5936B,2014-04-25,2015-04-20,2014-04-25,2015-04-30,99.0,0.0,Cannot Afford Apartment,,360 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18500,sh,t0020952,Move Out,2015-04-20,WC5936B,2014-04-25,2015-04-20,2014-04-25,2015-04-30,99.0,0.0,Move Out,,360 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18501,sh,t0020952,Deposit Change,2015-05-13,WC5936B,2014-04-25,2015-04-20,2014-04-25,2015-04-30,0.0,0.0,,,360 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18502,sh,t0020952,Deposit Accounting,2015-05-13,WC5936B,2014-04-25,2015-04-20,2014-04-25,2015-04-30,0.0,0.0,,,360 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18503,sh,t0020952,Notice Given,2015-02-05,WC5936B,2014-04-25,2015-05-31,2014-04-25,2015-04-30,99.0,0.0,Purchased Home,,401 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18504,sh,t0017673,Notice Given,2014-02-24,WC5936B,2011-03-31,2014-03-29,2013-04-01,2014-03-29,59.0,0.0,Purchased Home,,1094 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18505,sh,t0017673,Move Out,2014-03-31,WC5936B,2011-03-31,2014-03-29,2013-04-01,2014-03-29,59.0,0.0,Move Out,,1094 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18506,sh,t0017673,Deposit Change,2014-06-30,WC5936B,2011-03-31,2014-03-29,2013-04-01,2014-03-29,0.0,0.0,,,1094 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18507,sh,t0017673,Deposit Accounting,2014-06-30,WC5936B,2011-03-31,2014-03-29,2013-04-01,2014-03-29,0.0,0.0,,,1094 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18508,sh,t0017673,Adjust Deposit Accounting,2014-06-30,WC5936B,2011-03-31,2014-03-29,2013-04-01,2014-03-29,0.0,0.0,,,1094 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
18509,ce,t0023722,Notice Given,2015-04-22,S1456G,2014-11-07,2015-04-20,2014-11-07,2015-11-06,99.0,0.0,Skip,,164 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18510,ce,t0023722,Move Out,2015-04-22,S1456G,2014-11-07,2015-04-20,2014-11-07,2015-11-06,99.0,0.0,Move Out,,164 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18511,ce,t0023722,Deposit Change,2015-05-15,S1456G,2014-11-07,2015-04-20,2014-11-07,2015-11-06,0.0,0.0,,,164 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18512,ce,t0023722,Deposit Accounting,2015-05-15,S1456G,2014-11-07,2015-04-20,2014-11-07,2015-11-06,0.0,0.0,,,164 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18513,ce,t0023722,Adjust Deposit Accounting,2015-05-15,S1456G,2014-11-07,2015-04-20,2014-11-07,2015-11-06,0.0,0.0,,,164 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18514,ce,t0023722,Adjust Deposit Accounting,2015-05-15,S1456G,2014-11-07,2015-04-20,2014-11-07,2015-11-06,0.0,0.0,,,164 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18515,ce,t0013973,Notice Given,2014-08-05,S1456G,2012-10-12,2014-09-30,2013-11-01,2014-09-30,590.0,0.0,Neighborhood,,718 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18516,ce,t0013973,Move Out,2014-09-30,S1456G,2012-10-12,2014-09-30,2013-11-01,2014-09-30,590.0,0.0,Move Out,,718 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18517,ce,t0013973,Deposit Change,2014-10-07,S1456G,2012-10-12,2014-09-30,2013-11-01,2014-09-30,0.0,0.0,,,718 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18518,ce,t0013973,Deposit Accounting,2014-10-07,S1456G,2012-10-12,2014-09-30,2013-11-01,2014-09-30,0.0,0.0,,,718 days 00:00:00.000000000,Residential,Fairfield,OH,45014,685,675,1,1.0,
18519,ce,t0014220,Notice Given,2015-04-14,M0036E,2012-02-24,2015-05-31,2014-03-01,2015-05-31,170.0,0.0,Transfer within Community,,1192 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
18520,ce,t0014220,Move Out,2015-06-30,M0036E,2012-02-24,2015-06-30,2014-03-01,2015-05-31,170.0,0.0,Move Out,,1222 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
18521,ce,t0014220,Deposit Change,2015-07-21,M0036E,2012-02-24,2015-06-30,2014-03-01,2015-05-31,0.0,0.0,,,1222 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
18522,ce,t0014220,Deposit Accounting,2015-07-21,M0036E,2012-02-24,2015-06-30,2014-03-01,2015-05-31,0.0,0.0,,,1222 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
18523,ce,t0014351,Adjust Moveout Dates,2015-06-01,S1500-2G,2013-06-21,2015-05-31,2014-07-01,2015-06-30,99.0,0.0,Cannot Afford Apartment,,709 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18524,ce,t0014351,Move Out,2015-06-01,S1500-2G,2013-06-21,2015-05-31,2014-07-01,2015-06-30,99.0,0.0,Move Out,,709 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18525,ce,t0014351,Deposit Change,2015-07-10,S1500-2G,2013-06-21,2015-05-31,2014-07-01,2015-06-30,0.0,0.0,,,709 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18526,ce,t0014351,Deposit Accounting,2015-07-10,S1500-2G,2013-06-21,2015-05-31,2014-07-01,2015-06-30,0.0,0.0,,,709 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18527,ce,t0014351,Adjust Deposit Accounting,2015-07-10,S1500-2G,2013-06-21,2015-05-31,2014-07-01,2015-06-30,0.0,0.0,,,709 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18528,ce,t0014351,Notice Given,2015-04-13,S1500-2G,2013-06-21,2015-06-30,2014-07-01,2015-06-30,99.0,0.0,Cannot Afford Apartment,,739 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18529,ce,t0014009,Notice Given,2013-05-08,S1500-2G,2012-12-07,2013-05-31,2013-01-01,2013-12-31,150.0,0.0,Roomate Split,,175 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18530,ce,t0014009,Adjust Moveout Dates,2013-05-31,S1500-2G,2012-12-07,2013-06-01,2013-01-01,2013-12-31,150.0,0.0,Roomate Split,,176 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18531,ce,t0014009,Adjust Moveout Dates,2013-06-03,S1500-2G,2012-12-07,2013-06-04,2013-01-01,2013-12-31,150.0,0.0,Roomate Split,,179 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18532,ce,t0014009,Move Out,2013-06-06,S1500-2G,2012-12-07,2013-06-04,2013-01-01,2013-12-31,150.0,0.0,Move Out,,179 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18533,ce,t0014009,Deposit Change,2013-06-13,S1500-2G,2012-12-07,2013-06-04,2013-01-01,2013-12-31,0.0,0.0,,,179 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18534,ce,t0014009,Deposit Accounting,2013-06-13,S1500-2G,2012-12-07,2013-06-04,2013-01-01,2013-12-31,0.0,0.0,,,179 days 00:00:00.000000000,Residential,Fairfield,OH,45014,810,955,2,1.0,
18535,ce,t0014111,Notice Given,2015-04-21,M0008B,2011-11-12,2015-05-31,2013-12-01,2014-12-31,170.0,0.0,Job Transfer,,1296 days 00:00:00.000000000,Residential,Fairfield,OH,45014,770,875,2,1.5,
18536,ce,t0014111,Move Out,2015-05-31,M0008B,2011-11-12,2015-05-31,2013-12-01,2014-12-31,170.0,0.0,Move Out,,1296 days 00:00:00.000000000,Residential,Fairfield,OH,45014,770,875,2,1.5,
18537,ce,t0014111,Deposit Change,2015-07-10,M0008B,2011-11-12,2015-05-31,2013-12-01,2014-12-31,0.0,0.0,,,1296 days 00:00:00.000000000,Residential,Fairfield,OH,45014,770,875,2,1.5,
18538,ce,t0014111,Deposit Accounting,2015-07-10,M0008B,2011-11-12,2015-05-31,2013-12-01,2014-12-31,0.0,0.0,,,1296 days 00:00:00.000000000,Residential,Fairfield,OH,45014,770,875,2,1.5,
18539,ce,t0024733,Notice Given,2015-05-15,C5269M,2015-03-14,2015-06-14,2015-03-14,2015-06-13,99.0,0.0,Job Transfer,,92 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18540,ce,t0024733,Notice Given,2015-05-15,C5269M,2015-03-14,2015-06-14,2015-03-14,2015-06-13,99.0,0.0,Job Transfer,,92 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18541,ce,t0024733,Move Out,2015-06-15,C5269M,2015-03-14,2015-06-13,2015-03-14,2015-06-13,99.0,0.0,Move Out,,91 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18542,ce,t0024733,Deposit Change,2015-07-01,C5269M,2015-03-14,2015-06-13,2015-03-14,2015-06-13,0.0,0.0,,,91 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18543,ce,t0024733,Deposit Accounting,2015-07-01,C5269M,2015-03-14,2015-06-13,2015-03-14,2015-06-13,0.0,0.0,,,91 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18544,ce,t0024733,Notice Given,2015-04-01,C5269M,2015-03-14,2015-06-14,2015-03-14,2015-06-13,99.0,0.0,Neighborhood,,92 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18545,ce,t0022315,Notice Given,2014-10-02,C5269M,2014-07-30,2014-11-01,2014-07-30,2015-01-31,629.0,0.0,Job Transfer,,94 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18546,ce,t0022315,Adjust Moveout Dates,2014-10-31,C5269M,2014-07-30,2014-10-31,2014-07-30,2015-01-31,629.0,0.0,Job Transfer,,93 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18547,ce,t0022315,Move Out,2014-10-31,C5269M,2014-07-30,2014-10-31,2014-07-30,2015-01-31,629.0,0.0,Move Out,,93 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18548,ce,t0022315,Deposit Change,2014-11-19,C5269M,2014-07-30,2014-10-31,2014-07-30,2015-01-31,0.0,0.0,,,93 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18549,ce,t0022315,Deposit Accounting,2014-11-19,C5269M,2014-07-30,2014-10-31,2014-07-30,2015-01-31,0.0,0.0,,,93 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18550,ce,t0013836,Notice Given,2014-05-05,C5269M,2011-09-30,2014-06-30,2011-09-30,2012-09-30,150.0,0.0,Roomate Split,,1004 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18551,ce,t0013836,Adjust Moveout Dates,2014-06-30,C5269M,2011-09-30,2014-07-05,2011-09-30,2012-09-30,150.0,0.0,Roomate Split,,1009 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18552,ce,t0013836,Adjust Moveout Dates,2014-07-08,C5269M,2011-09-30,2014-06-30,2011-09-30,2012-09-30,150.0,0.0,Roomate Split,,1004 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18553,ce,t0013836,Move Out,2014-07-08,C5269M,2011-09-30,2014-06-30,2011-09-30,2012-09-30,150.0,0.0,Move Out,,1004 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18554,ce,t0013836,Deposit Change,2014-07-28,C5269M,2011-09-30,2014-06-30,2011-09-30,2012-09-30,0.0,0.0,,,1004 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18555,ce,t0013836,Deposit Accounting,2014-07-28,C5269M,2011-09-30,2014-06-30,2011-09-30,2012-09-30,0.0,0.0,,,1004 days 00:00:00.000000000,Residential,Fairfield,OH,45014,695,675,1,1.0,
18556,sh,t0017509,Adjust Moveout Dates,2015-05-31,AC1131,2012-11-30,2015-06-01,2014-12-01,2015-05-31,430.0,0.0,Purchased Home,,913 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18557,sh,t0017509,Adjust Moveout Dates,2015-06-02,AC1131,2012-11-30,2015-06-01,2014-12-01,2015-05-31,430.0,0.0,Purchased Home,,913 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18558,sh,t0017509,Move Out,2015-06-02,AC1131,2012-11-30,2015-06-01,2014-12-01,2015-05-31,430.0,0.0,Move Out,,913 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18559,sh,t0017509,Deposit Change,2015-09-15,AC1131,2012-11-30,2015-06-01,2014-12-01,2015-05-31,0.0,0.0,,,913 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18560,sh,t0017509,Deposit Accounting,2015-09-15,AC1131,2012-11-30,2015-06-01,2014-12-01,2015-05-31,0.0,0.0,,,913 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18561,sh,t0017509,Adjust Deposit Accounting,2015-09-15,AC1131,2012-11-30,2015-06-01,2014-12-01,2015-05-31,0.0,0.0,,,913 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18562,sh,t0017509,Notice Given,2015-04-02,AC1131,2012-11-30,2015-05-31,2014-12-01,2015-05-31,430.0,0.0,Purchased Home,,912 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18563,ce,t0018281,Move Out,2015-06-01,M0003F,2014-02-08,2015-06-01,2014-02-08,2015-02-28,99.0,0.0,Move Out,,478 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18564,ce,t0018281,Deposit Change,2015-07-01,M0003F,2014-02-08,2015-06-01,2014-02-08,2015-02-28,0.0,0.0,,,478 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18565,ce,t0018281,Deposit Accounting,2015-07-01,M0003F,2014-02-08,2015-06-01,2014-02-08,2015-02-28,0.0,0.0,,,478 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18566,ce,t0018281,Adjust Deposit Accounting,2015-07-01,M0003F,2014-02-08,2015-06-01,2014-02-08,2015-02-28,0.0,0.0,,,478 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18567,ce,t0018281,Notice Given,2015-04-01,M0003F,2014-02-08,2015-06-01,2014-02-08,2015-02-28,99.0,0.0,Purchased Home,,478 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18568,ce,t0014086,Notice Given,2013-12-05,M0003F,2012-11-12,2013-11-30,2012-12-01,2013-11-30,675.0,0.0,Transfer within Community,,383 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18569,ce,t0014086,Move Out,2013-12-05,M0003F,2012-11-12,2013-11-30,2012-12-01,2013-11-30,675.0,0.0,Move Out,,383 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18570,ce,t0014086,Deposit Change,2013-12-26,M0003F,2012-11-12,2013-11-30,2012-12-01,2013-11-30,0.0,0.0,,,383 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18571,ce,t0014086,Deposit Accounting,2013-12-26,M0003F,2012-11-12,2013-11-30,2012-12-01,2013-11-30,0.0,0.0,,,383 days 00:00:00.000000000,Residential,Fairfield,OH,45014,800,875,2,1.5,
18572,ce,t0019855,Move Out,2015-05-31,C5254E,2014-05-17,2015-05-31,2014-05-17,2015-05-31,99.0,0.0,Move Out,,379 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18573,ce,t0019855,Deposit Change,2015-06-12,C5254E,2014-05-17,2015-05-31,2014-05-17,2015-05-31,0.0,0.0,,,379 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18574,ce,t0019855,Deposit Accounting,2015-06-12,C5254E,2014-05-17,2015-05-31,2014-05-17,2015-05-31,0.0,0.0,,,379 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18575,ce,t0019855,Notice Given,2015-03-23,C5254E,2014-05-17,2015-05-31,2014-05-17,2015-05-31,99.0,0.0,Cannot Afford Apartment,,379 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18576,ce,t0013818,Notice Given,2014-03-12,C5254E,2011-10-08,2014-04-30,2013-11-01,2014-04-30,170.0,0.0,Neighborhood,,935 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18577,ce,t0013818,Adjust Moveout Dates,2014-04-30,C5254E,2011-10-08,2014-05-01,2013-11-01,2014-04-30,170.0,0.0,Neighborhood,,936 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18578,ce,t0013818,Move Out,2014-05-02,C5254E,2011-10-08,2014-05-01,2013-11-01,2014-04-30,170.0,0.0,Move Out,,936 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18579,ce,t0013818,Deposit Change,2014-05-22,C5254E,2011-10-08,2014-05-01,2013-11-01,2014-04-30,0.0,0.0,,,936 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18580,ce,t0013818,Deposit Accounting,2014-05-22,C5254E,2011-10-08,2014-05-01,2013-11-01,2014-04-30,0.0,0.0,,,936 days 00:00:00.000000000,Residential,Fairfield,OH,45014,785,905,1,2.0,
18581,ce,t0023765,Move Out,2015-05-19,C5322A,2014-11-15,2015-05-19,2014-11-15,2015-11-30,99.0,0.0,Move Out,,185 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18582,ce,t0023765,Deposit Change,2015-06-12,C5322A,2014-11-15,2015-05-19,2014-11-15,2015-11-30,0.0,0.0,,,185 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18583,ce,t0023765,Deposit Accounting,2015-06-12,C5322A,2014-11-15,2015-05-19,2014-11-15,2015-11-30,0.0,0.0,,,185 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18584,ce,t0023765,Adjust Deposit Accounting,2015-09-16,C5322A,2014-11-15,2015-05-19,2014-11-15,2015-11-30,0.0,0.0,,,185 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18585,ce,t0023765,Notice Given,2015-03-19,C5322A,2014-11-15,2015-05-19,2014-11-15,2015-11-30,99.0,0.0,Purchased Home,,185 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18586,ce,t0019666,Notice Given,2014-10-08,C5322A,2014-03-06,2014-09-30,2014-03-06,2014-09-30,99.0,0.0,Transfer within Community,,208 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18587,ce,t0019666,Move Out,2014-10-08,C5322A,2014-03-06,2014-09-30,2014-03-06,2014-09-30,99.0,0.0,Move Out,,208 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18588,ce,t0019666,Deposit Change,2014-10-24,C5322A,2014-03-06,2014-09-30,2014-03-06,2014-09-30,0.0,0.0,,,208 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18589,ce,t0019666,Deposit Accounting,2014-10-24,C5322A,2014-03-06,2014-09-30,2014-03-06,2014-09-30,0.0,0.0,,,208 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18590,ce,t0013897,Notice Given,2013-12-06,C5322A,2013-02-09,2014-01-10,2013-02-09,2014-02-28,170.0,0.0,Move-In With Family,,335 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18591,ce,t0013897,Move Out,2014-01-10,C5322A,2013-02-09,2014-01-10,2013-02-09,2014-02-28,170.0,0.0,Move Out,,335 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18592,ce,t0013897,Deposit Change,2014-02-13,C5322A,2013-02-09,2014-01-10,2013-02-09,2014-02-28,0.0,0.0,,,335 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18593,ce,t0013897,Deposit Accounting,2014-02-13,C5322A,2013-02-09,2014-01-10,2013-02-09,2014-02-28,0.0,0.0,,,335 days 00:00:00.000000000,Residential,Fairfield,OH,45014,675,675,1,1.0,
18594,sh,t0019771,Adjust Moveout Dates,2015-05-05,FT5765,2014-04-28,2015-05-31,2014-04-28,2015-04-30,99.0,0.0,Move-In With Family,,398 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18595,sh,t0019771,Adjust Moveout Dates,2015-05-12,FT5765,2014-04-28,2015-05-12,2014-04-28,2015-04-30,99.0,0.0,Skip,,379 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18596,sh,t0019771,Move Out,2015-05-12,FT5765,2014-04-28,2015-05-12,2014-04-28,2015-04-30,99.0,0.0,Move Out,,379 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
