,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Length of Stay,Vacancy
70945,ce,t0039560,Submit Application,2018-04-14,S1458A,2018-06-01,,675.0,0.0,,0
70946,ce,t0039560,Deposit Change,2018-04-17,S1458A,2018-06-01,,675.0,0.0,,0
70947,ce,t0039560,Application Denied,2018-04-17,S1458A,2018-06-01,,675.0,0.0,,0
70948,ce,t0039560,Deposit Change,2018-04-25,S1458A,2018-06-01,,675.0,0.0,,0
70949,ce,t0039560,Deposit Accounting,2018-04-25,S1458A,2018-06-01,,675.0,0.0,,0
70950,ce,t0039561,Submit Application,2018-04-14,C5324M,2018-05-30,,705.0,0.0,,0
70953,ce,t0039561,Deposit Accounting,2018-04-16,C5324M,2018-05-30,,705.0,0.0,,0
70954,ce,t0039561,Application Denied,2018-04-16,C5324M,2018-05-30,,705.0,0.0,,0
70955,ce,t0039562,Submit Application,2018-04-14,M0026C,2018-05-12,,780.0,0.0,,0
70958,ce,t0039562,Deposit Accounting,2018-04-16,M0026C,2018-05-12,,780.0,0.0,,0
70959,ce,t0039562,Application Denied,2018-04-16,M0026C,2018-05-12,,780.0,0.0,,0
71009,mpg,t0039566,Submit Application,2018-04-15,1968-07B,2018-04-17,,0.0,0.0,,0
71010,mpg,t0039566,Deposit Change,2018-04-16,1968-07B,2018-04-17,,0.0,0.0,,0
71011,mpg,t0039566,Deposit Change,2018-04-18,1968-07B,2018-04-17,,0.0,0.0,,0
71014,mpg,t0039566,Deposit Accounting,2018-04-19,1968-07B,2018-04-17,,0.0,0.0,,0
71015,mpg,t0039566,Application Canceled,2018-04-16,1968-07B,,,0.0,0.0,,0
71016,ce,t0039567,Application Denied,2018-04-16,S1500-7C,2018-05-19,,939.0,0.0,,0
71019,ce,t0039567,Deposit Accounting,2018-04-16,S1500-7C,2018-05-19,,939.0,0.0,,0
71020,ce,t0039567,Submit Application,2018-04-16,S1500-7C,2018-05-19,,939.0,0.0,,0
71021,ce,t0039568,Early Termination,2018-10-24,C5254D,2018-05-05,2018-10-30,840.0,0.0,178 days 00:00:00.000000000,0
71022,ce,t0039568,Move Out,2018-10-31,C5254D,2018-05-05,2018-10-30,840.0,0.0,178 days 00:00:00.000000000,1
71023,ce,t0039568,Deposit Change,2018-11-08,C5254D,2018-05-05,2018-10-30,840.0,0.0,178 days 00:00:00.000000000,0
71024,ce,t0039568,Deposit Accounting,2018-11-08,C5254D,2018-05-05,2018-10-30,840.0,0.0,178 days 00:00:00.000000000,0
71025,ce,t0039568,Adjust Deposit Accounting,2018-11-08,C5254D,2018-05-05,2018-10-30,840.0,0.0,178 days 00:00:00.000000000,0
71026,ce,t0039568,Adjust Deposit Accounting,2018-12-06,C5254D,2018-05-05,2018-10-30,840.0,0.0,178 days 00:00:00.000000000,0
71031,ce,t0039568,Application Approved,2018-04-17,C5254D,2018-05-05,,840.0,0.0,,0
71032,ce,t0039568,Submit Application,2018-04-16,C5254D,2018-05-05,,840.0,0.0,,0
71033,ce,t0039568,Lease Signed,2018-04-17,C5254D,2018-05-05,,840.0,0.0,,0
71034,ce,t0039568,Deposit Change,2018-04-21,C5254D,2018-05-05,,840.0,0.0,,0
71035,ce,t0039568,Move In,2018-05-07,C5254D,2018-05-05,,840.0,0.0,,0
71036,ce,t0039568,Adjust Lease End Dates,2018-05-09,C5254D,2018-05-05,,840.0,0.0,,0
71114,sh,t0039578,Transfer Unit (From FT5827 to FT5815),2018-06-18,FT5815,2018-06-18,,1250.0,0.0,,0
71115,sh,t0039578,Adjust Move In Dates,2018-06-22,FT5815,2018-06-29,,1250.0,0.0,,0
71116,sh,t0039578,Adjust Move In Dates,2018-06-30,FT5815,2018-07-15,,1250.0,0.0,,0
71117,sh,t0039578,Adjust Move In Dates,2018-07-20,FT5815,2018-07-31,,1250.0,0.0,,0
71118,sh,t0039578,Assign Unit (From FT5815 to FT5841),2018-07-30,FT5841,2018-07-31,,1250.0,0.0,,0
71119,sh,t0039578,Adjust Move In Dates,2018-08-15,FT5841,2018-08-11,,1250.0,0.0,,0
71128,sh,t0039578,Adjust Move In Dates,2018-07-31,FT5841,2018-08-15,,1250.0,0.0,,0
71137,sh,t0039578,Cancel Move In,2018-08-17,FT5841,,,1250.0,0.0,,0
71138,sh,t0039579,Lease Signed,2018-04-24,TH5828,2018-04-27,,775.0,0.0,,0
71139,sh,t0039579,Move In,2018-04-27,TH5828,2018-04-27,,775.0,0.0,,0
71140,sh,t0039579,Application Approved,2018-04-17,TH5787,2018-04-30,,775.0,0.0,,0
71141,sh,t0039579,Submit Application,2018-04-16,TH5787,2018-04-30,,775.0,0.0,,0
71142,sh,t0039579,Deposit Change,2018-04-17,TH5787,2018-04-30,,775.0,0.0,,0
71143,sh,t0039579,Assign Unit (From TH5787 to TH5828),2018-04-18,TH5828,2018-04-30,,775.0,0.0,,0
71144,sh,t0039579,Assign Unit (From TH5828 to TH5828),2018-04-18,TH5828,2018-04-30,,775.0,0.0,,0
71162,mpg,t0039581,Submit Application,2018-04-16,1996-04B,2018-06-10,,1100.0,0.0,,0
71163,mpg,t0039581,Deposit Change,2018-04-18,1996-04B,2018-06-10,,1100.0,0.0,,0
71164,mpg,t0039581,Application Canceled,2018-04-23,1996-04B,,,1100.0,0.0,,0
71167,mpg,t0039581,Deposit Accounting,2018-04-23,1996-04B,,,1100.0,0.0,,0
71168,mpg,t0039582,Assign Unit (From 1968-07B to 1986-10B),2018-04-24,1986-10B,2018-06-09,,1119.0,0.0,,0
71169,mpg,t0039582,Application Approved,2018-06-01,2024-08A,2018-06-09,,1119.0,0.0,,0
71170,mpg,t0039582,Lease Signed,2018-06-01,2024-08A,2018-06-09,,1119.0,0.0,,0
71171,mpg,t0039582,Assign Unit (From 2024-08A to 2006-09A),2018-06-01,2006-09A,2018-06-09,,1119.0,0.0,,0
71172,mpg,t0039582,Submit Application,2018-04-16,1968-07B,2018-06-10,,1119.0,0.0,,0
71173,mpg,t0039582,Application Denied,2018-04-17,1968-07B,2018-06-10,,1119.0,0.0,,0
71178,mpg,t0039582,Deposit Accounting,2018-04-19,1968-07B,2018-06-10,,1119.0,0.0,,0
71179,mpg,t0039582,Re-Apply,2018-04-24,1968-07B,2018-06-10,,1119.0,0.0,,0
71180,mpg,t0039582,Adjust Move In Dates,2018-06-11,2006-09A,2018-06-15,,1119.0,0.0,,0
71181,mpg,t0039582,Assign Unit (From 2006-09A to 1986-10B),2018-06-11,1986-10B,2018-06-15,,1119.0,0.0,,0
71182,mpg,t0039582,Adjust Move In Dates,2018-06-15,1986-10B,2018-06-16,,1119.0,0.0,,0
71183,mpg,t0039582,Move In,2018-06-16,1986-10B,2018-06-16,,1119.0,0.0,,0
71184,mpg,t0039582,Deposit Change,2018-06-18,1986-10B,2018-06-16,,1119.0,0.0,,0
71187,mpg,t0039582,Assign Unit (From 1986-10B to 2024-08A),2018-05-10,2024-08A,2018-07-15,,1119.0,0.0,,0
71188,mpg,t0039583,Adjust Moveout Dates,2018-10-06,2024-09A,2018-04-21,2018-10-08,1119.0,0.0,170 days 00:00:00.000000000,0
71191,mpg,t0039583,Skip,2018-08-06,2024-09A,2018-04-21,2018-10-06,1119.0,0.0,168 days 00:00:00.000000000,0
71192,mpg,t0039583,Adjust Moveout Dates,2018-10-06,2024-09A,2018-04-21,2018-10-06,1119.0,0.0,168 days 00:00:00.000000000,0
71193,mpg,t0039583,Move Out,2018-10-06,2024-09A,2018-04-21,2018-10-06,1119.0,0.0,168 days 00:00:00.000000000,1
71194,mpg,t0039583,Deposit Change,2018-10-22,2024-09A,2018-04-21,2018-10-06,1119.0,0.0,168 days 00:00:00.000000000,0
71195,mpg,t0039583,Deposit Accounting,2018-10-22,2024-09A,2018-04-21,2018-10-06,1119.0,0.0,168 days 00:00:00.000000000,0
71202,mpg,t0039583,Application Approved,2018-04-17,2024-09A,2018-04-21,,1119.0,0.0,,0
71203,mpg,t0039583,Submit Application,2018-04-16,2024-09A,2018-04-21,,1119.0,0.0,,0
71204,mpg,t0039583,Lease Signed,2018-04-17,2024-09A,2018-04-21,,1119.0,0.0,,0
71207,mpg,t0039583,Move In,2018-04-21,2024-09A,2018-04-21,,1119.0,0.0,,0
71208,mpg,t0039583,Deposit Change,2018-04-23,2024-09A,2018-04-21,,1119.0,0.0,,0
71209,mpg,t0039583,Deposit Change,2018-06-18,2024-09A,2018-04-21,,1119.0,0.0,,0
71233,fh,t0039586,Application Approved,2018-04-17,4739A,2018-04-18,,984.0,0.0,,0
71234,fh,t0039586,Submit Application,2018-04-17,4739A,2018-04-18,,984.0,0.0,,0
71235,fh,t0039586,Lease Signed,2018-04-18,4739A,2018-04-18,,984.0,0.0,,0
71236,fh,t0039586,Move In,2018-04-18,4739A,2018-04-18,,984.0,0.0,,0
71242,fh,t0039586,Call,2018-08-03,4739A,2018-04-18,,0.0,0.0,,0
71243,fh,t0039586,Call,2018-09-06,4739A,2018-04-18,,0.0,0.0,,0
71244,fh,t0039586,Call,2018-09-09,4739A,2018-04-18,,0.0,0.0,,0
71260,ce,t0039590,Submit Application,2018-04-18,S1500-1H,2018-05-30,,830.0,0.0,,0
71261,ce,t0039590,Application Canceled,2018-04-18,S1500-1H,,,830.0,0.0,,0
71264,ce,t0039590,Deposit Accounting,2018-04-21,S1500-1H,,,830.0,0.0,,0
71272,sh,t0039592,Eviction,2018-08-13,TH5787,2018-04-20,2018-09-30,775.0,0.0,163 days 00:00:00.000000000,0
71273,sh,t0039592,Adjust Moveout Dates,2018-09-28,TH5787,2018-04-20,2018-09-28,775.0,0.0,161 days 00:00:00.000000000,0
71274,sh,t0039592,Move Out,2018-09-28,TH5787,2018-04-20,2018-09-28,775.0,0.0,161 days 00:00:00.000000000,1
71275,sh,t0039592,Deposit Accounting,2018-09-29,TH5787,2018-04-20,2018-09-28,775.0,0.0,161 days 00:00:00.000000000,0
71280,sh,t0039592,Application Approved,2018-04-18,TH5787,2018-04-20,,775.0,0.0,,0
71281,sh,t0039592,Submit Application,2018-04-18,TH5787,2018-04-20,,775.0,0.0,,0
71282,sh,t0039592,Lease Signed,2018-04-18,TH5787,2018-04-20,,775.0,0.0,,0
71283,sh,t0039592,Move In,2018-04-20,TH5787,2018-04-20,,775.0,0.0,,0
71315,sh,t0039597,Application Approved,2018-04-18,TH5801,2018-04-30,,775.0,0.0,,0
71316,sh,t0039597,Submit Application,2018-04-18,TH5801,2018-04-30,,775.0,0.0,,0
71317,sh,t0039597,Lease Signed,2018-04-18,TH5801,2018-04-30,,775.0,0.0,,0
71318,sh,t0039597,Deposit Change,2018-04-19,TH5801,2018-04-30,,775.0,0.0,,0
71319,sh,t0039597,Move In,2018-04-30,TH5801,2018-04-30,,775.0,0.0,,0
71323,fh,t0039598,Transfer Unit (From 1100D to 1100C),2019-01-08,1100C,2019-01-11,,1199.0,0.0,,0
71356,sh,t0039603,Early Termination,2018-10-22,WC5933I,2018-06-01,2018-12-15,715.0,0.0,197 days 00:00:00.000000000,0
71359,sh,t0039603,Transfer Unit (From SH5904 to WC5933I),2018-05-03,WC5933I,2018-05-29,,715.0,0.0,,0
71360,sh,t0039603,Adjust Move In Dates,2018-06-13,WC5933I,2018-06-01,,715.0,0.0,,0
71361,sh,t0039603,Move In,2018-06-13,WC5933I,2018-06-01,,715.0,0.0,,0
71362,sh,t0039603,Cancel Notice,2018-12-11,WC5933I,2018-06-01,,715.0,0.0,,0
71363,sh,t0039603,Adjust Move In Dates,2018-05-04,WC5933I,2018-06-15,,715.0,0.0,,0
71364,sh,t0039604,Application Approved,2018-04-24,FT5791,2018-04-30,,1175.0,0.0,,0
71365,sh,t0039604,Submit Application,2018-04-19,FT5789,2018-04-30,,1175.0,0.0,,0
71366,sh,t0039604,Deposit Change,2018-04-20,FT5789,2018-04-30,,1175.0,0.0,,0
71367,sh,t0039604,Assign Unit (From FT5789 to FT5791),2018-04-20,FT5791,2018-04-30,,1175.0,0.0,,0
71368,sh,t0039604,Lease Signed,2018-04-24,FT5791,2018-04-30,,1175.0,0.0,,0
71369,sh,t0039604,Adjust Move In Dates,2018-05-01,FT5791,2018-05-06,,1175.0,0.0,,0
71370,sh,t0039604,Move In,2018-05-06,FT5791,2018-05-06,,1175.0,0.0,,0
71373,sh,t0039604,Adjust Move In Dates,2018-04-30,FT5791,2018-07-02,,1175.0,0.0,,0
71374,ce,t0039605,Submit Application,2018-04-19,S1454G,2018-05-30,,685.0,0.0,,0
71375,ce,t0039605,Application Denied,2018-04-20,S1454G,2018-05-30,,685.0,0.0,,0
71378,ce,t0039605,Deposit Accounting,2018-04-21,S1454G,2018-05-30,,685.0,0.0,,0
71463,sh,t0039625,Application Approved,2018-04-24,FT5862C,2018-06-15,,650.0,0.0,,0
71464,sh,t0039625,Submit Application,2018-04-21,FT5862C,2018-06-15,,650.0,0.0,,0
71465,sh,t0039625,Lease Signed,2018-04-24,FT5862C,2018-06-15,,650.0,0.0,,0
71466,sh,t0039625,Deposit Change,2018-04-27,FT5862C,2018-06-15,,650.0,0.0,,0
71467,sh,t0039625,Move In,2018-06-20,FT5862C,2018-06-15,,650.0,0.0,,0
71468,sh,t0039625,Adjust Lease End Dates,2018-06-21,FT5862C,2018-06-15,,650.0,0.0,,0
71471,sh,t0039627,Application Approved,2018-04-24,FT5862E,2018-07-10,,650.0,0.0,,0
71472,sh,t0039627,Submit Application,2018-04-22,FT5862E,2018-07-10,,650.0,0.0,,0
71473,sh,t0039627,Lease Signed,2018-04-24,FT5862E,2018-07-10,,650.0,0.0,,0
71474,sh,t0039627,Deposit Change,2018-04-27,FT5862E,2018-07-10,,650.0,0.0,,0
71475,sh,t0039627,Cancel Move In,2018-06-26,FT5862E,,,650.0,0.0,,0
71476,sh,t0039627,Deposit Change,2018-06-27,FT5862E,,,650.0,0.0,,0
71477,sh,t0039627,Deposit Accounting,2018-06-27,FT5862E,,,650.0,0.0,,0
71527,fh,t0039631,Skip,2018-12-29,1025C,2018-06-04,2018-12-29,1135.0,0.0,208 days 00:00:00.000000000,0
71528,fh,t0039631,Move Out,2018-12-29,1025C,2018-06-04,2018-12-29,1135.0,0.0,208 days 00:00:00.000000000,1
71529,fh,t0039631,Deposit Change,2019-01-09,1025C,2018-06-04,2018-12-29,1135.0,0.0,208 days 00:00:00.000000000,0
71530,fh,t0039631,Deposit Accounting,2019-01-09,1025C,2018-06-04,2018-12-29,1135.0,0.0,208 days 00:00:00.000000000,0
71531,fh,t0039631,Adjust Deposit Accounting,2019-01-09,1025C,2018-06-04,2018-12-29,1135.0,0.0,208 days 00:00:00.000000000,0
71536,fh,t0039631,Lease Signed,2018-05-01,1025C,2018-06-01,,1135.0,0.0,,0
71537,fh,t0039631,Adjust Move In Dates,2018-05-29,1025C,2018-06-04,,1135.0,0.0,,0
71538,fh,t0039631,Move In,2018-06-05,1025C,2018-06-04,,1135.0,0.0,,0
71539,fh,t0039631,Adjust Lease End Dates,2018-06-05,1025C,2018-06-04,,1135.0,0.0,,0
71542,fh,t0039631,Application Approved,2018-04-25,1025C,2018-06-15,,1135.0,0.0,,0
71543,fh,t0039631,Submit Application,2018-04-22,1025C,2018-06-15,,1135.0,0.0,,0
71544,fh,t0039631,Deposit Change,2018-04-26,1025C,2018-06-15,,1135.0,0.0,,0
71555,fh,t0039633,Application Approved,2018-04-25,4798C,2018-06-15,,1135.0,0.0,,0
71556,fh,t0039633,Submit Application,2018-04-22,4798C,2018-06-15,,1135.0,0.0,,0
71557,fh,t0039633,Lease Signed,2018-04-25,4798C,2018-06-15,,1135.0,0.0,,0
71558,fh,t0039633,Deposit Change,2018-04-26,4798C,2018-06-15,,1135.0,0.0,,0
71559,fh,t0039633,Cancel Move In,2018-06-21,4798C,,,1135.0,0.0,,0
71560,fh,t0039633,Deposit Change,2018-06-22,4798C,,,1135.0,0.0,,0
71561,fh,t0039633,Deposit Accounting,2018-06-22,4798C,,,1135.0,0.0,,0
71562,fh,t0039634,Application Approved,2018-04-23,4747B,2018-06-23,,984.0,0.0,,0
71563,fh,t0039634,Submit Application,2018-04-22,4747B,2018-06-23,,984.0,0.0,,0
71564,fh,t0039634,Assign Unit (From 4747B to 1103A),2018-04-23,1103A,2018-06-23,,984.0,0.0,,0
71565,fh,t0039634,Deposit Change,2018-04-24,1103A,2018-06-23,,984.0,0.0,,0
71566,fh,t0039634,Lease Signed,2018-06-23,1103A,2018-06-23,,984.0,0.0,,0
71567,fh,t0039634,Move In,2018-06-25,1103A,2018-06-23,,984.0,0.0,,0
71570,fh,t0039634,Email,2018-10-29,1103A,2018-06-23,,0.0,0.0,,0
71571,fh,t0039634,Email,2018-10-31,1103A,2018-06-23,,0.0,0.0,,0
71572,fh,t0039634,Email,2018-11-02,1103A,2018-06-23,,0.0,0.0,,0
71573,fh,t0039634,Email,2018-11-06,1103A,2018-06-23,,0.0,0.0,,0
71574,fh,t0039634,Email,2018-11-08,1103A,2018-06-23,,0.0,0.0,,0
71575,fh,t0039635,Application Approved,2018-04-23,1142DB,2018-04-28,,1135.0,0.0,,0
71576,fh,t0039635,Submit Application,2018-04-23,1142DB,2018-04-28,,1135.0,0.0,,0
71577,fh,t0039635,Lease Signed,2018-05-04,1142DB,2018-05-04,,1135.0,0.0,,0
71578,fh,t0039635,Move In,2018-05-04,1142DB,2018-05-04,,1135.0,0.0,,0
71583,fh,t0039635,Call,2018-10-23,1142DB,2018-05-04,,0.0,0.0,,0
71590,sh,t0039636,Adjust Moveout Dates,2018-12-26,SH5827,2018-04-30,2018-12-26,800.0,0.0,240 days 00:00:00.000000000,0
71591,sh,t0039636,Move Out,2018-12-26,SH5827,2018-04-30,2018-12-26,800.0,0.0,240 days 00:00:00.000000000,1
71592,sh,t0039636,Deposit Change,2018-12-31,SH5827,2018-04-30,2018-12-26,800.0,0.0,240 days 00:00:00.000000000,0
71593,sh,t0039636,Deposit Accounting,2018-12-31,SH5827,2018-04-30,2018-12-26,800.0,0.0,240 days 00:00:00.000000000,0
71598,sh,t0039636,Eviction,2018-11-19,SH5827,2018-04-30,2018-12-21,800.0,0.0,235 days 00:00:00.000000000,0
71601,sh,t0039636,Eviction,2018-11-01,SH5827,2018-04-30,2018-12-15,800.0,0.0,229 days 00:00:00.000000000,0
71604,sh,t0039636,Application Approved,2018-04-23,SH5827,2018-04-23,,800.0,0.0,,0
71605,sh,t0039636,Submit Application,2018-04-23,SH5827,2018-04-23,,800.0,0.0,,0
71606,sh,t0039636,Lease Signed,2018-04-24,SH5827,2018-04-30,,800.0,0.0,,0
71607,sh,t0039636,Deposit Change,2018-04-30,SH5827,2018-04-30,,800.0,0.0,,0
71608,sh,t0039636,Move In,2018-04-30,SH5827,2018-04-30,,800.0,0.0,,0
71609,sh,t0039636,Cancel Eviction,2018-11-16,SH5827,2018-04-30,,800.0,0.0,,0
71644,mpg,t0039642,Application Approved,2018-04-25,1996-04B,2018-06-05,,1100.0,0.0,,0
71645,mpg,t0039642,Submit Application,2018-04-23,1996-04B,2018-06-05,,1100.0,0.0,,0
71646,mpg,t0039642,Lease Signed,2018-04-25,1996-04B,2018-06-05,,1100.0,0.0,,0
71647,mpg,t0039642,Deposit Change,2018-04-26,1996-04B,2018-06-05,,1100.0,0.0,,0
71648,mpg,t0039642,Adjust Move In Dates,2018-05-19,1996-04B,2018-06-15,,1100.0,0.0,,0
71649,mpg,t0039642,Adjust Move In Dates,2018-06-11,1996-04B,2018-06-16,,1100.0,0.0,,0
71650,mpg,t0039642,Move In,2018-06-16,1996-04B,2018-06-16,,1100.0,0.0,,0
71651,mpg,t0039642,Deposit Change,2018-06-18,1996-04B,2018-06-16,,1100.0,0.0,,0
71659,sh,t0039645,Application Approved,2018-04-27,AC1120,2018-04-30,,1250.0,0.0,,0
71660,sh,t0039645,Submit Application,2018-04-24,AC1120,2018-04-30,,1250.0,0.0,,0
71661,sh,t0039645,Application Canceled,2018-05-11,AC1120,,,1250.0,0.0,,0
71664,sh,t0039645,Adjust Deposit Accounting,2018-08-02,AC1120,,,1250.0,0.0,,0
71665,fh,t0039646,Application Approved,2018-04-24,1123B,2018-04-25,,1060.0,0.0,,0
71666,fh,t0039646,Submit Application,2018-04-24,1123B,2018-04-25,,1060.0,0.0,,0
71667,fh,t0039646,Deposit Change,2018-04-25,1123B,2018-04-25,,1060.0,0.0,,0
71668,fh,t0039646,Lease Signed,2018-04-25,1123B,2018-04-25,,1060.0,0.0,,0
71669,fh,t0039646,Move In,2018-04-25,1123B,2018-04-25,,1060.0,0.0,,0
71688,sh,t0039649,Application Approved,2018-04-27,SH5863,2018-05-19,,775.0,0.0,,0
71689,sh,t0039649,Submit Application,2018-04-24,SH5863,2018-05-19,,775.0,0.0,,0
71690,sh,t0039649,Deposit Change,2018-04-25,SH5863,2018-05-19,,775.0,0.0,,0
71691,sh,t0039649,Lease Signed,2018-05-15,SH5863,2018-05-21,,775.0,0.0,,0
71692,sh,t0039649,Move In,2018-05-21,SH5863,2018-05-21,,775.0,0.0,,0
71699,ce,t0039655,Notice Given,2018-10-19,S1454G,2018-05-30,2018-12-18,685.0,0.0,202 days 00:00:00.000000000,0
71702,ce,t0039655,Application Approved,2018-04-26,S1454G,2018-05-30,,685.0,0.0,,0
71703,ce,t0039655,Submit Application,2018-04-26,S1454G,2018-05-30,,685.0,0.0,,0
71704,ce,t0039655,Lease Signed,2018-04-26,S1454G,2018-05-30,,685.0,0.0,,0
71705,ce,t0039655,Deposit Change,2018-04-27,S1454G,2018-05-30,,685.0,0.0,,0
71706,ce,t0039655,Move In,2018-05-30,S1454G,2018-05-30,,685.0,0.0,,0
71707,ce,t0039655,Adjust Lease End Dates,2018-06-01,S1454G,2018-05-30,,685.0,0.0,,0
71708,ce,t0039655,Cancel Notice,2018-12-06,S1454G,2018-05-30,,685.0,0.0,,0
71709,ce,t0039656,Submit Application,2018-04-26,C5307J,2018-05-12,,685.0,0.0,,0
71710,ce,t0039656,Application Denied,2018-04-26,C5307J,2018-05-12,,685.0,0.0,,0
71713,ce,t0039656,Deposit Accounting,2018-04-26,C5307J,2018-05-12,,685.0,0.0,,0
71760,mpg,t0039667,Submit Application,2018-04-27,2030-07A,2018-04-29,,0.0,0.0,,0
71761,mpg,t0039667,Application Canceled,2018-04-27,2030-07A,,,0.0,0.0,,0
71762,mpg,t0039667,Deposit Change,2018-04-27,2030-07A,,,0.0,0.0,,0
71765,mpg,t0039667,Deposit Accounting,2018-05-02,2030-07A,,,0.0,0.0,,0
71766,mpg,t0039668,Skip,2018-07-12,2024-10C,2018-06-06,2018-07-12,1119.0,0.0,36 days 00:00:00.000000000,0
71767,mpg,t0039668,Move Out,2018-07-12,2024-10C,2018-06-06,2018-07-12,1119.0,0.0,36 days 00:00:00.000000000,1
71768,mpg,t0039668,Deposit Change,2018-07-23,2024-10C,2018-06-06,2018-07-12,1119.0,0.0,36 days 00:00:00.000000000,0
71769,mpg,t0039668,Deposit Accounting,2018-07-23,2024-10C,2018-06-06,2018-07-12,1119.0,0.0,36 days 00:00:00.000000000,0
71770,mpg,t0039668,Adjust Move In Dates,2018-06-01,2024-10C,2018-06-06,,1119.0,0.0,,0
71771,mpg,t0039668,Move In,2018-06-06,2024-10C,2018-06-06,,1119.0,0.0,,0
71778,mpg,t0039668,Application Approved,2018-04-27,2024-10C,2018-06-22,,1119.0,0.0,,0
71779,mpg,t0039668,Submit Application,2018-04-27,2024-10C,2018-06-22,,1119.0,0.0,,0
71780,mpg,t0039668,Lease Signed,2018-04-27,2024-10C,2018-06-22,,1119.0,0.0,,0
71781,ce,t0039671,Application Approved,2018-04-28,C5305L,2018-05-03,,685.0,0.0,,0
71782,ce,t0039671,Submit Application,2018-04-28,C5305L,2018-05-03,,685.0,0.0,,0
71783,ce,t0039671,Lease Signed,2018-04-28,C5305L,2018-05-03,,685.0,0.0,,0
71784,ce,t0039671,Deposit Change,2018-04-29,C5305L,2018-05-03,,685.0,0.0,,0
71785,ce,t0039671,Move In,2018-05-07,C5305L,2018-05-03,,685.0,0.0,,0
71795,mpg,t0039673,Adjust Move In Dates,2018-05-03,2006-09A,2018-05-31,,1119.0,0.0,,0
71796,mpg,t0039673,Adjust Move In Dates,2018-05-03,2006-09A,2018-06-01,,1119.0,0.0,,0
71797,mpg,t0039673,Submit Application,2018-04-28,2024-05B,2018-06-23,,1119.0,0.0,,0
71798,mpg,t0039673,Deposit Change,2018-05-01,2024-05B,2018-06-23,,1119.0,0.0,,0
71799,mpg,t0039673,Application Approved,2018-05-02,2024-05B,2018-06-23,,1119.0,0.0,,0
71800,mpg,t0039673,Lease Signed,2018-05-02,2024-05B,2018-06-23,,1119.0,0.0,,0
71801,mpg,t0039673,Assign Unit (From 2024-05B to 2006-09A),2018-05-03,2006-09A,2018-06-23,,1119.0,0.0,,0
71802,mpg,t0039673,Cancel Move In,2018-05-31,2006-09A,,,1119.0,0.0,,0
71803,mpg,t0039673,Deposit Change,2018-06-08,2006-09A,,,1119.0,0.0,,0
71804,mpg,t0039673,Deposit Accounting,2018-06-08,2006-09A,,,1119.0,0.0,,0
71805,ce,t0039675,Application Approved,2018-04-28,M0026B,2018-06-15,,770.0,0.0,,0
71806,ce,t0039675,Submit Application,2018-04-28,M0026B,2018-06-15,,770.0,0.0,,0
71807,ce,t0039675,Lease Signed,2018-04-28,M0026B,2018-06-15,,770.0,0.0,,0
71808,ce,t0039675,Deposit Change,2018-04-30,M0026B,2018-06-15,,770.0,0.0,,0
71809,ce,t0039675,Deposit Change,2018-05-02,M0026B,2018-06-15,,770.0,0.0,,0
71810,ce,t0039675,Adjust Move In Dates,2018-06-14,M0026B,2018-07-15,,770.0,0.0,,0
71811,ce,t0039675,Adjust Move In Dates,2018-07-15,M0026B,2018-07-16,,770.0,0.0,,0
71812,ce,t0039675,Move In,2018-07-16,M0026B,2018-07-16,,770.0,0.0,,0
71843,mpg,t0039681,Submit Application,2018-04-30,1992-03B,2018-05-12,,0.0,0.0,,0
71844,mpg,t0039681,Deposit Change,2018-04-30,1992-03B,2018-05-12,,0.0,0.0,,0
71845,mpg,t0039681,Application Canceled,2018-05-02,1992-03B,,,0.0,0.0,,0
71848,mpg,t0039681,Deposit Accounting,2018-05-02,1992-03B,,,0.0,0.0,,0
71849,mpg,t0039681,Deposit Change,2018-05-11,1992-03B,,,0.0,0.0,,0
71850,mpg,t0039681,Deposit Change,2018-09-14,1992-03B,,,0.0,0.0,,0
71884,ce,t0039688,Application Approved,2018-04-30,C0011M,2018-05-01,,819.0,0.0,,0
71885,ce,t0039688,Submit Application,2018-04-30,C0011M,2018-05-01,,819.0,0.0,,0
71886,ce,t0039688,Lease Signed,2018-04-30,C0011M,2018-05-01,,819.0,0.0,,0
71887,ce,t0039688,Move In,2018-05-01,C0011M,2018-05-01,,819.0,0.0,,0
71888,ce,t0039688,Deposit Change,2018-05-02,C0011M,2018-05-01,,819.0,0.0,,0
71889,ce,t0039689,Application Approved,2018-04-30,S1454J,2018-06-15,,705.0,0.0,,0
71890,ce,t0039689,Submit Application,2018-04-30,S1454J,2018-06-15,,705.0,0.0,,0
71891,ce,t0039689,Lease Signed,2018-04-30,S1454J,2018-06-15,,705.0,0.0,,0
71892,ce,t0039689,Deposit Change,2018-05-02,S1454J,2018-06-15,,705.0,0.0,,0
71893,ce,t0039689,Move In,2018-06-15,S1454J,2018-06-15,,705.0,0.0,,0
71904,mpg,t0039700,Submit Application,2018-05-01,1986-10C,2018-05-15,,1050.0,0.0,,0
71905,mpg,t0039700,Deposit Change,2018-05-02,1986-10C,2018-05-15,,1050.0,0.0,,0
71906,mpg,t0039700,Application Approved,2018-05-07,1986-10C,2018-05-15,,1050.0,0.0,,0
71907,mpg,t0039700,Lease Signed,2018-05-07,1986-10C,2018-05-15,,1050.0,0.0,,0
