ResUnitStatus,,,,,,,,,,,,,,,,,,,,,
Property_Code,Ref_Property_ID,StartDate,EndDate,Unit_Code,Date,Status,Tenant_Code,Ext_Ref_Tenant_Id,ApplyDate,ApproveDate,SignDate,MoveInDate,MoveOutDate,LeaseFromDate,LeaseToDate,NoticeDate,AvailableDate,RentReady,VacantDate,ReadyDate,Ref_Unit_Id
ce,,9/30/2017,9/30/2017,C5252M,9/30/2017,Vacant Unrented Not Ready,t0030110,,7/13/2016,7/13/2016,7/13/2016,7/30/2016,9/30/2017,7/30/2016,7/29/2017,5/26/2017,10/10/2017,0,9/30/2017,10/10/2017,
sh,,7/25/2016,7/27/2016,SH5820,7/25/2016,Vacant Rented Ready,t0030111,,7/13/2016,7/14/2016,,7/28/2016,,7/28/2016,8/27/2017,,,1,5/29/2016,7/25/2016,
sh,,8/14/2017,8/23/2017,SH5820,8/14/2017,Vacant Unrented Not Ready,t0030111,,7/13/2016,7/14/2016,7/19/2016,7/28/2016,7/28/2017,7/28/2016,7/27/2017,7/17/2017,8/7/2017,0,7/28/2017,8/7/2017,
sh,,8/23/2017,8/23/2017,SH5820,8/23/2017,Vacant Unrented Ready,t0030111,,7/13/2016,7/14/2016,7/19/2016,7/28/2016,7/28/2017,7/28/2016,7/27/2017,7/17/2017,8/7/2017,1,7/28/2017,8/23/2017,
sh,,5/25/2017,7/16/2017,SH5820,7/17/2017,Occupied No Notice,t0030111,,7/13/2016,7/14/2016,7/19/2016,7/28/2016,,7/28/2016,7/27/2017,,,0,8/15/2017,8/6/2017,
sh,,7/17/2017,7/23/2017,SH5820,7/17/2017,Notice Unrented,t0030111,,7/13/2016,7/14/2016,7/19/2016,7/28/2016,7/28/2017,7/28/2016,7/27/2017,7/17/2017,8/18/2017,0,7/28/2017,8/7/2017,
sh,,5/25/2017,5/25/2017,SH5820,5/25/2017,Notice Unrented,t0030111,,7/13/2016,7/14/2016,7/19/2016,7/28/2016,7/27/2017,7/28/2016,7/27/2017,5/25/2017,8/6/2017,0,7/27/2017,8/6/2017,
sh,,7/14/2016,7/25/2016,SH5820,7/14/2016,Vacant Rented Not Ready,t0030111,,7/13/2016,7/14/2016,,7/28/2016,,7/28/2016,8/27/2017,,,0,5/29/2016,5/29/2016,
sh,,7/28/2016,5/24/2017,SH5820,7/30/2016,Occupied No Notice,t0030111,,7/13/2016,7/14/2016,7/19/2016,7/28/2016,,7/28/2016,7/27/2017,,,-1,7/27/2017,7/25/2016,
sh,,7/29/2016,7/29/2016,WC5933S,7/29/2016,Vacant Rented Ready,t0030112,,7/13/2016,7/20/2016,,7/31/2016,,7/31/2016,8/31/2017,,,1,7/15/2016,7/29/2016,
sh,,7/30/2016,6/14/2017,WC5933S,7/31/2016,Occupied No Notice,t0030112,,7/13/2016,7/20/2016,7/20/2016,7/30/2016,,7/30/2016,8/29/2017,,,-1,7/20/2017,7/29/2016,
sh,,7/20/2016,7/29/2016,WC5933S,7/20/2016,Vacant Rented Not Ready,t0030112,,7/13/2016,7/20/2016,,7/31/2016,,7/31/2016,8/31/2017,,,0,7/15/2016,7/15/2016,
sh,,6/15/2017,7/28/2017,WC5933S,6/15/2017,Notice Unrented,t0030112,,7/13/2016,7/20/2016,7/20/2016,7/30/2016,8/3/2017,7/30/2016,8/29/2017,6/15/2017,8/13/2017,0,8/3/2017,8/13/2017,
sh,,7/15/2016,5/4/2018,SH5817,7/16/2016,Occupied No Notice,t0030119,,7/14/2016,7/15/2016,7/15/2016,7/15/2016,,8/1/2017,7/31/2018,,,-1,7/31/2018,6/20/2016,
sh,,7/15/2016,7/15/2016,SH5817,7/15/2016,Vacant Rented Ready,t0030119,,7/14/2016,7/15/2016,,7/15/2016,,7/15/2016,7/14/2017,,,1,5/30/2016,6/20/2016,
sh,,5/5/2018,5/9/2018,SH5817,5/6/2018,Notice Unrented,t0030119,,7/14/2016,7/15/2016,7/15/2016,7/15/2016,7/31/2018,8/1/2017,7/31/2018,5/5/2018,8/10/2018,0,,8/10/2018,
sh,,5/1/2018,5/31/2018,SH5817,5/10/2018,Notice Unrented,t0030119,,7/14/2016,7/15/2016,7/15/2016,7/15/2016,7/31/2018,8/1/2017,7/31/2018,5/5/2018,5/10/2018,0,,5/10/2018,
sh,,6/12/2018,6/28/2018,SH5817,6/12/2018,Notice Unrented,t0030119,,7/14/2016,7/15/2016,7/15/2016,7/15/2016,8/5/2018,8/1/2017,7/31/2018,5/5/2018,6/12/2018,0,8/5/2018,8/15/2018,
sh,,8/3/2018,8/3/2018,SH5817,8/3/2018,Notice Unrented,t0030119,,7/14/2016,7/15/2016,7/15/2016,7/15/2016,7/31/2018,8/1/2017,7/31/2018,5/5/2018,8/3/2018,0,7/31/2018,8/10/2018,
sh,,7/25/2016,7/30/2016,SH5832,7/25/2016,Vacant Rented Ready,t0030130,,7/14/2016,7/15/2016,,8/3/2016,,8/3/2016,9/30/2017,,,1,6/20/2016,7/25/2016,
sh,,10/31/2017,10/31/2017,SH5832,10/31/2017,Vacant Unrented Not Ready,t0030130,,7/14/2016,7/15/2016,7/18/2016,7/31/2016,9/12/2017,7/31/2016,8/30/2017,6/30/2017,9/22/2017,0,9/12/2017,9/22/2017,
sh,,9/29/2017,10/24/2017,SH5832,9/29/2017,Vacant Unrented Not Ready,t0030130,,7/14/2016,7/15/2016,7/18/2016,7/31/2016,9/12/2017,7/31/2016,8/30/2017,6/30/2017,9/22/2017,0,9/12/2017,9/22/2017,
sh,,7/15/2016,7/25/2016,SH5832,7/15/2016,Vacant Rented Not Ready,t0030130,,7/14/2016,7/15/2016,,7/31/2016,,7/31/2016,8/31/2017,,,0,6/20/2016,6/20/2016,
sh,,7/31/2016,6/29/2017,SH5832,8/3/2016,Occupied No Notice,t0030130,,7/14/2016,7/15/2016,7/18/2016,7/31/2016,,7/31/2016,8/31/2018,,,-1,8/30/2017,7/25/2016,
sh,,6/30/2017,9/7/2017,SH5832,7/4/2017,Notice Unrented,t0030130,,7/14/2016,7/15/2016,7/18/2016,7/31/2016,9/12/2017,7/31/2016,8/30/2017,6/30/2017,9/21/2017,0,9/12/2017,9/22/2017,
ce,,7/23/2016,,M0015A,7/23/2016,Occupied No Notice,t0030132,,7/14/2016,7/14/2016,7/14/2016,7/23/2016,,7/23/2018,7/22/2019,,,-1,,2/29/2016,
ce,,7/14/2016,7/22/2016,M0015A,7/14/2016,Vacant Rented Ready,t0030132,,7/14/2016,7/14/2016,,7/23/2016,,7/23/2016,7/22/2017,,,1,12/22/2015,2/29/2016,
sh,,7/15/2016,8/7/2016,TH5761,7/15/2016,Notice Rented,t0030133,,7/14/2016,7/15/2016,,8/10/2016,,8/10/2016,8/10/2017,,,0,7/31/2016,7/31/2016,
sh,,8/8/2016,8/10/2016,TH5761,8/9/2016,Vacant Rented Not Ready,t0030133,,7/14/2016,7/15/2016,7/18/2016,8/12/2016,,8/12/2016,8/10/2017,,,0,8/8/2016,8/8/2016,
sh,,8/12/2016,4/30/2017,SH5910,8/15/2016,Occupied No Notice,t0030133,,7/14/2016,7/15/2016,7/18/2016,8/12/2016,,8/12/2016,8/10/2017,,,-1,7/1/2017,8/9/2016,
sh,,6/12/2017,6/12/2017,SH5910,6/12/2017,Vacant Unrented Not Ready,t0030133,,7/14/2016,7/15/2016,7/18/2016,8/12/2016,6/12/2017,8/12/2016,8/10/2017,5/1/2017,6/22/2017,0,6/12/2017,6/22/2017,
sh,,5/1/2017,6/11/2017,SH5910,5/1/2017,Notice Unrented,t0030133,,7/14/2016,7/15/2016,7/18/2016,8/12/2016,6/12/2017,8/12/2016,8/10/2017,5/1/2017,6/22/2017,0,6/12/2017,6/22/2017,
sh,,5/16/2017,6/4/2017,FT5906I,5/16/2017,Notice Unrented,t0030141,,7/15/2016,7/16/2016,7/19/2016,7/29/2016,7/28/2017,7/29/2016,7/28/2017,5/16/2017,8/7/2017,0,7/28/2017,8/7/2017,
sh,,7/16/2016,7/21/2016,FT5906I,7/18/2016,Vacant Rented Not Ready,t0030141,,7/15/2016,7/16/2016,,7/31/2016,,7/31/2016,7/31/2017,,,0,7/10/2016,7/10/2016,
sh,,7/29/2016,5/15/2017,FT5906I,7/30/2016,Occupied No Notice,t0030141,,7/15/2016,7/16/2016,7/19/2016,7/29/2016,,7/29/2016,7/28/2017,,,-1,7/28/2017,7/25/2016,
sh,,7/20/2016,8/7/2016,FT5862B,7/20/2016,Notice Rented,t0030144,,7/16/2016,7/20/2016,,8/27/2016,,8/27/2016,8/31/2017,,,0,8/14/2016,8/14/2016,
sh,,8/16/2016,8/26/2016,WC5970B,8/16/2016,Vacant Rented Not Ready,t0030144,,7/16/2016,7/20/2016,,8/24/2016,,8/27/2016,8/31/2017,,,0,8/16/2016,8/16/2016,
sh,,8/8/2016,8/15/2016,WC5970B,8/8/2016,Notice Rented,t0030144,,7/16/2016,7/20/2016,,8/24/2016,,8/27/2016,8/31/2017,,,0,8/12/2016,8/12/2016,
sh,,8/26/2016,8/26/2016,WC5970B,8/26/2016,Vacant Rented Ready,t0030144,,7/16/2016,7/20/2016,,8/24/2016,,8/27/2016,8/31/2017,,,1,8/16/2016,8/26/2016,
sh,,8/25/2016,3/12/2017,WC5970B,8/29/2016,Occupied No Notice,t0030144,,7/16/2016,7/20/2016,8/16/2016,8/25/2016,,8/25/2016,8/31/2017,,,-1,3/24/2017,8/26/2016,
sh,,4/10/2017,4/11/2017,WC5970B,4/10/2017,Vacant Unrented Ready,t0030144,,7/16/2016,7/20/2016,8/16/2016,8/25/2016,4/4/2017,8/25/2016,8/31/2017,3/20/2017,4/14/2017,1,4/4/2017,4/10/2017,
sh,,4/4/2017,4/10/2017,WC5970B,4/4/2017,Vacant Unrented Not Ready,t0030144,,7/16/2016,7/20/2016,8/16/2016,8/25/2016,4/4/2017,8/25/2016,8/31/2017,3/20/2017,4/14/2017,0,4/4/2017,4/14/2017,
sh,,3/13/2017,3/13/2017,WC5970B,3/13/2017,Notice Unrented,t0030144,,7/16/2016,7/20/2016,8/16/2016,8/25/2016,3/24/2017,8/25/2016,8/31/2017,3/13/2017,4/3/2017,0,3/24/2017,4/3/2017,
sh,,3/13/2017,3/19/2017,WC5970B,3/20/2017,Occupied No Notice,t0030144,,7/16/2016,7/20/2016,8/16/2016,8/25/2016,,8/25/2016,8/31/2017,,,0,4/14/2017,4/3/2017,
sh,,3/20/2017,4/3/2017,WC5970B,3/20/2017,Notice Unrented,t0030144,,7/16/2016,7/20/2016,8/16/2016,8/25/2016,4/4/2017,8/25/2016,8/31/2017,3/20/2017,4/14/2017,0,4/4/2017,4/14/2017,
sh,,7/19/2016,7/29/2016,WC5936A,7/19/2016,Vacant Rented Not Ready,t0030146,,7/16/2016,7/18/2016,,7/29/2016,,7/29/2016,8/28/2017,,,0,7/18/2016,7/18/2016,
sh,,7/29/2016,7/29/2016,WC5936A,7/29/2016,Vacant Rented Ready,t0030146,,7/16/2016,7/18/2016,,7/29/2016,,7/29/2016,8/28/2017,,,1,7/18/2016,7/29/2016,
sh,,7/29/2016,,WC5936A,7/30/2016,Occupied No Notice,t0030146,,7/16/2016,7/18/2016,7/21/2016,7/29/2016,,8/1/2018,7/31/2019,,,-1,,7/29/2016,
sh,,7/29/2016,1/10/2017,SH5842,7/30/2016,Occupied No Notice,t0030148,,7/16/2016,7/16/2016,7/21/2016,7/29/2016,,7/29/2016,8/28/2017,,,-1,2/3/2017,7/29/2016,
sh,,7/29/2016,7/29/2016,SH5842,7/29/2016,Vacant Rented Ready,t0030148,,7/16/2016,7/16/2016,,7/29/2016,,7/29/2016,8/28/2017,,,1,7/19/2016,7/29/2016,
sh,,7/19/2016,7/29/2016,SH5842,7/20/2016,Vacant Rented Not Ready,t0030148,,7/16/2016,7/16/2016,,7/29/2016,,7/29/2016,8/28/2017,,,0,7/19/2016,7/19/2016,
sh,,7/18/2016,7/18/2016,SH5842,7/18/2016,Notice Rented,t0030148,,7/16/2016,7/16/2016,,7/31/2016,,7/31/2016,8/28/2017,,,0,7/18/2016,7/18/2016,
sh,,1/11/2017,1/11/2017,SH5842,1/11/2017,Notice Unrented,t0030148,,7/16/2016,7/16/2016,7/21/2016,7/29/2016,2/3/2017,7/29/2016,8/28/2017,1/11/2017,2/13/2017,0,2/3/2017,2/13/2017,
sh,,1/11/2017,6/19/2017,SH5842,1/13/2017,Occupied No Notice,t0030148,,7/16/2016,7/16/2016,7/21/2016,7/29/2016,,7/29/2016,8/28/2017,,,0,7/20/2017,2/13/2017,
sh,,7/14/2017,7/27/2017,SH5842,7/14/2017,Notice Unrented,t0030148,,7/16/2016,7/16/2016,7/21/2016,7/29/2016,7/27/2017,7/29/2016,8/28/2017,6/20/2017,8/13/2017,0,7/27/2017,8/6/2017,
sh,,7/31/2017,7/31/2017,SH5842,7/31/2017,Vacant Unrented Not Ready,t0030148,,7/16/2016,7/16/2016,7/21/2016,7/29/2016,7/27/2017,7/29/2016,8/28/2017,6/20/2017,8/6/2017,0,7/27/2017,8/6/2017,
sh,,6/20/2017,7/11/2017,SH5842,6/20/2017,Notice Unrented,t0030148,,7/16/2016,7/16/2016,7/21/2016,7/29/2016,7/20/2017,7/29/2016,8/28/2017,6/20/2017,7/30/2017,0,7/20/2017,7/30/2017,
sh,,6/1/2018,7/19/2018,WC5930E,7/18/2018,Notice Unrented,t0030150,,7/16/2016,7/16/2016,7/16/2016,7/16/2016,7/31/2018,7/16/2017,7/31/2018,6/1/2018,8/10/2018,0,,8/10/2018,
sh,,7/31/2018,7/31/2018,WC5930E,7/31/2018,Notice Unrented,t0030150,,7/16/2016,7/16/2016,7/16/2016,7/16/2016,7/31/2018,7/16/2017,7/31/2018,6/1/2018,7/31/2018,0,,7/31/2018,
sh,,7/31/2018,8/2/2018,WC5930E,7/31/2018,Vacant Unrented Not Ready,t0030150,,7/16/2016,7/16/2016,7/16/2016,7/16/2016,7/31/2018,7/16/2017,7/31/2018,6/1/2018,7/31/2018,0,7/31/2018,7/31/2018,
sh,,7/30/2018,7/30/2018,WC5930E,7/30/2018,Notice Unrented,t0030150,,7/16/2016,7/16/2016,7/16/2016,7/16/2016,7/31/2018,7/16/2017,7/31/2018,6/1/2018,7/30/2018,0,,7/30/2018,
sh,,7/16/2016,7/16/2016,WC5930E,7/18/2016,Vacant Rented Ready,t0030150,,7/16/2016,7/16/2016,,7/16/2016,,7/16/2016,8/31/2017,,,1,7/18/2016,6/30/2016,
sh,,7/16/2016,5/31/2018,WC5930E,7/18/2016,Occupied No Notice,t0030150,,7/16/2016,7/16/2016,7/16/2016,7/16/2016,,7/16/2017,7/31/2019,,,-1,7/31/2018,6/30/2016,
sh,,8/27/2018,8/27/2018,WC5930E,8/27/2018,Vacant Unrented Not Ready,t0030150,,7/16/2016,7/16/2016,7/16/2016,7/16/2016,7/31/2018,7/16/2017,7/31/2018,6/1/2018,8/27/2018,0,,8/27/2018,
sh,,7/18/2016,7/20/2016,TH5827,7/18/2016,Vacant Rented Not Ready,t0030155,,7/18/2016,7/18/2016,,7/29/2016,,7/29/2016,8/28/2017,,,0,7/18/2016,7/18/2016,
sh,,7/18/2016,7/21/2016,SH5924,7/18/2016,Notice Rented,t0030163,,7/18/2016,7/18/2016,,8/5/2016,,8/5/2016,8/4/2017,,,0,6/30/2016,7/18/2016,
sh,,8/1/2016,5/29/2017,SH5837,8/1/2016,Occupied No Notice,t0030163,,7/18/2016,7/18/2016,7/22/2016,8/1/2016,,8/1/2016,7/31/2017,,,-1,7/31/2017,7/31/2016,
sh,,5/30/2017,7/31/2017,SH5837,5/30/2017,Notice Unrented,t0030163,,7/18/2016,7/18/2016,7/22/2016,8/1/2016,8/1/2017,8/1/2016,7/31/2017,5/30/2017,8/11/2017,0,8/1/2017,8/11/2017,
sh,,8/1/2017,8/20/2017,SH5837,8/2/2017,Vacant Unrented Not Ready,t0030163,,7/18/2016,7/18/2016,7/22/2016,8/1/2016,8/1/2017,8/1/2016,7/31/2017,5/30/2017,8/11/2017,0,8/1/2017,8/11/2017,
sh,,5/20/2017,6/14/2017,WC5950J,5/22/2017,Notice Unrented,t0030164,,7/18/2016,7/18/2016,7/20/2016,7/20/2016,6/15/2017,7/20/2016,7/19/2017,5/20/2017,6/25/2017,0,6/15/2017,6/25/2017,
sh,,6/15/2017,6/18/2017,WC5950J,6/15/2017,Vacant Unrented Not Ready,t0030164,,7/18/2016,7/18/2016,7/20/2016,7/20/2016,6/15/2017,7/20/2016,7/19/2017,5/20/2017,6/25/2017,0,6/15/2017,6/25/2017,
sh,,7/18/2016,7/19/2016,WC5950J,7/18/2016,Vacant Rented Ready,t0030164,,7/18/2016,7/18/2016,,7/20/2016,,7/20/2016,7/19/2017,,,1,7/15/2016,6/26/2016,
sh,,7/20/2016,5/19/2017,WC5950J,7/21/2016,Occupied No Notice,t0030164,,7/18/2016,7/18/2016,7/20/2016,7/20/2016,,7/20/2016,7/19/2017,,,-1,7/19/2017,6/26/2016,
ce,,7/18/2016,8/30/2016,M0009E,7/18/2016,Notice Rented,t0030168,,7/18/2016,7/18/2016,,9/16/2016,,9/16/2016,9/15/2017,,,0,8/31/2016,8/31/2016,
ce,,9/16/2016,,M0009E,9/16/2016,Occupied No Notice,t0030168,,7/18/2016,7/18/2016,7/18/2016,9/16/2016,,9/16/2018,9/15/2019,,,-1,,8/31/2016,
ce,,8/31/2016,9/15/2016,M0009E,8/31/2016,Vacant Rented Not Ready,t0030168,,7/18/2016,7/18/2016,7/18/2016,9/16/2016,,9/16/2016,9/15/2017,,,0,8/31/2016,8/31/2016,
sh,,8/13/2016,5/14/2017,WC5970I,8/15/2016,Occupied No Notice,t0030173,,7/19/2016,7/19/2016,7/20/2016,8/13/2016,,8/13/2016,9/30/2017,,,-1,9/12/2017,8/12/2016,
sh,,8/12/2016,8/12/2016,WC5970I,8/12/2016,Vacant Rented Ready,t0030173,,7/19/2016,7/19/2016,7/20/2016,8/13/2016,,8/13/2016,9/30/2017,,,1,8/2/2016,8/12/2016,
sh,,7/19/2016,8/1/2016,WC5970I,7/19/2016,Notice Rented,t0030173,,7/19/2016,7/19/2016,,8/16/2016,,8/16/2016,9/30/2017,,,0,7/31/2016,7/31/2016,
sh,,8/2/2016,8/12/2016,WC5970I,8/2/2016,Vacant Rented Not Ready,t0030173,,7/19/2016,7/19/2016,7/20/2016,8/13/2016,,8/13/2016,9/30/2017,,,0,8/2/2016,8/2/2016,
sh,,5/15/2017,9/4/2017,WC5970I,7/4/2017,Notice Unrented,t0030173,,7/19/2016,7/19/2016,7/20/2016,8/13/2016,9/5/2017,8/13/2016,9/30/2017,5/15/2017,9/15/2017,0,9/5/2017,9/15/2017,
sh,,9/5/2017,9/13/2017,WC5970I,9/5/2017,Vacant Unrented Not Ready,t0030173,,7/19/2016,7/19/2016,7/20/2016,8/13/2016,9/5/2017,8/13/2016,9/30/2017,5/15/2017,9/15/2017,0,9/5/2017,9/15/2017,
sh,,9/22/2017,9/25/2017,WC5970I,9/22/2017,Vacant Unrented Not Ready,t0030173,,7/19/2016,7/19/2016,7/20/2016,8/13/2016,9/5/2017,8/13/2016,9/30/2017,5/15/2017,9/15/2017,0,9/5/2017,9/15/2017,
ce,,5/30/2018,7/28/2018,C5252J,5/30/2018,Notice Unrented,t0030174,,7/19/2016,7/21/2016,7/21/2016,7/30/2016,7/29/2018,7/30/2017,7/29/2018,5/30/2018,8/8/2018,0,,8/8/2018,
ce,,7/29/2018,8/17/2018,C5252J,7/31/2018,Vacant Unrented Not Ready,t0030174,,7/19/2016,7/21/2016,7/21/2016,7/30/2016,7/29/2018,7/30/2017,7/29/2018,5/30/2018,7/31/2018,0,7/29/2018,7/31/2018,
ce,,7/30/2016,5/29/2018,C5252J,7/30/2016,Occupied No Notice,t0030174,,7/19/2016,7/21/2016,7/21/2016,7/30/2016,,7/30/2017,7/29/2018,,,-1,7/29/2018,6/30/2016,
ce,,7/21/2016,7/29/2016,C5252J,7/21/2016,Vacant Rented Not Ready,t0030174,,7/19/2016,7/21/2016,,7/30/2016,,7/30/2016,7/29/2017,,,0,6/30/2016,6/30/2016,
sh,,7/21/2016,7/21/2016,TH5977,7/21/2016,Notice Rented,t0030178,,7/19/2016,7/20/2016,,8/23/2016,,8/23/2016,8/22/2017,,,0,8/12/2016,8/12/2016,
sh,,7/20/2016,7/20/2016,TH5811,7/20/2016,Vacant Rented Not Ready,t0030178,,7/19/2016,7/20/2016,,8/23/2016,,8/23/2016,8/22/2017,,,0,7/19/2016,7/19/2016,
sh,,7/22/2016,8/15/2016,TH5811,7/22/2016,Vacant Rented Not Ready,t0030178,,7/19/2016,7/20/2016,,8/23/2016,,8/23/2016,8/22/2017,,,0,7/19/2016,7/19/2016,
sh,,8/15/2016,8/24/2016,TH5811,8/15/2016,Vacant Rented Ready,t0030178,,7/19/2016,7/20/2016,,8/23/2016,,8/23/2016,8/22/2017,,,1,7/19/2016,8/15/2016,
sh,,8/25/2016,,TH5811,8/25/2016,Occupied No Notice,t0030178,,7/19/2016,7/20/2016,7/22/2016,8/25/2016,,9/1/2018,8/31/2019,,,-1,,8/15/2016,
ce,,8/1/2016,,S1500-4H,8/1/2016,Occupied No Notice,t0030186,,7/20/2016,7/20/2016,7/20/2016,8/1/2016,,8/1/2018,7/31/2019,,,-1,,8/1/2016,
ce,,8/1/2016,8/1/2016,S1500-4H,8/1/2016,Vacant Rented Ready,t0030186,,7/20/2016,7/20/2016,,8/1/2016,,8/1/2016,7/31/2017,,,1,6/30/2016,8/1/2016,
ce,,7/20/2016,8/1/2016,S1500-4H,7/20/2016,Vacant Rented Not Ready,t0030186,,7/20/2016,7/20/2016,,8/6/2016,,8/6/2016,8/5/2017,,,0,6/30/2016,6/30/2016,
ce,,7/20/2016,8/12/2016,S1500-3D,7/20/2016,Notice Rented,t0030188,,7/20/2016,7/20/2016,,8/27/2016,,8/27/2016,8/31/2017,,,0,8/13/2016,8/13/2016,
ce,,8/27/2016,7/2/2018,S1500-3D,8/27/2016,Occupied No Notice,t0030188,,7/20/2016,7/20/2016,7/20/2016,8/27/2016,,8/27/2017,8/26/2018,,,-1,9/2/2018,8/13/2016,
ce,,8/13/2016,8/26/2016,S1500-3D,8/13/2016,Vacant Rented Not Ready,t0030188,,7/20/2016,7/20/2016,7/20/2016,8/27/2016,,8/27/2016,8/31/2017,,,0,8/13/2016,8/13/2016,
ce,,7/3/2018,9/1/2018,S1500-3D,7/3/2018,Notice Unrented,t0030188,,7/20/2016,7/20/2016,7/20/2016,8/27/2016,9/2/2018,8/27/2017,8/26/2018,7/3/2018,9/12/2018,0,,9/12/2018,
ce,,9/2/2018,9/2/2018,S1500-3D,9/4/2018,Notice Unrented,t0030188,,7/20/2016,7/20/2016,7/20/2016,8/27/2016,8/28/2018,8/27/2017,8/26/2018,7/3/2018,9/7/2018,0,8/28/2018,9/7/2018,
ce,,8/28/2018,9/7/2018,S1500-3D,9/4/2018,Vacant Unrented Not Ready,t0030188,,7/20/2016,7/20/2016,7/20/2016,8/27/2016,8/28/2018,8/27/2017,8/26/2018,7/3/2018,9/4/2018,0,8/28/2018,9/4/2018,
ce,,9/2/2018,9/2/2018,S1500-3D,9/4/2018,Vacant Unrented Not Ready,t0030188,,7/20/2016,7/20/2016,7/20/2016,8/27/2016,9/2/2018,8/27/2017,8/26/2018,7/3/2018,9/4/2018,0,9/2/2018,9/4/2018,
sh,,8/25/2016,8/25/2016,TH5805,8/25/2016,Notice Rented,t0030192,,7/20/2016,7/28/2016,8/19/2016,9/24/2016,,9/24/2016,9/30/2017,,,0,8/20/2016,8/25/2016,
sh,,8/25/2016,8/25/2016,SH5762,8/25/2016,Notice Rented,t0030192,,7/20/2016,7/28/2016,8/19/2016,9/30/2016,,9/30/2016,9/30/2017,,,0,9/18/2016,9/18/2016,
sh,,8/25/2016,8/25/2016,TH5765,8/25/2016,Notice Rented,t0030192,,7/20/2016,7/28/2016,8/19/2016,9/15/2016,,9/15/2016,9/30/2017,,,0,8/30/2016,8/30/2016,
sh,,9/15/2016,9/19/2016,SH5762,9/15/2016,Notice Rented,t0030192,,7/20/2016,7/28/2016,8/19/2016,9/30/2016,,9/30/2016,9/30/2017,,,0,9/30/2016,9/30/2016,
sh,,7/29/2016,8/24/2016,SH5810,7/29/2016,Notice Rented,t0030192,,7/20/2016,7/28/2016,,9/24/2016,,9/15/2016,10/31/2017,,,0,8/31/2016,8/31/2016,
sh,,7/27/2016,8/9/2016,SH5826,7/27/2016,Vacant Rented Not Ready,t0030197,,7/20/2016,7/25/2016,,8/13/2016,,8/20/2016,9/30/2017,,,0,7/15/2016,7/15/2016,
sh,,7/25/2016,7/26/2016,SH5774,7/25/2016,Notice Rented,t0030197,,7/20/2016,7/25/2016,,8/23/2016,,8/20/2016,9/30/2017,,,0,8/15/2016,8/15/2016,
sh,,8/20/2016,,SH5774,8/22/2016,Occupied No Notice,t0030197,,7/20/2016,7/25/2016,8/19/2016,8/20/2016,,10/1/2018,9/30/2019,,,-1,,8/15/2016,
sh,,8/10/2016,8/15/2016,TH5977,8/10/2016,Vacant Rented Not Ready,t0030197,,7/20/2016,7/25/2016,,8/20/2016,,8/20/2016,9/30/2017,,,0,8/8/2016,8/8/2016,
ce,,8/8/2016,9/5/2016,S1458D,8/8/2016,Vacant Rented Ready,t0033562,,7/20/2016,7/20/2016,,9/6/2016,,9/6/2016,9/5/2017,,,1,6/30/2016,8/8/2016,
ce,,9/6/2016,7/31/2017,S1458D,9/6/2016,Occupied No Notice,t0033562,,7/20/2016,7/20/2016,7/20/2016,9/6/2016,,9/6/2016,9/5/2017,,,-1,,8/8/2016,
ce,,7/20/2016,8/8/2016,S1458D,7/20/2016,Vacant Rented Not Ready,t0033562,,7/20/2016,7/20/2016,,9/1/2016,,9/1/2016,9/5/2017,,,0,6/30/2016,6/30/2016,
ce,,8/1/2017,8/1/2017,S1458D,7/7/2017,Notice Unrented,t0033562,,7/20/2016,7/20/2016,7/20/2016,9/6/2016,8/1/2017,9/6/2016,9/5/2017,8/1/2017,,0,8/1/2017,8/8/2016,
ce,,8/1/2017,10/6/2017,S1458D,8/1/2017,Vacant Unrented Not Ready,t0033562,,7/20/2016,7/20/2016,7/20/2016,9/6/2016,8/1/2017,9/6/2016,9/5/2017,8/1/2017,8/11/2017,0,8/1/2017,8/11/2017,
ce,,10/26/2017,12/1/2017,S1458D,10/26/2017,Vacant Unrented Ready,t0033562,,7/20/2016,7/20/2016,7/20/2016,9/6/2016,8/1/2017,9/6/2016,9/5/2017,8/1/2017,10/19/2017,-1,8/1/2017,10/19/2017,
ce,,12/7/2017,12/8/2017,S1458D,12/7/2017,Vacant Unrented Ready,t0033562,,7/20/2016,7/20/2016,7/20/2016,9/6/2016,8/1/2017,9/6/2016,9/5/2017,8/1/2017,8/11/2017,-1,8/1/2017,8/11/2017,
ce,,9/8/2017,9/21/2017,C0007K,9/13/2017,Vacant Unrented Not Ready,t0030207,,7/21/2016,7/21/2016,9/9/2016,9/9/2016,9/8/2017,9/9/2016,9/8/2017,7/11/2017,9/18/2017,0,9/8/2017,9/18/2017,
ce,,7/11/2017,9/7/2017,C0007K,7/12/2017,Notice Unrented,t0030207,,7/21/2016,7/21/2016,9/9/2016,9/9/2016,9/8/2017,9/9/2016,9/8/2017,7/11/2017,9/18/2017,0,9/8/2017,9/18/2017,
ce,,7/21/2016,8/22/2016,C0007K,7/21/2016,Vacant Rented Not Ready,t0030207,,7/21/2016,7/21/2016,,9/8/2016,,9/8/2016,9/8/2017,,,0,7/20/2016,7/20/2016,
ce,,9/9/2016,7/10/2017,C0007K,9/9/2016,Occupied No Notice,t0030207,,7/21/2016,7/21/2016,7/21/2016,9/9/2016,,9/9/2016,9/8/2017,,,-1,9/11/2017,8/22/2016,
