,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay
2689,ce,t0024621,Rent Change,2016-01-31,S1500-6E,2015-02-23,,703.0,0,955,2,1.0,0.0,
2690,ce,t0024621,Rent Change,2016-02-29,S1500-6E,2015-02-23,,730.0,0,955,2,1.0,27.0,
2691,ce,t0024621,Rent Change,2017-01-31,S1500-6E,2015-02-23,,737.0,0,955,2,1.0,7.0,
2692,ce,t0024621,Rent Change,2017-02-28,S1500-6E,2015-02-23,,759.0,0,955,2,1.0,22.0,
2693,ce,t0024621,Rent Change,2018-04-30,S1500-6E,2015-02-23,,789.0,0,955,2,1.0,30.0,
3975,sh,t0024623,Rent Change,2015-03-11,SH5820,2015-04-30,,700.0,0,1006,3,1.5,0.0,
3976,sh,t0024623,Rent Change,2015-03-11,SH5820,2015-04-30,,710.0,0,1006,3,1.5,10.0,
5609,sh,t0024635,Rent Change,2015-07-30,WC5933K,2015-09-18,,630.0,0,963,2,1.5,0.0,
5613,sh,t0024635,Rent Change,2015-07-30,WC5933K,2015-09-23,,628.0,0,963,2,1.5,-2.0,
5610,sh,t0024635,Rent Change,2015-09-21,WC5933K,2015-09-18,,628.0,0,963,2,1.5,0.0,
5611,sh,t0024635,Rent Change,2016-08-31,WC5933K,2015-09-18,,635.0,0,963,2,1.5,7.0,
5612,sh,t0024635,Rent Change,2016-09-30,WC5933K,2015-09-18,2017-05-08,643.0,1,963,2,1.5,8.0,220 days 00:00:00.000000000
3405,ce,t0024638,Rent Change,2016-02-29,M0024A,2015-02-28,,767.0,0,875,2,1.5,0.0,
3406,ce,t0024638,Rent Change,2017-04-30,M0024A,2015-02-28,,799.0,0,875,2,1.5,32.0,
3407,ce,t0024638,Rent Change,2018-01-31,M0024A,2015-02-28,,800.0,0,875,2,1.5,1.0,
3408,ce,t0024638,Rent Change,2018-02-28,M0024A,2015-02-28,,838.0,0,875,2,1.5,38.0,
167,ce,t0024653,Rent Change,2016-03-31,C0003K,2015-03-14,2016-10-04,721.0,1,905,2,1.0,0.0,187 days 00:00:00.000000000
6519,sh,t0024658,Rent Change,2017-04-30,TT1178,2015-02-28,2017-05-08,1023.0,1,1350,3,1.5,0.0,8 days 00:00:00.000000000
5293,sh,t0024663,Rent Change,2015-02-24,WC5933C,2015-03-13,,610.0,0,963,2,1.5,0.0,
2318,ce,t0024668,Rent Change,2015-02-17,S1500-2J,2015-04-04,,715.0,0,955,2,1.0,0.0,
2317,ce,t0024668,Rent Change,2015-03-20,S1500-2J,2015-03-20,2015-08-21,705.0,1,955,2,1.0,-10.0,154 days 00:00:00.000000000
5249,sh,t0024672,Rent Change,2015-11-11,WC5930C,2015-11-27,,639.0,0,950,2,2.0,0.0,
3914,sh,t0024674,Rent Change,2016-02-29,TH5767,2015-02-28,,678.0,0,1006,2,1.5,0.0,
3915,sh,t0024674,Rent Change,2016-03-31,TH5767,2015-02-28,2016-08-12,695.0,1,1006,2,1.5,17.0,134 days 00:00:00.000000000
7044,sh,t0024675,Rent Change,2017-03-31,FT5817,2016-03-16,,1015.0,0,1350,3,1.5,0.0,
5097,sh,t0024685,Rent Change,2016-02-29,WC5950D,2015-03-27,,627.0,0,950,2,2.0,0.0,
5098,sh,t0024685,Rent Change,2016-03-31,WC5950D,2015-03-27,,639.0,0,950,2,2.0,12.0,
5099,sh,t0024685,Rent Change,2017-02-28,WC5950D,2015-03-27,,643.0,0,950,2,2.0,4.0,
5100,sh,t0024685,Rent Change,2017-03-31,WC5950D,2015-03-27,2018-03-31,664.0,1,950,2,2.0,21.0,365 days 00:00:00.000000000
5804,ce,t0024691,Rent Change,2016-05-01,M0012A,2015-03-20,2017-03-19,690.0,1,875,2,1.5,0.0,322 days 00:00:00.000000000
7045,sh,t0024692,Rent Change,2015-03-20,FT5906I,2015-06-19,,570.0,0,932,2,1.0,0.0,
6022,sh,t0024693,Rent Change,2015-04-28,WC5933E,2015-06-18,,628.0,0,963,2,1.5,0.0,
6023,sh,t0024693,Rent Change,2015-04-28,WC5933E,2015-06-18,2016-06-17,630.0,1,963,2,1.5,2.0,416 days 00:00:00.000000000
5418,sh,t0024706,Rent Change,2016-02-29,WC5970H,2015-02-28,,603.0,0,950,2,1.0,0.0,
5419,sh,t0024706,Rent Change,2016-03-31,WC5970H,2015-02-28,,620.0,0,950,2,1.0,17.0,
5420,sh,t0024706,Rent Change,2017-02-28,WC5970H,2015-02-28,,623.0,0,950,2,1.0,3.0,
5421,sh,t0024706,Rent Change,2017-03-31,WC5970H,2015-02-28,2018-03-31,645.0,1,950,2,1.0,22.0,365 days 00:00:00.000000000
5106,sh,t0024707,Rent Change,2016-02-29,WC5950E,2015-02-28,,626.0,0,950,2,2.0,0.0,
5107,sh,t0024707,Rent Change,2016-03-31,WC5950E,2015-02-28,,639.0,0,950,2,2.0,13.0,
5108,sh,t0024707,Rent Change,2016-04-13,WC5950E,2015-02-28,,625.0,0,950,2,2.0,-14.0,
5109,sh,t0024707,Rent Change,2017-02-28,WC5950E,2015-02-28,,628.0,0,950,2,2.0,3.0,
5110,sh,t0024707,Rent Change,2017-03-31,WC5950E,2015-02-28,,652.0,0,950,2,2.0,24.0,
5111,sh,t0024707,Rent Change,2018-03-31,WC5950E,2015-02-28,2018-12-25,685.0,1,950,2,2.0,33.0,269 days 00:00:00.000000000
1177,ce,t0024713,Rent Change,2016-02-29,C5305D,2015-03-07,,615.0,0,675,1,1.0,0.0,
1178,ce,t0024713,Rent Change,2016-03-31,C5305D,2015-03-07,2017-03-11,619.0,1,675,1,1.0,4.0,345 days 00:00:00.000000000
6741,sh,t0024715,Rent Change,2015-02-25,SH5852,2015-02-28,,720.0,0,1006,2,1.5,0.0,
6742,sh,t0024715,Rent Change,2015-02-25,SH5852,2015-03-06,2015-08-31,675.0,1,1006,2,1.5,-45.0,187 days 00:00:00.000000000
7049,sh,t0024718,Rent Change,2015-02-26,WC5933I,2015-04-01,,610.0,0,963,2,1.5,0.0,
7057,sh,t0024722,Rent Change,2015-04-03,WC5960H,2015-05-15,,628.0,0,963,2,1.5,0.0,
1585,ce,t0024724,Rent Change,2016-02-29,C5326A,2015-03-02,,629.0,0,675,1,1.0,0.0,
1586,ce,t0024724,Rent Change,2017-02-28,C5326A,2015-03-02,,656.0,0,675,1,1.0,27.0,
1587,ce,t0024724,Rent Change,2017-03-31,C5326A,2015-03-02,,657.0,0,675,1,1.0,1.0,
1588,ce,t0024724,Rent Change,2018-02-28,C5326A,2015-03-02,,676.0,0,675,1,1.0,19.0,
1589,ce,t0024724,Rent Change,2018-03-31,C5326A,2015-03-02,,677.0,0,675,1,1.0,1.0,
7064,sh,t0024739,Rent Change,2015-03-03,WC5933A,2015-04-23,,610.0,0,963,2,1.5,0.0,
7065,sh,t0024739,Rent Change,2015-04-23,WC5933A,2015-04-23,2016-04-13,630.0,1,963,2,1.5,20.0,356 days 00:00:00.000000000
918,ce,t0024747,Rent Change,2015-03-05,C5271L,2015-03-06,2015-06-05,639.0,1,675,1,1.0,0.0,92 days 00:00:00.000000000
3161,ce,t0024753,Rent Change,2016-02-29,M0013C,2015-03-02,,618.0,0,635,1,1.0,0.0,
3162,ce,t0024753,Rent Change,2016-03-31,M0013C,2015-03-02,,619.0,0,635,1,1.0,1.0,
3163,ce,t0024753,Rent Change,2017-02-28,M0013C,2015-03-02,,635.0,0,635,1,1.0,16.0,
3164,ce,t0024753,Rent Change,2017-03-31,M0013C,2015-03-02,2018-03-01,636.0,1,635,1,1.0,1.0,335 days 00:00:00.000000000
7051,sh,t0024757,Rent Change,2015-03-03,WC5933I,2015-03-19,,610.0,0,963,2,1.5,0.0,
7052,sh,t0024757,Rent Change,2015-03-03,WC5933I,2015-03-19,2016-03-26,630.0,1,963,2,1.5,20.0,389 days 00:00:00.000000000
4,ce,t0024767,Rent Change,2016-03-31,C05266,2015-04-01,,990.0,0,1400,3,2.5,0.0,
5,ce,t0024767,Rent Change,2018-04-30,C05266,2015-04-01,,1199.0,0,1400,3,2.5,209.0,
6949,sh,t0024787,Rent Change,2015-03-07,WC5933F,2015-04-15,,610.0,0,963,2,1.5,0.0,
6947,sh,t0024787,Rent Change,2017-02-28,WC5933F,2015-03-21,,619.0,0,963,2,1.5,9.0,
6948,sh,t0024787,Rent Change,2017-03-31,WC5933F,2015-03-21,2017-10-10,635.0,1,963,2,1.5,16.0,193 days 00:00:00.000000000
5295,sh,t0024790,Rent Change,2015-03-16,WC5933C,2015-03-20,,630.0,0,963,2,1.5,0.0,
5296,sh,t0024790,Rent Change,2015-03-16,WC5933C,2015-04-01,2015-07-09,610.0,1,963,2,1.5,-20.0,115 days 00:00:00.000000000
7073,sh,t0024791,Rent Change,2015-03-19,WC5966A,2015-04-15,,610.0,0,963,2,1.5,0.0,
7074,sh,t0024791,Rent Change,2015-04-15,WC5966A,2015-04-15,,628.0,0,963,2,1.5,18.0,
7075,sh,t0024791,Rent Change,2016-03-31,WC5966A,2015-04-15,,633.0,0,963,2,1.5,5.0,
7076,sh,t0024791,Rent Change,2016-05-01,WC5966A,2015-04-15,2017-01-16,638.0,1,963,2,1.5,5.0,260 days 00:00:00.000000000
773,ce,t0024793,Rent Change,2016-03-31,C5269G,2015-04-15,,628.0,0,675,1,1.0,0.0,
774,ce,t0024793,Rent Change,2016-05-01,C5269G,2015-04-15,,639.0,0,675,1,1.0,11.0,
775,ce,t0024793,Rent Change,2017-03-31,C5269G,2015-04-15,,652.0,0,675,1,1.0,13.0,
776,ce,t0024793,Rent Change,2017-04-30,C5269G,2015-04-15,,667.0,0,675,1,1.0,15.0,
777,ce,t0024793,Rent Change,2018-03-31,C5269G,2015-04-15,,683.0,0,675,1,1.0,16.0,
778,ce,t0024793,Rent Change,2018-04-30,C5269G,2015-04-15,2018-12-29,700.0,1,675,1,1.0,17.0,243 days 00:00:00.000000000
4784,sh,t0024814,Rent Change,2015-04-03,TT1192,2015-04-15,,990.0,0,1350,3,1.5,0.0,
4785,sh,t0024814,Rent Change,2016-05-01,TT1192,2015-04-15,2016-08-08,1010.0,1,1350,3,1.5,20.0,99 days 00:00:00.000000000
1918,ce,t0024818,Rent Change,2016-02-29,S1456A,2015-03-27,,612.0,0,675,1,1.0,0.0,
1919,ce,t0024818,Rent Change,2016-03-31,S1456A,2015-03-27,,629.0,0,675,1,1.0,17.0,
1920,ce,t0024818,Rent Change,2018-02-28,S1456A,2015-03-27,,634.0,0,675,1,1.0,5.0,
1921,ce,t0024818,Rent Change,2018-03-31,S1456A,2015-03-27,,657.0,0,675,1,1.0,23.0,
7090,ce,t0024826,Rent Change,2015-03-16,M0003D,2015-05-01,2016-04-30,675.0,1,875,2,1.5,0.0,411 days 00:00:00.000000000
6941,sh,t0024834,Rent Change,2016-03-30,TH5801,2016-06-01,,695.0,0,1006,2,1.5,0.0,
6940,sh,t0024834,Rent Change,2017-03-31,TH5801,2016-03-31,2017-04-29,720.0,1,1006,2,1.5,25.0,29 days 00:00:00.000000000
3608,ce,t0024836,Rent Change,2016-05-01,M0038E,2015-05-15,,688.0,0,875,2,1.5,0.0,
3609,ce,t0024836,Rent Change,2016-05-31,M0038E,2015-05-15,,699.0,0,875,2,1.5,11.0,
3610,ce,t0024836,Rent Change,2017-04-30,M0038E,2015-05-15,,721.0,0,875,2,1.5,22.0,
3611,ce,t0024836,Rent Change,2017-05-31,M0038E,2015-05-15,2018-05-15,738.0,1,875,2,1.5,17.0,349 days 00:00:00.000000000
6364,sh,t0024837,Rent Change,2016-02-29,AC1115,2015-03-25,,980.0,0,1350,2,1.5,0.0,
6365,sh,t0024837,Rent Change,2016-03-31,AC1115,2015-03-25,,995.0,0,1350,2,1.5,15.0,
6366,sh,t0024837,Rent Change,2017-02-28,AC1115,2015-03-25,,999.0,0,1350,2,1.5,4.0,
6367,sh,t0024837,Rent Change,2017-03-31,AC1115,2015-03-25,2017-07-01,1020.0,1,1350,2,1.5,21.0,92 days 00:00:00.000000000
5843,ce,t0024838,Rent Change,2016-03-31,M0036F,2015-04-25,,683.0,0,875,2,1.5,0.0,
5844,ce,t0024838,Rent Change,2016-05-01,M0036F,2015-04-25,,716.0,0,875,2,1.5,33.0,
5845,ce,t0024838,Rent Change,2017-03-31,M0036F,2015-04-25,,723.0,0,875,2,1.5,7.0,
5846,ce,t0024838,Rent Change,2017-04-30,M0036F,2015-04-25,,748.0,0,875,2,1.5,25.0,
5847,ce,t0024838,Rent Change,2018-03-31,M0036F,2015-04-25,,755.0,0,875,2,1.5,7.0,
5848,ce,t0024838,Rent Change,2018-04-30,M0036F,2015-04-25,,785.0,0,875,2,1.5,30.0,
3659,ce,t0024839,Rent Change,2015-11-30,M0005D,2015-04-25,2016-05-30,619.0,1,635,1,1.0,0.0,182 days 00:00:00.000000000
1240,ce,t0024841,Rent Change,2016-02-29,C5305K,2015-03-16,,630.0,0,675,1,1.0,0.0,
1241,ce,t0024841,Rent Change,2016-03-31,C5305K,2015-03-16,2017-03-15,639.0,1,675,1,1.0,9.0,349 days 00:00:00.000000000
3730,ce,t0024856,Rent Change,2016-03-31,S1454F,2015-03-20,2016-06-16,639.0,1,675,1,1.0,0.0,77 days 00:00:00.000000000
5443,sh,t0024872,Rent Change,2016-03-31,FT5862C,2015-03-31,2017-03-30,587.0,1,932,2,1.0,0.0,364 days 00:00:00.000000000
4221,sh,t0024877,Rent Change,2015-05-31,TH5847,2015-03-30,2015-12-02,700.0,1,1156,3,1.5,0.0,185 days 00:00:00.000000000
2225,ce,t0024880,Rent Change,2015-05-15,S1500-1M,2015-05-15,,736.0,0,955,2,2.0,0.0,
2226,ce,t0024880,Rent Change,2015-05-31,S1500-1M,2015-05-15,,715.0,0,955,2,2.0,-21.0,
2227,ce,t0024880,Rent Change,2016-05-01,S1500-1M,2015-05-15,,728.0,0,955,2,2.0,13.0,
2228,ce,t0024880,Rent Change,2016-05-31,S1500-1M,2015-05-15,,739.0,0,955,2,2.0,11.0,
2229,ce,t0024880,Rent Change,2017-04-30,S1500-1M,2015-05-15,,761.0,0,955,2,2.0,22.0,
2230,ce,t0024880,Rent Change,2017-05-31,S1500-1M,2015-05-15,,779.0,0,955,2,2.0,18.0,
2231,ce,t0024880,Rent Change,2018-04-30,S1500-1M,2015-05-15,,790.0,0,955,2,2.0,11.0,
2232,ce,t0024880,Rent Change,2018-05-31,S1500-1M,2015-05-15,,799.0,0,955,2,2.0,9.0,
2238,ce,t0024886,Rent Change,2016-05-01,S1500-2A,2015-05-15,,714.0,0,955,2,1.0,0.0,
2239,ce,t0024886,Rent Change,2016-05-31,S1500-2A,2015-05-15,2016-06-13,729.0,1,955,2,1.0,15.0,13 days 00:00:00.000000000
7096,sh,t0024893,Rent Change,2015-04-02,TH5802,2015-04-02,2016-04-29,721.0,1,1006,3,1.5,0.0,393 days 00:00:00.000000000
3279,ce,t0024896,Rent Change,2015-05-05,M0018A,2015-05-28,,675.0,0,875,2,1.5,0.0,
3280,ce,t0024896,Rent Change,2015-06-30,M0018A,2015-06-01,,655.0,0,875,2,1.5,-20.0,
3281,ce,t0024896,Rent Change,2016-05-31,M0018A,2015-06-01,2016-12-04,699.0,1,875,2,1.5,44.0,187 days 00:00:00.000000000
870,ce,t0024901,Rent Change,2016-02-29,C5271G,2015-03-28,,621.0,0,675,1,1.0,0.0,
871,ce,t0024901,Rent Change,2016-03-31,C5271G,2015-03-28,,639.0,0,675,1,1.0,18.0,
872,ce,t0024901,Rent Change,2018-02-28,C5271G,2015-03-28,,643.0,0,675,1,1.0,4.0,
873,ce,t0024901,Rent Change,2018-03-31,C5271G,2015-03-28,2018-06-12,667.0,1,675,1,1.0,24.0,73 days 00:00:00.000000000
4514,sh,t0024902,Rent Change,2015-03-28,SH5843,2015-04-30,2016-06-07,675.0,1,1006,2,1.5,675.0,437 days 00:00:00.000000000
7104,sh,t0024903,Rent Change,2015-03-31,SH5848,2015-05-22,,675.0,0,1006,2,1.5,0.0,
5491,sh,t0024906,Rent Change,2015-04-24,FT5880C,2015-04-24,2016-04-29,595.0,1,984,2,1.0,0.0,371 days 00:00:00.000000000
5899,sh,t0024913,Rent Change,2015-03-25,WAIT,2015-07-24,,675.0,0,868,2,,0.0,
5900,sh,t0024913,Rent Change,2015-03-25,WAIT,2015-07-24,,675.0,0,0,0,,0.0,
6311,sh,t0024914,Rent Change,2015-04-07,WC5946B,2015-04-15,,639.0,0,950,2,2.0,639.0,
1336,ce,t0024915,Rent Change,2015-04-03,C5307J,2016-04-02,,619.0,0,675,1,1.0,0.0,
1334,ce,t0024915,Rent Change,2016-03-31,C5307J,2015-04-04,,637.0,0,675,1,1.0,18.0,
1335,ce,t0024915,Rent Change,2016-05-01,C5307J,2015-04-04,2017-04-04,639.0,1,675,1,1.0,2.0,338 days 00:00:00.000000000
858,ce,t0024918,Rent Change,2015-05-08,C5271F,2015-05-15,,619.0,0,675,1,1.0,0.0,
859,ce,t0024918,Rent Change,2016-08-31,C5271F,2015-05-15,,639.0,0,675,1,1.0,20.0,
860,ce,t0024918,Rent Change,2017-04-30,C5271F,2015-05-15,,655.0,0,675,1,1.0,16.0,
861,ce,t0024918,Rent Change,2017-05-31,C5271F,2015-05-15,,667.0,0,675,1,1.0,12.0,
862,ce,t0024918,Rent Change,2018-04-30,C5271F,2015-05-15,,689.0,0,675,1,1.0,22.0,
863,ce,t0024918,Rent Change,2018-05-31,C5271F,2015-05-15,,707.0,0,675,1,1.0,18.0,
3501,ce,t0024925,Rent Change,2016-07-31,M0030B,2015-08-15,,677.0,0,875,2,1.5,0.0,
3502,ce,t0024925,Rent Change,2016-08-31,M0030B,2015-08-15,,694.0,0,875,2,1.5,17.0,
3503,ce,t0024925,Rent Change,2017-07-31,M0030B,2015-08-15,,712.0,0,875,2,1.5,18.0,
3504,ce,t0024925,Rent Change,2017-08-31,M0030B,2015-08-15,,728.0,0,875,2,1.5,16.0,
3505,ce,t0024925,Rent Change,2017-09-30,M0030B,2015-08-15,,705.0,0,875,2,1.5,-23.0,
3506,ce,t0024925,Rent Change,2018-07-31,M0030B,2015-08-15,,729.0,0,875,2,1.5,24.0,
3507,ce,t0024925,Rent Change,2018-08-31,M0030B,2015-08-15,,750.0,0,875,2,1.5,21.0,
7113,sh,t0024930,Rent Change,2016-05-01,WC5960M,2015-04-30,2016-05-12,640.0,1,963,2,1.5,0.0,11 days 00:00:00.000000000
7117,sh,t0024938,Rent Change,2016-05-01,SH5811,2015-04-30,2017-07-05,824.0,1,1156,3,1.5,0.0,430 days 00:00:00.000000000
3491,ce,t0024943,Rent Change,2016-06-30,M0030A,2015-06-13,,689.0,0,875,2,1.5,0.0,
3492,ce,t0024943,Rent Change,2017-05-31,M0030A,2015-06-13,,713.0,0,875,2,1.5,24.0,
3493,ce,t0024943,Rent Change,2017-06-30,M0030A,2015-06-13,2017-10-02,728.0,1,875,2,1.5,15.0,94 days 00:00:00.000000000
7120,sh,t0024944,Rent Change,2015-03-30,TH5821,2015-04-20,2016-05-30,675.0,1,1006,2,1.5,0.0,427 days 00:00:00.000000000
4277,sh,t0024946,Rent Change,2015-04-16,TH5777,2015-04-30,,824.0,0,1156,3,1.5,0.0,
5903,sh,t0024947,Rent Change,2015-05-14,WAIT,2015-07-15,,675.0,0,868,2,,0.0,
5904,sh,t0024947,Rent Change,2015-05-14,WAIT,2015-07-15,,675.0,0,0,0,,0.0,
4088,sh,t0024947,Rent Change,2015-06-16,SH5926,2015-07-15,,695.0,0,1006,2,1.5,20.0,
7126,ce,t0024950,Rent Change,2016-05-01,M0032A,2015-05-23,,765.0,0,875,2,1.5,0.0,
7127,ce,t0024950,Rent Change,2016-05-31,M0032A,2015-05-23,2017-05-20,789.0,1,875,2,1.5,24.0,354 days 00:00:00.000000000
6061,ce,t0024951,Rent Change,2016-05-31,M0001D,2015-06-25,,746.0,0,875,2,1.5,0.0,
6062,ce,t0024951,Rent Change,2016-06-30,M0001D,2015-06-25,2017-04-24,770.0,1,875,2,1.5,24.0,298 days 00:00:00.000000000
3920,sh,t0024952,Rent Change,2016-03-31,SH5764,2015-04-15,,712.0,0,1006,3,1.5,0.0,
3921,sh,t0024952,Rent Change,2016-05-01,SH5764,2015-04-15,,721.0,0,1006,3,1.5,9.0,
3922,sh,t0024952,Rent Change,2017-03-31,SH5764,2015-04-15,,732.0,0,1006,3,1.5,11.0,
3923,sh,t0024952,Rent Change,2017-04-30,SH5764,2015-04-15,,746.0,0,1006,3,1.5,14.0,
3924,sh,t0024952,Rent Change,2018-04-30,SH5764,2015-04-15,2018-04-28,785.0,1,1006,3,1.5,39.0,-2 days +00:00:00.000000000
5315,sh,t0024954,Rent Change,2015-04-08,WC5933N,2015-05-29,,630.0,0,963,2,1.5,0.0,
4399,sh,t0024958,Rent Change,2016-09-30,TH5810,2015-07-31,,736.0,0,1006,3,1.5,0.0,
4400,sh,t0024958,Rent Change,2017-09-30,TH5810,2015-07-31,2018-04-09,761.0,1,1006,3,1.5,25.0,191 days 00:00:00.000000000
791,ce,t0024963,Rent Change,2016-03-31,C5269J,2015-04-17,,638.0,0,675,1,1.0,0.0,
792,ce,t0024963,Rent Change,2016-05-01,C5269J,2015-04-17,,649.0,0,675,1,1.0,11.0,
793,ce,t0024963,Rent Change,2017-03-31,C5269J,2015-04-17,,662.0,0,675,1,1.0,13.0,
794,ce,t0024963,Rent Change,2017-04-30,C5269J,2015-04-17,,677.0,0,675,1,1.0,15.0,
795,ce,t0024963,Rent Change,2018-03-31,C5269J,2015-04-17,,693.0,0,675,1,1.0,16.0,
796,ce,t0024963,Rent Change,2018-04-30,C5269J,2015-04-17,,711.0,0,675,1,1.0,18.0,
7131,sh,t0024976,Rent Change,2016-03-31,WC5970L,2015-04-20,,621.0,0,950,2,1.0,0.0,
7132,sh,t0024976,Rent Change,2016-05-01,WC5970L,2015-04-20,2016-10-24,777.0,1,950,2,1.0,156.0,176 days 00:00:00.000000000
3198,ce,t0024992,Rent Change,2016-09-30,M0014D,2015-10-01,,734.0,0,875,2,1.5,0.0,
3199,ce,t0024992,Rent Change,2017-09-30,M0014D,2015-10-01,,744.0,0,875,2,1.5,10.0,
