,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Length of Stay,Vacancy,City,State,Zip_Code,SQFT,BedRooms,Bathroom
18490,ce,t0033166,Move Out,2018-07-22,C5271E,2017-07-15,2018-07-21,667.0,0.0,371 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
18496,ce,t0033166,Move In,2017-07-17,C5271E,2017-07-15,,667.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
18501,ce,t0040450,Move In,2018-08-07,C5271E,2018-08-07,,685.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
18520,ce,t0034747,Move Out,2018-09-21,S1500-2K,2017-09-09,2018-09-08,809.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
18526,ce,t0034747,Move In,2017-09-09,S1500-2K,2017-09-09,,809.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
18540,ce,t0041061,Move In,2018-10-31,S1500-2K,2018-10-31,,850.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
18546,sh,t0033368,Move Out,2018-07-29,SH5818,2017-06-30,2018-07-28,735.0,0.0,393 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
18552,sh,t0033368,Move In,2017-06-30,SH5818,2017-06-30,,735.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
18557,sh,t0040244,Move In,2018-08-10,SH5818,2018-08-10,,800.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
18567,ce,t0033402,Move Out,2018-07-31,C5307G,2017-08-01,2018-07-31,657.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
18575,ce,t0033402,Move In,2017-08-01,C5307G,2017-08-01,,657.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
18589,ce,t0033517,Move Out,2018-06-11,M0010C,2017-07-24,2018-06-09,748.0,0.0,320 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
18598,ce,t0033517,Move In,2017-07-31,M0010C,2017-07-24,,748.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
18605,ce,t0040157,Move Out,2019-01-08,M0010C,2018-07-13,2019-01-08,790.0,0.0,179 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
18611,ce,t0040157,Move In,2018-07-13,M0010C,2018-07-13,,790.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
18656,sh,t0041059,Move In,2018-11-01,TH5803,2018-10-31,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
18658,ce,t0033563,Move Out,2018-08-20,C5250L,2017-08-19,2018-08-18,909.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
18666,ce,t0033563,Move In,2017-08-21,C5250L,2017-08-19,,909.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
18676,ce,t0040239,Move In,2018-09-04,C5250L,2018-09-02,,929.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
18685,ce,t0036281,Move Out,2018-09-21,S1500-1G,2017-09-22,2018-09-21,759.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,1.0
18692,ce,t0036281,Move In,2017-09-25,S1500-1G,2017-09-22,,759.0,0.0,,0,Fairfield,OH,45014,955,2,1.0
18699,sh,t0040966,Move In,2018-11-12,FT5906E,2018-11-10,,650.0,0.0,,0,Toledo,OH,43615,932,2,1.0
18740,sh,t0034590,Move Out,2018-08-22,TH5793,2017-08-15,2018-08-22,840.0,0.0,372 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
18747,sh,t0034590,Move In,2017-08-16,TH5793,2017-08-15,,840.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
18751,ce,t0033654,Move Out,2018-08-27,C5252E,2017-08-19,2018-08-26,718.0,0.0,372 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
18754,ce,t0033654,Move Out,2018-08-29,C5252E,2017-08-19,2018-08-18,718.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
18762,ce,t0033654,Move In,2017-08-21,C5252E,2017-08-19,,718.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
18765,ce,t0040363,Move In,2018-09-07,C5252E,2018-09-07,,759.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
18771,fh,t0033677,Move Out,2018-01-15,1014C,2017-07-26,2018-01-12,850.0,0.0,170 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18781,fh,t0033679,Move Out,2018-06-01,1018C,2015-06-01,2018-05-31,1050.0,0.0,1095 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18790,fh,t0039924,Move In,2018-07-15,1018C,2018-07-14,,1210.0,0.0,,0,Columbus,OH,43220,912,2,1.0
18793,fh,t0033680,Move Out,2018-02-15,1018D,2017-05-20,2018-02-15,950.0,0.0,271 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18803,fh,t0041388,Move In,2018-12-21,1018D,2018-12-20,,1199.0,0.0,,0,Columbus,OH,43220,912,2,1.0
18806,fh,t0033681,Move Out,2018-07-01,1020B,2017-06-30,2018-06-30,850.0,0.0,365 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18811,fh,t0033682,Move Out,2018-06-30,1021A,2017-07-28,2018-06-30,850.0,0.0,337 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18819,fh,t0041099,Move In,2018-10-30,1021A,2018-10-30,,1135.0,0.0,,0,Columbus,OH,43220,912,2,1.0
18829,fh,t0033684,Move Out,2017-11-01,1021C,2016-10-26,2017-10-31,1050.0,0.0,370 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18843,fh,t0033685,Move Out,2017-11-07,1021D,2016-10-29,2017-11-07,1050.0,0.0,374 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18853,fh,t0033688,Move Out,2017-10-16,1022D,2016-12-30,2017-09-20,1075.0,0.0,264 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18861,fh,t0033689,Move Out,2018-06-15,1025A,2017-06-16,2018-06-15,875.0,0.0,364 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18865,fh,t0033690,Move Out,2017-09-21,1025B,2017-06-05,2017-09-21,850.0,0.0,108 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18878,fh,t0033691,Move Out,2017-11-17,1025C,2011-06-16,2017-11-17,860.0,0.0,2346 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18882,fh,t0039631,Move Out,2018-12-29,1025C,2018-06-04,2018-12-29,1135.0,0.0,208 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18888,fh,t0039631,Move In,2018-06-05,1025C,2018-06-04,,1135.0,0.0,,0,Columbus,OH,43220,912,2,1.0
18894,fh,t0033692,Move Out,2018-02-28,1025D,2017-03-01,2018-02-28,929.0,0.0,364 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18898,fh,t0033693,Move Out,2018-07-31,1026A,2017-07-01,2018-07-31,850.0,0.0,395 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18915,fh,t0033697,Move Out,2018-07-30,1028B,2017-07-29,2018-07-30,850.0,0.0,366 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18922,fh,t0033700,Move Out,2018-07-23,1030AB,2016-09-09,2018-07-23,875.0,0.0,682 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
18927,fh,t0033702,Move Out,2018-05-16,1030C,2015-06-22,2018-05-15,849.0,0.0,1058 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
18937,fh,t0033704,Move Out,2018-06-30,1031B,2017-07-15,2018-06-30,850.0,0.0,350 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
18942,fh,t0040202,Move In,2018-08-08,1031B,2018-08-07,,984.0,0.0,,0,Columbus,OH,43220,700,1,1.0
18946,fh,t0033707,Move Out,2018-06-18,1034A,2017-06-10,2018-06-15,850.0,0.0,370 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18965,fh,t0040361,Move In,2018-07-27,1034A,2018-07-27,,1135.0,0.0,,0,Columbus,OH,43220,912,2,1.0
18969,fh,t0033708,Move Out,2018-07-31,1034B,2017-07-29,2018-07-31,760.0,0.0,367 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
18977,fh,t0033709,Move Out,2018-09-03,1034C,2017-03-08,2018-08-31,929.0,0.0,541 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18982,fh,t0033710,Move Out,2018-07-01,1035A,2017-06-05,2018-06-30,850.0,0.0,390 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
18989,fh,t0033711,Move Out,2018-04-02,1035B,2017-03-27,2018-03-31,999.0,0.0,369 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
18995,fh,t0040668,Move Out,2018-09-10,1035B,2018-06-15,2018-09-10,984.0,0.0,87 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19003,fh,t0040668,Move In,2018-06-15,1035B,2018-06-15,,984.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19007,fh,t0033712,Move Out,2017-09-15,1035D,2017-07-27,2017-09-15,855.0,0.0,50 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19011,fh,t0033712,Move Out,2017-09-10,1035D,2017-07-27,2017-09-10,855.0,0.0,45 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19019,fh,t0036933,Move Out,2018-11-21,1035D,2017-11-22,2018-11-21,855.0,0.0,364 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19026,fh,t0036933,Move In,2017-11-22,1035D,2017-11-22,,855.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19030,fh,t0041327,Move In,2018-12-17,1035D,2018-12-16,,855.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19032,fh,t0033713,Move Out,2018-04-30,1038A,2017-04-01,2018-04-30,819.0,0.0,394 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19044,fh,t0040338,Move In,2018-07-23,1038A,2018-07-23,,984.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19047,fh,t0033715,Move Out,2018-07-01,1040B,2016-05-04,2018-06-30,850.0,0.0,787 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19055,fh,t0033717,Move Out,2018-04-13,1040D,2016-09-13,2018-04-12,925.0,0.0,576 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19061,fh,t0039933,Move In,2018-07-30,1040D,2018-07-28,,999.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19072,fh,t0033719,Move Out,2018-04-02,1041B,2017-03-25,2018-03-31,934.0,0.0,371 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19077,fh,t0033720,Move Out,2018-07-31,1041C,2017-07-01,2018-07-31,899.0,0.0,395 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19083,fh,t0033722,Move Out,2017-11-04,1045A,2016-12-30,2017-11-01,850.0,0.0,306 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19087,fh,t0033723,Move Out,2018-06-30,1045B,2017-06-01,2018-06-30,850.0,0.0,394 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19091,fh,t0033725,Move Out,2018-07-01,1050C,2017-04-01,2018-06-30,829.0,0.0,455 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19098,fh,t0040321,Move In,2018-08-04,1050C,2018-08-03,,999.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19104,fh,t0033728,Move Out,2018-06-01,1051C,2017-05-27,2018-05-31,950.0,0.0,369 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19116,fh,t0040329,Move In,2018-07-20,1051C,2018-07-20,,1210.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19123,fh,t0033731,Move Out,2018-08-21,1055B,2017-07-29,2018-08-20,850.0,0.0,387 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19128,fh,t0033732,Move Out,2018-07-01,1055C,2017-06-30,2018-06-30,950.0,0.0,365 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19135,fh,t0040135,Move In,2018-07-30,1055C,2018-07-28,,1135.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19142,fh,t0033733,Move Out,2018-01-04,1060B,2017-04-23,2018-01-04,850.0,0.0,256 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19150,fh,t0033734,Move Out,2018-06-01,1060C,2015-06-10,2018-06-01,1050.0,0.0,1087 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19159,fh,t0033735,Move Out,2018-03-15,1060D,2014-09-27,2018-03-15,950.0,0.0,1265 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19163,fh,t0039559,Move Out,2018-12-17,1060D,2018-06-19,2018-12-16,999.0,0.0,180 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19167,fh,t0039559,Move In,2018-06-20,1060D,2018-06-19,,999.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19177,fh,t0033737,Move Out,2018-07-31,1061B,2017-07-01,2018-07-31,975.0,0.0,395 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19184,fh,t0033741,Move Out,2018-07-17,1064A,2015-06-19,2018-07-16,1024.0,0.0,1123 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19187,fh,t0033741,Move Out,2018-07-14,1064A,2015-06-19,2018-07-13,1024.0,0.0,1120 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19205,fh,t0033743,Move Out,2018-07-19,1064C,2017-03-25,2018-07-19,939.0,0.0,481 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19210,fh,t0033745,Move Out,2018-07-12,1065B,2017-07-07,2018-07-12,850.0,0.0,370 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19217,fh,t0040446,Move In,2018-08-06,1065B,2018-08-06,,1135.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19219,fh,t0033746,Move Out,2018-06-05,1065C,2017-04-10,2018-06-05,809.0,0.0,421 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19230,fh,t0040016,Move In,2018-06-30,1065C,2018-06-30,,999.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19232,fh,t0033747,Move Out,2018-08-06,1065D,2017-07-22,2018-08-05,950.0,0.0,379 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19240,fh,t0040630,Move In,2018-09-01,1065D,2018-09-01,,1210.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19242,fh,t0033749,Move Out,2018-07-01,1068A,2017-06-15,2018-07-01,850.0,0.0,381 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19252,fh,t0040388,Move In,2018-08-09,1068A,2018-08-09,,984.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19257,fh,t0033750,Move Out,2018-07-31,1068B,2017-07-15,2018-07-31,850.0,0.0,381 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19266,fh,t0033751,Move Out,2018-08-20,1068D,2017-07-15,2018-08-19,850.0,0.0,400 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19273,fh,t0033752,Move Out,2017-09-27,1070AS,2016-03-22,2017-09-26,850.0,0.0,553 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19281,fh,t0033753,Move Out,2018-06-18,1070B,2017-06-10,2018-06-15,850.0,0.0,370 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19289,fh,t0033754,Move Out,2018-06-30,1070C,2017-06-30,2018-06-30,850.0,0.0,365 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19294,fh,t0033756,Move Out,2018-05-08,1070DS,2016-05-31,2018-05-08,1025.0,0.0,707 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19300,fh,t0033759,Move Out,2018-05-28,1072A,2014-01-04,2018-05-28,850.0,0.0,1605 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19306,fh,t0039254,Move In,2018-06-25,1072A,2018-06-22,,984.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19314,fh,t0033764,Move Out,2018-06-30,1074C,2017-07-15,2018-06-30,950.0,0.0,350 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19319,fh,t0033768,Move Out,2018-07-02,1080B,2017-06-25,2018-06-30,850.0,0.0,370 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19326,fh,t0033769,Move Out,2017-10-05,1080C,2016-08-11,2017-10-05,849.0,0.0,420 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19339,fh,t0033770,Move Out,2018-07-31,1080CS,2016-07-30,2018-07-31,849.0,0.0,731 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19348,fh,t0033772,Move Out,2018-05-22,1081B,2017-05-22,2018-05-21,850.0,0.0,364 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19354,fh,t0033774,Move Out,2018-08-02,1082A,2017-07-22,2018-07-31,850.0,0.0,374 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19363,fh,t0033778,Move Out,2018-07-16,1084B,2017-07-01,2018-07-15,850.0,0.0,379 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19372,fh,t0033779,Move Out,2018-01-03,1084C,2016-06-08,2018-01-03,850.0,0.0,574 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19385,fh,t0040403,Move In,2018-08-04,1084C,2018-08-02,,999.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19388,fh,t0033782,Move Out,2018-04-02,1086B,2017-03-23,2018-03-31,799.0,0.0,373 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19395,fh,t0040066,Move In,2018-07-11,1086B,2018-07-07,,984.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19398,fh,t0033786,Move Out,2018-07-09,1088B,2017-06-29,2018-07-09,850.0,0.0,375 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19403,fh,t0033789,Move Out,2018-06-30,1090A,2017-06-01,2018-06-30,850.0,0.0,394 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19409,fh,t0033791,Move Out,2018-07-19,1090B,2017-07-29,2018-07-19,850.0,0.0,355 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19419,fh,t0041413,Move In,2018-12-27,1090B,2018-12-26,,1099.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19422,fh,t0033792,Move Out,2018-06-29,1090BS,2017-06-27,2018-06-29,850.0,0.0,367 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19430,fh,t0040457,Move In,2018-08-12,1090BS,2018-08-11,,1135.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19437,fh,t0033794,Move Out,2017-12-06,1090CS,2013-05-18,2017-12-05,850.0,0.0,1662 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19440,fh,t0039939,Move Out,2018-12-31,1090CS,2018-06-04,2018-12-31,999.0,0.0,210 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19446,fh,t0039939,Move In,2018-06-05,1090CS,2018-06-04,,999.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19449,fh,t0033796,Move Out,2018-07-31,1090DS,2017-05-16,2018-07-31,949.0,0.0,441 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19458,fh,t0033797,Move Out,2017-12-12,1091A,2017-06-21,2017-12-12,850.0,0.0,174 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19462,fh,t0040139,Move In,2018-07-31,1091A,2018-07-31,,1135.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19466,fh,t0033800,Move Out,2018-07-01,1091D,2017-06-09,2018-06-30,849.0,0.0,386 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19470,fh,t0033801,Move Out,2017-10-03,1092A,2017-07-15,2017-10-03,850.0,0.0,80 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19476,fh,t0033802,Move Out,2018-06-26,1092C,2017-06-30,2018-06-25,950.0,0.0,360 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19481,fh,t0033803,Move Out,2018-09-29,1094A,2016-09-30,2018-09-29,850.0,0.0,729 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19490,fh,t0033805,Move Out,2018-07-31,1094D,2017-07-23,2018-07-31,950.0,0.0,373 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19495,fh,t0033806,Move Out,2018-07-31,1096B,2017-07-24,2018-07-31,850.0,0.0,372 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19502,fh,t0041201,Move In,2018-11-14,1096B,2018-11-14,,1135.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19504,fh,t0033808,Move Out,2017-12-07,1098C,2015-09-15,2017-12-06,750.0,0.0,813 days 00:00:00.000000000,1,Columbus,OH,43220,387,1,1.0
19510,fh,t0033809,Move Out,2018-08-17,1098D,2015-07-31,2018-08-16,700.0,0.0,1112 days 00:00:00.000000000,1,Columbus,OH,43220,387,1,1.0
19520,fh,t0040193,Move In,2018-08-29,1098D,2018-08-28,,835.0,0.0,,0,Columbus,OH,43220,387,1,1.0
19522,fh,t0033813,Move Out,2018-03-03,1100B,2017-03-03,2018-03-03,874.0,0.0,365 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19535,fh,t0040147,Move In,2018-06-30,1100B,2018-06-30,,984.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19538,fh,t0033814,Move Out,2017-10-09,1100C,2017-05-21,2017-10-09,950.0,0.0,141 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19548,fh,t0037967,Move Out,2018-12-13,1100C,2017-12-14,2018-12-13,1125.0,0.0,364 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19554,fh,t0037967,Move In,2017-12-14,1100C,2017-12-14,,1125.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19559,fh,t0033815,Move Out,2018-03-10,1100D,2017-07-01,2018-03-09,974.0,0.0,251 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19563,fh,t0033816,Move Out,2017-10-09,1101B,2017-05-24,2017-10-09,850.0,0.0,138 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19573,fh,t0039027,Move In,2018-02-28,1101B,2018-02-28,,985.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19577,fh,t0033817,Move Out,2018-06-01,1101D,2016-04-30,2018-05-31,969.0,0.0,761 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19582,fh,t0033819,Move Out,2018-05-28,1102AB,2017-06-01,2018-05-28,975.0,0.0,361 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19591,fh,t0033820,Move Out,2018-02-27,1102B,2017-02-18,2018-02-25,799.0,0.0,372 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19600,fh,t0033821,Move Out,2018-08-09,1102BB,2017-07-27,2018-08-08,850.0,0.0,377 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19606,fh,t0033823,Move Out,2018-05-02,1103A,2015-03-07,2018-05-01,850.0,0.0,1151 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19612,fh,t0039634,Move In,2018-06-25,1103A,2018-06-23,,984.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19620,fh,t0033824,Move Out,2018-05-28,1103B,2015-04-25,2018-05-28,975.0,0.0,1129 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19624,fh,t0039861,Move In,2018-06-11,1103B,2018-06-08,,1060.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19631,fh,t0033825,Move Out,2018-08-01,1103D,2017-07-22,2018-07-31,950.0,0.0,374 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19638,fh,t0033826,Move Out,2018-09-01,1110D,2016-02-22,2018-08-31,850.0,0.0,921 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19644,fh,t0033828,Move Out,2018-08-01,1111B,2017-07-21,2018-07-31,850.0,0.0,375 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19654,fh,t0033829,Move Out,2017-10-06,1111C,2015-10-10,2017-10-06,949.0,0.0,727 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19662,fh,t0033831,Move Out,2017-08-05,1112AB,2016-08-03,2017-08-01,899.0,0.0,363 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19668,fh,t0034648,Move Out,2018-08-25,1112AB,2017-08-26,2018-08-25,850.0,0.0,364 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19678,fh,t0034648,Move In,2017-08-26,1112AB,2017-08-26,,850.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19690,fh,t0033833,Move Out,2018-07-23,1112BB,2014-06-28,2018-07-23,949.0,0.0,1486 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19699,fh,t0033834,Move Out,2018-05-10,1112C,2017-08-09,2018-05-10,850.0,0.0,274 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19704,fh,t0033835,Move Out,2018-07-01,1112CB,2016-10-28,2018-06-30,950.0,0.0,610 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19715,fh,t0039996,Move In,2018-07-14,1112CB,2018-07-13,,999.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19721,fh,t0033836,Move Out,2017-10-04,1113B,2017-02-10,2017-10-04,799.0,0.0,236 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19733,fh,t0040595,Move Out,2018-10-16,1113B,2017-10-13,2018-10-15,850.0,0.0,367 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19739,fh,t0040595,Move In,2017-10-13,1113B,2017-10-13,,850.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19745,fh,t0033839,Move Out,2017-11-07,1120B,2017-02-09,2017-11-07,799.0,0.0,271 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
19750,fh,t0038173,Move In,2018-02-14,1120B,2018-02-14,,924.0,0.0,,0,Columbus,OH,43220,700,1,1.0
19764,fh,t0033840,Move Out,2018-08-17,1120C,2017-07-29,2018-08-16,950.0,0.0,383 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19771,fh,t0033840,Move Out,2018-07-31,1120C,2017-07-29,2018-07-31,950.0,0.0,367 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19778,fh,t0040704,Move In,2018-09-17,1120C,2018-09-16,,1210.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19787,fh,t0033843,Move Out,2018-06-01,1121D,2017-06-25,2018-06-01,950.0,0.0,341 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19794,fh,t0040402,Move In,2018-07-31,1121D,2018-07-30,,1210.0,0.0,,0,Columbus,OH,43220,912,2,1.0
19797,fh,t0033844,Move Out,2018-06-20,1122AB,2017-06-01,2018-06-15,850.0,0.0,379 days 00:00:00.000000000,1,Columbus,OH,43220,912,2,1.0
19812,fh,t0033845,Move Out,2017-12-06,1122B,2017-06-09,2017-12-05,850.0,0.0,179 days 00:00:00.000000000,1,Columbus,OH,43220,700,1,1.0
