,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay
2172,ce,t0013997,Rent Change,6/30/2013,S1500-1G,4/17/2011,,645,0,955,2,1,-20,
2173,ce,t0013997,Rent Change,6/30/2014,S1500-1G,4/17/2011,6/30/2015,664,1,955,2,1,19,365 days 00:00:00.000000000
2183,ce,t0013998,Rent Change,4/30/2013,S1500-1H,10/11/2012,10/7/2013,675,1,955,2,2,675,160 days 00:00:00.000000000
2191,ce,t0013999,Rent Change,4/30/2013,S1500-1J,5/12/2006,,685,0,955,2,1,685,
2192,ce,t0013999,Rent Change,6/30/2013,S1500-1J,5/12/2006,7/31/2014,695,1,955,2,1,10,396 days 00:00:00.000000000
2204,ce,t0014000,Rent Change,4/30/2013,S1500-1K,1/15/2005,,695,0,955,2,2,695,
2205,ce,t0014000,Rent Change,2/28/2014,S1500-1K,1/15/2005,8/25/2015,746,1,955,2,2,51,543 days 00:00:00.000000000
2213,ce,t0014001,Rent Change,4/30/2013,S1500-1L,3/28/2013,8/31/2013,675,1,955,2,1,675,123 days 00:00:00.000000000
2221,ce,t0014002,Rent Change,4/30/2013,S1500-1M,11/1/2011,,685,0,955,2,2,685,
2222,ce,t0014002,Rent Change,10/31/2013,S1500-1M,11/1/2011,,715,0,955,2,2,30,
2223,ce,t0014002,Rent Change,11/1/2014,S1500-1M,11/1/2011,3/15/2015,733,1,955,2,2,18,134 days 00:00:00.000000000
2235,ce,t0014003,Rent Change,4/30/2013,S1500-2A,11/15/2010,,645,0,955,2,1,645,
2236,ce,t0014003,Rent Change,6/30/2013,S1500-2A,11/15/2010,3/1/2014,675,1,955,2,1,30,244 days 00:00:00.000000000
2248,ce,t0014004,Rent Change,4/30/2013,S1500-2B,10/20/2012,9/10/2013,675,1,955,2,2,675,133 days 00:00:00.000000000
2255,ce,t0014005,Rent Change,4/30/2013,S1500-2C,6/1/2006,8/31/2013,665,1,955,2,1,665,123 days 00:00:00.000000000
2261,ce,t0014006,Rent Change,4/30/2013,S1500-2D,11/12/2010,12/31/2013,675,1,955,2,2,675,245 days 00:00:00.000000000
2276,ce,t0014007,Rent Change,4/30/2013,S1500-2E,4/13/2012,,665,0,955,2,1,665,
2277,ce,t0014007,Rent Change,6/30/2013,S1500-2E,4/13/2012,6/30/2013,675,1,955,2,1,10,0 days 00:00:00.000000000
2285,ce,t0014008,Rent Change,4/30/2013,S1500-2F,9/12/2005,9/30/2013,675,1,955,2,2,675,153 days 00:00:00.000000000
2292,ce,t0014009,Rent Change,4/30/2013,S1500-2G,12/7/2012,6/4/2013,665,1,955,2,1,665,35 days 00:00:00.000000000
2305,ce,t0014010,Rent Change,4/30/2013,S1500-2H,2/17/2010,,675,0,955,2,2,675,
2306,ce,t0014010,Rent Change,2/28/2014,S1500-2H,2/17/2010,,705,0,955,2,2,30,
2307,ce,t0014010,Rent Change,3/1/2015,S1500-2H,2/17/2010,10/31/2015,712,1,955,2,2,7,244 days 00:00:00.000000000
2314,ce,t0014011,Rent Change,4/30/2013,S1500-2J,5/22/2010,,685,0,955,2,1,685,
2315,ce,t0014011,Rent Change,5/31/2013,S1500-2J,5/22/2010,12/31/2013,695,1,955,2,1,10,214 days 00:00:00.000000000
2328,ce,t0014012,Rent Change,4/30/2013,S1500-2K,6/28/2000,,695,0,955,2,2,695,
2329,ce,t0014012,Rent Change,6/30/2013,S1500-2K,6/28/2000,,705,0,955,2,2,10,
2330,ce,t0014012,Rent Change,6/30/2014,S1500-2K,6/28/2000,,726,0,955,2,2,21,
2331,ce,t0014012,Rent Change,6/30/2015,S1500-2K,6/28/2000,,748,0,955,2,2,22,
2332,ce,t0014012,Rent Change,6/30/2016,S1500-2K,6/28/2000,6/30/2017,778,1,955,2,2,30,365 days 00:00:00.000000000
2335,ce,t0014013,Rent Change,4/30/2013,S1500-2L,12/1/2011,11/30/2013,675,1,955,2,1,675,214 days 00:00:00.000000000
2344,ce,t0014014,Rent Change,4/30/2013,S1500-2M,8/11/2012,,685,0,955,2,2,685,
2345,ce,t0014014,Rent Change,9/1/2013,S1500-2M,8/11/2012,11/1/2013,715,1,955,2,2,30,61 days 00:00:00.000000000
2359,ce,t0014015,Rent Change,4/30/2013,S1500-3A,6/1/2010,,675,0,955,2,1,675,
2360,ce,t0014015,Rent Change,5/31/2013,S1500-3A,6/1/2010,,685,0,955,2,1,10,
2361,ce,t0014015,Rent Change,5/31/2014,S1500-3A,6/1/2010,,706,0,955,2,1,21,
2362,ce,t0014015,Rent Change,5/31/2015,S1500-3A,6/1/2010,,727,0,955,2,1,21,
2363,ce,t0014015,Rent Change,5/31/2016,S1500-3A,6/1/2010,5/31/2017,749,1,955,2,1,22,365 days 00:00:00.000000000
2367,ce,t0014016,Rent Change,4/30/2013,S1500-3B,11/3/2012,,685,0,955,2,2,685,
2368,ce,t0014016,Rent Change,12/1/2013,S1500-3B,11/3/2012,,715,0,955,2,2,30,
2369,ce,t0014016,Rent Change,11/30/2014,S1500-3B,11/3/2012,11/30/2015,736,1,955,2,2,21,365 days 00:00:00.000000000
2375,ce,t0014017,Rent Change,4/30/2013,S1500-3C,6/22/2012,5/31/2013,665,1,955,2,1,665,31 days 00:00:00.000000000
908,ce,t0014019,Rent Change,4/30/2013,S1500-3E,7/15/1999,,665,0,955,2,1,665,
909,ce,t0014019,Rent Change,6/30/2013,S1500-3E,7/15/1999,12/31/2013,685,1,955,2,1,20,184 days 00:00:00.000000000
2383,ce,t0014020,Rent Change,4/30/2013,S1500-3F,5/24/2008,,685,0,955,2,2,685,
2384,ce,t0014020,Rent Change,6/30/2013,S1500-3F,5/24/2008,9/30/2013,695,1,955,2,2,10,92 days 00:00:00.000000000
2399,ce,t0014021,Rent Change,4/30/2013,S1500-3G,3/9/2013,,665,0,955,2,1,665,
2400,ce,t0014021,Rent Change,3/31/2014,S1500-3G,3/9/2013,,685,0,955,2,1,20,
2401,ce,t0014021,Rent Change,4/30/2015,S1500-3G,3/9/2013,3/31/2016,692,1,955,2,1,7,336 days 00:00:00.000000000
2407,ce,t0014022,Rent Change,4/30/2013,S1500-3H,11/5/2011,,675,0,955,2,2,675,
2408,ce,t0014022,Rent Change,12/1/2013,S1500-3H,11/5/2011,5/3/2014,705,1,955,2,2,30,153 days 00:00:00.000000000
2413,ce,t0014023,Rent Change,4/30/2013,S1500-3J,11/10/2012,,685,0,955,2,1,685,
2414,ce,t0014023,Rent Change,12/1/2013,S1500-3J,11/10/2012,,715,0,955,2,1,30,
2415,ce,t0014023,Rent Change,12/31/2013,S1500-3J,11/10/2012,,737,0,955,2,1,22,
2416,ce,t0014023,Rent Change,7/31/2014,S1500-3J,11/10/2012,8/31/2015,758,1,955,2,1,21,396 days 00:00:00.000000000
2421,ce,t0014024,Rent Change,4/30/2013,S1500-3K,5/4/2012,,695,0,955,2,2,695,
2422,ce,t0014024,Rent Change,6/30/2013,S1500-3K,5/4/2012,,705,0,955,2,2,10,
2423,ce,t0014024,Rent Change,6/30/2014,S1500-3K,5/4/2012,,726,0,955,2,2,21,
2424,ce,t0014024,Rent Change,6/30/2015,S1500-3K,5/4/2012,,748,0,955,2,2,22,
2425,ce,t0014024,Rent Change,6/30/2016,S1500-3K,5/4/2012,7/30/2017,779,1,955,2,2,31,395 days 00:00:00.000000000
2429,ce,t0014025,Rent Change,4/30/2013,S1500-3L,3/16/2012,3/31/2014,675,1,955,2,1,675,335 days 00:00:00.000000000
2435,ce,t0014026,Rent Change,4/30/2013,S1500-3M,1/5/2010,,685,0,955,2,2,685,
2436,ce,t0014026,Rent Change,6/30/2013,S1500-3M,1/5/2010,,695,0,955,2,2,10,
2437,ce,t0014026,Rent Change,7/31/2014,S1500-3M,1/5/2010,12/31/2014,716,1,955,2,2,21,153 days 00:00:00.000000000
2442,ce,t0014027,Rent Change,4/30/2013,S1500-4A,12/28/2011,,665,0,955,2,1,665,
2443,ce,t0014027,Rent Change,12/31/2013,S1500-4A,12/28/2011,,690,0,955,2,1,25,
2444,ce,t0014027,Rent Change,3/31/2015,S1500-4A,12/28/2011,,697,0,955,2,1,7,
2445,ce,t0014027,Rent Change,3/31/2016,S1500-4A,12/28/2011,3/31/2017,729,1,955,2,1,32,365 days 00:00:00.000000000
2448,ce,t0014028,Rent Change,4/30/2013,S1500-4B,10/19/2012,,665,0,955,2,1,665,
2449,ce,t0014028,Rent Change,12/1/2013,S1500-4B,10/19/2012,,695,0,955,2,1,30,
2450,ce,t0014028,Rent Change,11/1/2014,S1500-4B,10/19/2012,,716,0,955,2,1,21,
2451,ce,t0014028,Rent Change,11/30/2015,S1500-4B,10/19/2012,11/26/2016,759,1,955,2,1,43,362 days 00:00:00.000000000
2456,ce,t0014029,Rent Change,4/30/2013,S1500-4C,4/20/2012,,670,0,955,2,1.5,670,
2457,ce,t0014029,Rent Change,6/30/2013,S1500-4C,4/20/2012,,680,0,955,2,1.5,10,
2458,ce,t0014029,Rent Change,7/31/2014,S1500-4C,4/20/2012,3/31/2015,700,1,955,2,1.5,20,243 days 00:00:00.000000000
2465,ce,t0014030,Rent Change,4/30/2013,S1500-4D,1/14/2012,,670,0,955,2,1.5,670,
2466,ce,t0014030,Rent Change,1/31/2014,S1500-4D,1/14/2012,8/31/2014,711,1,955,2,1.5,41,212 days 00:00:00.000000000
2475,ce,t0014031,Rent Change,4/30/2013,S1500-4E,1/8/2003,,665,0,955,2,1,665,
2476,ce,t0014031,Rent Change,6/30/2013,S1500-4E,1/8/2003,,675,0,955,2,1,10,
2477,ce,t0014031,Rent Change,7/31/2014,S1500-4E,1/8/2003,,695,0,955,2,1,20,
2478,ce,t0014031,Rent Change,8/31/2015,S1500-4E,1/8/2003,,715,0,955,2,1,20,
2479,ce,t0014031,Rent Change,8/31/2016,S1500-4E,1/8/2003,,754,0,955,2,1,39,
2480,ce,t0014031,Rent Change,8/31/2017,S1500-4E,1/8/2003,,779,0,955,2,1,25,
2481,ce,t0014031,Rent Change,8/31/2018,S1500-4E,1/8/2003,,820,0,955,2,1,41,
2484,ce,t0014032,Rent Change,4/30/2013,S1500-4F,5/20/2011,5/23/2013,680,1,955,2,1.5,680,23 days 00:00:00.000000000
2491,ce,t0014033,Rent Change,4/30/2013,S1500-4G,9/17/2011,9/30/2013,655,1,955,2,1,655,153 days 00:00:00.000000000
2500,ce,t0014034,Rent Change,4/30/2013,S1500-4H,8/1/2011,,670,0,955,2,1.5,670,
2501,ce,t0014034,Rent Change,8/1/2013,S1500-4H,8/1/2011,10/31/2013,700,1,955,2,1.5,30,91 days 00:00:00.000000000
2510,ce,t0014035,Rent Change,4/30/2013,S1500-4J,8/29/2011,,675,0,955,2,1,675,
2511,ce,t0014035,Rent Change,12/1/2013,S1500-4J,8/29/2011,,705,0,955,2,1,30,
2512,ce,t0014035,Rent Change,11/1/2014,S1500-4J,8/29/2011,8/31/2015,726,1,955,2,1,21,303 days 00:00:00.000000000
2519,ce,t0014036,Rent Change,4/30/2013,S1500-4K,3/16/2012,3/31/2014,690,1,955,2,1.5,690,335 days 00:00:00.000000000
2526,ce,t0014037,Rent Change,4/30/2013,S1500-4L,12/23/2003,6/3/2013,665,1,955,2,1,665,34 days 00:00:00.000000000
2536,ce,t0014038,Rent Change,4/30/2013,S1500-4M,12/11/2012,5/31/2014,680,1,955,2,1.5,680,396 days 00:00:00.000000000
2544,ce,t0014039,Rent Change,4/30/2013,S1500-5A,2/28/2001,3/31/2014,655,1,955,2,1,655,335 days 00:00:00.000000000
2552,ce,t0014040,Rent Change,4/30/2013,S1500-5B,12/30/2010,,655,0,955,2,1,655,
2553,ce,t0014040,Rent Change,6/30/2013,S1500-5B,12/30/2010,,665,0,955,2,1,10,
2554,ce,t0014040,Rent Change,7/31/2014,S1500-5B,12/30/2010,,685,0,955,2,1,20,
2555,ce,t0014040,Rent Change,2/29/2016,S1500-5B,12/30/2010,,739,0,955,2,1,54,
2556,ce,t0014040,Rent Change,3/31/2016,S1500-5B,12/30/2010,,710,0,955,2,1,-29,
2557,ce,t0014040,Rent Change,8/31/2016,S1500-5B,12/30/2010,,754,0,955,2,1,44,
2558,ce,t0014040,Rent Change,2/28/2017,S1500-5B,12/30/2010,3/22/2017,769,1,955,2,1,15,22 days 00:00:00.000000000
2563,ce,t0014041,Rent Change,4/30/2013,S1500-5C,10/21/2009,10/31/2013,670,1,955,2,1.5,670,184 days 00:00:00.000000000
2573,ce,t0014042,Rent Change,4/30/2013,S1500-5D,11/16/2012,,670,0,955,2,1.5,670,
2574,ce,t0014042,Rent Change,12/1/2013,S1500-5D,11/16/2012,,695,0,955,2,1.5,25,
2575,ce,t0014042,Rent Change,3/1/2015,S1500-5D,11/16/2012,6/30/2015,700,1,955,2,1.5,5,121 days 00:00:00.000000000
2582,ce,t0014043,Rent Change,4/30/2013,S1500-5E,1/31/2013,,655,0,955,2,1,655,
2583,ce,t0014043,Rent Change,2/28/2014,S1500-5E,1/31/2013,,742,0,955,2,1,87,
2584,ce,t0014043,Rent Change,5/31/2014,S1500-5E,1/31/2013,,692,0,955,2,1,-50,
2579,ce,t0014043,Rent Change,5/31/2015,S1500-5E,1/31/2013,6/30/2015,713,1,955,2,1,21,30 days 00:00:00.000000000
2591,ce,t0014044,Rent Change,4/30/2013,S1500-5F,11/20/2010,5/31/2013,670,1,955,2,1.5,670,31 days 00:00:00.000000000
2603,ce,t0014045,Rent Change,4/30/2013,S1500-5G,2/2/2013,8/31/2013,655,1,955,2,1,655,123 days 00:00:00.000000000
2616,ce,t0014046,Rent Change,4/30/2013,S1500-5H,2/19/2011,8/31/2013,670,1,955,2,1.5,670,123 days 00:00:00.000000000
2623,ce,t0014047,Rent Change,4/30/2013,S1500-5J,10/12/2012,10/31/2013,665,1,955,2,1,665,184 days 00:00:00.000000000
2631,ce,t0014048,Rent Change,4/30/2013,S1500-5K,10/1/1995,,680,0,955,2,1.5,680,
2632,ce,t0014048,Rent Change,10/31/2013,S1500-5K,10/1/1995,,710,0,955,2,1.5,30,
2633,ce,t0014048,Rent Change,11/1/2014,S1500-5K,10/1/1995,,731,0,955,2,1.5,21,
2634,ce,t0014048,Rent Change,11/1/2015,S1500-5K,10/1/1995,,759,0,955,2,1.5,28,
2635,ce,t0014048,Rent Change,10/31/2016,S1500-5K,10/1/1995,,794,0,955,2,1.5,35,
2636,ce,t0014048,Rent Change,10/31/2017,S1500-5K,10/1/1995,,809,0,955,2,1.5,15,
2637,ce,t0014048,Rent Change,10/31/2018,S1500-5K,10/1/1995,,850,0,955,2,1.5,41,
2640,ce,t0014049,Rent Change,4/30/2013,S1500-5L,11/1/2012,,665,0,955,2,1,665,
2641,ce,t0014049,Rent Change,10/31/2013,S1500-5L,11/1/2012,1/31/2015,689,1,955,2,1,24,457 days 00:00:00.000000000
2652,ce,t0014051,Rent Change,4/30/2013,S1500-6A,11/15/2010,,665,0,955,2,1,665,
2653,ce,t0014051,Rent Change,12/1/2013,S1500-6A,11/15/2010,,695,0,955,2,1,30,
2654,ce,t0014051,Rent Change,11/30/2014,S1500-6A,11/15/2010,10/31/2015,706,1,955,2,1,11,335 days 00:00:00.000000000
2662,ce,t0014052,Rent Change,4/30/2013,S1500-6B,9/29/2001,,665,0,955,2,1,665,
2663,ce,t0014052,Rent Change,10/31/2013,S1500-6B,9/29/2001,,689,0,955,2,1,24,
2664,ce,t0014052,Rent Change,1/31/2015,S1500-6B,9/29/2001,,696,0,955,2,1,7,
2665,ce,t0014052,Rent Change,1/31/2016,S1500-6B,9/29/2001,,738,0,955,2,1,42,
2666,ce,t0014052,Rent Change,1/31/2018,S1500-6B,9/29/2001,,779,0,955,2,1,41,
2669,ce,t0014053,Rent Change,4/30/2013,S1500-6C,4/20/2012,,670,0,955,2,1.5,670,
2670,ce,t0014053,Rent Change,6/30/2013,S1500-6C,4/20/2012,,680,0,955,2,1.5,10,
2671,ce,t0014053,Rent Change,6/30/2014,S1500-6C,4/20/2012,12/10/2014,675,1,955,2,1.5,-5,163 days 00:00:00.000000000
2678,ce,t0014054,Rent Change,4/30/2013,S1500-6D,11/30/2007,,670,0,955,2,1.5,670,
2679,ce,t0014054,Rent Change,12/1/2013,S1500-6D,11/30/2007,,695,0,955,2,1.5,25,
2680,ce,t0014054,Rent Change,3/1/2015,S1500-6D,11/30/2007,,702,0,955,2,1.5,7,
2681,ce,t0014054,Rent Change,2/29/2016,S1500-6D,11/30/2007,,735,0,955,2,1.5,33,
2682,ce,t0014054,Rent Change,2/28/2017,S1500-6D,11/30/2007,,755,0,955,2,1.5,20,
2683,ce,t0014054,Rent Change,2/28/2018,S1500-6D,11/30/2007,,799,0,955,2,1.5,44,
2684,ce,t0014054,Rent Change,4/30/2018,S1500-6D,11/30/2007,,755,0,955,2,1.5,-44,
2687,ce,t0014055,Rent Change,4/30/2013,S1500-6E,1/6/2013,,665,0,955,2,1,665,
2688,ce,t0014055,Rent Change,1/31/2014,S1500-6E,1/6/2013,1/31/2015,696,1,955,2,1,31,365 days 00:00:00.000000000
2696,ce,t0014056,Rent Change,4/30/2013,S1500-6F,3/23/2011,,680,0,955,2,1.5,680,
2697,ce,t0014056,Rent Change,3/31/2014,S1500-6F,3/23/2011,,700,0,955,2,1.5,20,
2698,ce,t0014056,Rent Change,3/31/2015,S1500-6F,3/23/2011,3/31/2016,707,1,955,2,1.5,7,366 days 00:00:00.000000000
2702,ce,t0014057,Rent Change,4/30/2013,S1500-6G,9/16/2006,,655,0,955,2,1,655,
2703,ce,t0014057,Rent Change,12/1/2013,S1500-6G,9/16/2006,,679,0,955,2,1,24,
2704,ce,t0014057,Rent Change,1/31/2015,S1500-6G,9/16/2006,,686,0,955,2,1,7,
2705,ce,t0014057,Rent Change,3/31/2016,S1500-6G,9/16/2006,1/20/2017,727,1,955,2,1,41,295 days 00:00:00.000000000
2709,ce,t0014058,Rent Change,4/30/2013,S1500-6H,5/15/2005,,670,0,955,2,1.5,670,
2710,ce,t0014058,Rent Change,6/30/2013,S1500-6H,5/15/2005,,720,0,955,2,1.5,50,
2711,ce,t0014058,Rent Change,6/30/2014,S1500-6H,5/15/2005,,742,0,955,2,1.5,22,
2712,ce,t0014058,Rent Change,6/30/2015,S1500-6H,5/15/2005,,764,0,955,2,1.5,22,
2713,ce,t0014058,Rent Change,6/30/2016,S1500-6H,5/15/2005,,794,0,955,2,1.5,30,
2714,ce,t0014058,Rent Change,6/30/2017,S1500-6H,5/15/2005,,799,0,955,2,1.5,5,
2715,ce,t0014058,Rent Change,6/30/2018,S1500-6H,5/15/2005,,840,0,955,2,1.5,41,
2718,ce,t0014059,Rent Change,4/30/2013,S1500-6J,4/21/2012,,675,0,955,2,1,675,
2719,ce,t0014059,Rent Change,6/30/2013,S1500-6J,4/21/2012,,685,0,955,2,1,10,
2720,ce,t0014059,Rent Change,6/30/2014,S1500-6J,4/21/2012,6/30/2015,706,1,955,2,1,21,365 days 00:00:00.000000000
2726,ce,t0014060,Rent Change,4/30/2013,S1500-6K,3/1/2013,2/28/2014,690,1,955,2,1.5,690,304 days 00:00:00.000000000
2736,ce,t0014061,Rent Change,4/30/2013,S1500-6L,3/15/2013,3/31/2014,665,1,955,2,1,665,335 days 00:00:00.000000000
2741,ce,t0014062,Rent Change,4/30/2013,S1500-6M,10/18/2001,,670,0,955,2,1.5,670,
2742,ce,t0014062,Rent Change,6/30/2013,S1500-6M,10/18/2001,,690,0,955,2,1.5,20,
2743,ce,t0014062,Rent Change,6/30/2014,S1500-6M,10/18/2001,,711,0,955,2,1.5,21,
2744,ce,t0014062,Rent Change,6/30/2015,S1500-6M,10/18/2001,,732,0,955,2,1.5,21,
2745,ce,t0014062,Rent Change,6/30/2016,S1500-6M,10/18/2001,,761,0,955,2,1.5,29,
2746,ce,t0014062,Rent Change,6/30/2017,S1500-6M,10/18/2001,,809,0,955,2,1.5,48,
2747,ce,t0014062,Rent Change,6/30/2018,S1500-6M,10/18/2001,,850,0,955,2,1.5,41,
2750,ce,t0014063,Rent Change,4/30/2013,S1500-7A,4/24/2009,,870,0,1400,3,2.5,870,
2751,ce,t0014063,Rent Change,4/30/2014,S1500-7A,4/24/2009,,896,0,1400,3,2.5,26,
2752,ce,t0014063,Rent Change,4/30/2015,S1500-7A,4/24/2009,,926,0,1400,3,2.5,30,
2753,ce,t0014063,Rent Change,5/1/2016,S1500-7A,4/24/2009,4/30/2017,969,1,1400,3,2.5,43,364 days 00:00:00.000000000
2760,ce,t0014064,Rent Change,4/30/2013,S1500-7B,2/15/2007,,870,0,1400,3,2.5,870,
2761,ce,t0014064,Rent Change,6/30/2013,S1500-7B,2/15/2007,,930,0,1400,3,2.5,60,
2762,ce,t0014064,Rent Change,6/30/2014,S1500-7B,2/15/2007,,958,0,1400,3,2.5,28,
2763,ce,t0014064,Rent Change,6/30/2015,S1500-7B,2/15/2007,,987,0,1400,3,2.5,29,
2764,ce,t0014064,Rent Change,6/30/2016,S1500-7B,2/15/2007,7/5/2017,999,1,1400,3,2.5,12,370 days 00:00:00.000000000
2769,ce,t0014065,Rent Change,4/30/2013,S1500-7D,3/8/2013,3/31/2014,780,1,1088,2,1.5,780,335 days 00:00:00.000000000
2775,ce,t0014066,Rent Change,4/30/2013,S1500-7E,8/29/2008,8/31/2013,880,1,1400,3,2.5,880,123 days 00:00:00.000000000
2788,ce,t0014067,Rent Change,4/30/2013,S1500-7F,8/19/2011,,880,0,1400,3,2.5,880,
2789,ce,t0014067,Rent Change,9/1/2013,S1500-7F,8/19/2011,,920,0,1400,3,2.5,40,
2790,ce,t0014067,Rent Change,9/1/2014,S1500-7F,8/19/2011,,960,0,1400,3,2.5,40,
2791,ce,t0014067,Rent Change,8/31/2015,S1500-7F,8/19/2011,,998,0,1400,3,2.5,38,
2792,ce,t0014067,Rent Change,8/31/2016,S1500-7F,8/19/2011,,1024,0,1400,3,2.5,26,
2793,ce,t0014067,Rent Change,8/31/2017,S1500-7F,8/19/2011,11/30/2017,1044,1,1400,3,2.5,20,91 days 00:00:00.000000000
2799,ce,t0014068,Rent Change,4/30/2013,S1500-7G,3/16/2013,4/30/2014,770,1,1088,2,1.5,770,365 days 00:00:00.000000000
2806,ce,t0014069,Rent Change,4/30/2013,S1500-7H,2/15/2013,9/4/2013,770,1,1088,2,1.5,770,127 days 00:00:00.000000000
2813,ce,t0014070,Rent Change,6/30/2013,M0001A,4/11/2009,,635,0,875,2,1.5,0,
2814,ce,t0014070,Rent Change,6/30/2014,M0001A,4/11/2009,6/30/2015,654,1,875,2,1.5,19,365 days 00:00:00.000000000
2818,ce,t0014071,Rent Change,8/1/2013,M0001B,7/1/2006,,655,0,875,2,1.5,0,
2819,ce,t0014071,Rent Change,7/31/2014,M0001B,7/1/2006,,675,0,875,2,1.5,20,
2820,ce,t0014071,Rent Change,7/31/2015,M0001B,7/1/2006,,685,0,875,2,1.5,10,
2821,ce,t0014071,Rent Change,7/31/2016,M0001B,7/1/2006,,714,0,875,2,1.5,29,
2822,ce,t0014071,Rent Change,7/31/2017,M0001B,7/1/2006,,728,0,875,2,1.5,14,
2823,ce,t0014071,Rent Change,7/31/2018,M0001B,7/1/2006,,749,0,875,2,1.5,21,
2825,ce,t0014072,Rent Change,8/1/2013,M0001C,7/16/2011,,675,0,875,2,1.5,0,
2826,ce,t0014072,Rent Change,7/31/2014,M0001C,7/16/2011,8/4/2015,695,1,875,2,1.5,20,369 days 00:00:00.000000000
2833,ce,t0014074,Rent Change,2/28/2014,M0001E,3/1/2013,5/11/2014,685,1,875,2,1.5,0,72 days 00:00:00.000000000
2840,ce,t0014075,Rent Change,8/1/2013,M0001F,7/25/2010,,660,0,875,2,1.5,0,
2841,ce,t0014075,Rent Change,11/1/2014,M0001F,7/25/2010,10/31/2015,680,1,875,2,1.5,20,364 days 00:00:00.000000000
2846,ce,t0014076,Rent Change,2/28/2014,M0002A,2/25/2006,9/30/2015,548,1,635,1,1,0,579 days 00:00:00.000000000
2854,ce,t0014077,Rent Change,2/28/2014,M0002B,8/22/2010,,548,0,635,1,1,0,
2855,ce,t0014077,Rent Change,5/31/2015,M0002B,8/22/2010,11/3/2015,564,1,635,1,1,16,156 days 00:00:00.000000000
2862,ce,t0014078,Rent Change,9/30/2013,M0002C,9/21/2012,,565,0,635,1,1,0,
2863,ce,t0014078,Rent Change,9/30/2014,M0002C,9/21/2012,,582,0,635,1,1,17,
2864,ce,t0014078,Rent Change,9/30/2015,M0002C,9/21/2012,8/31/2016,611,1,635,1,1,29,336 days 00:00:00.000000000
2870,ce,t0014079,Rent Change,6/30/2013,M0002D,4/20/2012,,565,0,635,1,1,0,
2871,ce,t0014079,Rent Change,6/30/2014,M0002D,4/20/2012,6/30/2015,582,1,635,1,1,17,365 days 00:00:00.000000000
2879,ce,t0014080,Rent Change,1/31/2014,M0002E,1/15/2012,,575,0,635,1,1,0,
2880,ce,t0014080,Rent Change,1/31/2015,M0002E,1/15/2012,,581,0,635,1,1,6,
2881,ce,t0014080,Rent Change,8/31/2015,M0002E,1/15/2012,,615,0,635,1,1,34,
2882,ce,t0014080,Rent Change,8/31/2016,M0002E,1/15/2012,5/31/2017,644,1,635,1,1,29,273 days 00:00:00.000000000
2887,ce,t0014081,Rent Change,4/26/2013,M0002F,3/27/2013,4/30/2013,565,1,635,1,1,0,4 days 00:00:00.000000000
2899,ce,t0014082,Rent Change,6/30/2013,M0003A,1/1/2007,,635,0,875,2,1.5,0,
2900,ce,t0014082,Rent Change,7/31/2014,M0003A,1/1/2007,8/16/2015,654,1,875,2,1.5,19,381 days 00:00:00.000000000
2905,ce,t0014083,Rent Change,6/30/2013,M0003B,1/16/2010,,635,0,875,2,1.5,0,
2906,ce,t0014083,Rent Change,6/30/2014,M0003B,1/16/2010,6/30/2015,654,1,875,2,1.5,19,365 days 00:00:00.000000000
2913,ce,t0014084,Rent Change,9/1/2013,M0003C,8/28/2009,,665,0,875,2,1.5,0,
2914,ce,t0014084,Rent Change,9/1/2014,M0003C,8/28/2009,,695,0,875,2,1.5,30,
2915,ce,t0014084,Rent Change,8/31/2015,M0003C,8/28/2009,,845,0,875,2,1.5,150,
2916,ce,t0014084,Rent Change,8/31/2016,M0003C,8/28/2009,,884,0,875,2,1.5,39,
2917,ce,t0014084,Rent Change,8/31/2017,M0003C,8/28/2009,6/4/2018,889,1,875,2,1.5,5,277 days 00:00:00.000000000
2919,ce,t0014088,Rent Change,3/31/2014,M0004B,2/2/2001,11/30/2014,644,1,875,2,1.5,0,244 days 00:00:00.000000000
2925,ce,t0014089,Rent Change,10/31/2013,M0004C,3/20/2004,,675,0,875,2,1.5,0,
2926,ce,t0014089,Rent Change,11/1/2015,M0004C,3/20/2004,,699,0,875,2,1.5,24,
2927,ce,t0014089,Rent Change,10/31/2016,M0004C,3/20/2004,,734,0,875,2,1.5,35,
2928,ce,t0014089,Rent Change,10/31/2017,M0004C,3/20/2004,,748,0,875,2,1.5,14,
2929,ce,t0014089,Rent Change,10/31/2018,M0004C,3/20/2004,,790,0,875,2,1.5,42,
2931,ce,t0014090,Rent Change,8/1/2013,M0004D,5/30/2009,,650,0,875,2,1.5,0,
2932,ce,t0014090,Rent Change,7/31/2014,M0004D,5/30/2009,4/3/2015,670,1,875,2,1.5,20,246 days 00:00:00.000000000
2942,ce,t0014091,Rent Change,10/31/2013,M0004E,10/17/2008,12/31/2014,685,1,875,2,1.5,0,426 days 00:00:00.000000000
2948,ce,t0014093,Rent Change,12/31/2013,M0005A,6/12/2011,1/19/2015,555,1,635,1,1,0,384 days 00:00:00.000000000
2954,ce,t0014094,Rent Change,6/30/2013,M0005B,5/1/2011,,545,0,635,1,1,0,
2955,ce,t0014094,Rent Change,6/30/2014,M0005B,5/1/2011,,561,0,635,1,1,16,
